x,y,z,value1,value2,value3    
5,1,15,-0.208614E+00,0.244657E-01,0.000000E+00
6,1,15,-0.173509E+00,0.213904E-01,0.958657E-01
7,1,15,-0.170336E+00,0.103337E-01,0.000000E+00
8,1,15,-0.177968E+00,0.263097E-01,0.000000E+00
9,1,15,-0.193764E+00,0.790573E-01,0.000000E+00
10,1,15,-0.200407E+00,0.324636E-01,0.000000E+00
11,1,15,-0.221879E+00,0.922183E-01,0.000000E+00
12,1,15,-0.222031E+00,0.265274E-01,0.000000E+00
13,1,15,-0.293941E+00,0.967551E-01,0.000000E+00
14,1,15,-0.439585E+00,0.831537E-01,0.000000E+00
15,1,15,-0.764850E+00,0.341757E-01,0.000000E+00
16,1,15,-0.109180E+01,0.335013E-01,0.000000E+00
17,1,15,-0.125819E+01,0.352362E-01,0.000000E+00
18,1,15,-0.128749E+01,0.199797E-01,0.195217E-01
19,1,15,-0.127339E+01,0.318449E-01,0.000000E+00
20,1,15,-0.115566E+01,0.343159E-01,0.000000E+00
21,1,15,-0.853179E+00,0.331587E-01,0.000000E+00
22,1,15,-0.511028E+00,0.717728E-01,0.000000E+00
23,1,15,-0.311459E+00,0.122323E-01,0.930186E-01
24,1,15,-0.248909E+00,0.358183E-01,0.729356E-01
25,1,15,-0.295063E+00,0.776032E-01,0.135483E+00
26,1,15,-0.330071E+00,0.113591E+00,0.702663E-01
27,1,15,-0.356826E+00,0.912726E-01,0.102233E+00
0,2,15,-0.244000E+00,0.867895E-02,0.434151E-01
1,2,15,-0.234715E+00,0.926759E-01,0.580170E-01
2,2,15,-0.208907E+00,0.614592E-01,0.293152E-01
3,2,15,-0.187374E+00,0.247899E-01,0.178760E-01
4,2,15,-0.177715E+00,0.160373E-01,0.224575E-01
5,2,15,-0.188835E+00,0.331270E-01,0.165973E-01
6,2,15,-0.219635E+00,0.609216E-01,0.892773E-01
7,2,15,-0.247609E+00,0.326285E-01,0.784943E-01
8,2,15,-0.285489E+00,0.658988E-01,0.111047E+00
9,2,15,-0.291762E+00,0.679639E-01,0.200034E-02
10,2,15,-0.313192E+00,0.220986E-02,0.599507E-01
11,2,15,-0.287731E+00,0.776587E-01,0.243312E-02
12,2,15,-0.297790E+00,0.415106E-01,0.130584E+00
13,2,15,-0.408230E+00,0.147816E-02,0.000000E+00
14,2,15,-0.673968E+00,0.408679E-01,0.000000E+00
15,2,15,-0.968000E+00,0.325816E-01,0.000000E+00
16,2,15,-0.115633E+01,0.344596E-01,0.000000E+00
17,2,15,-0.121161E+01,0.355600E-01,0.000000E+00
18,2,15,-0.115566E+01,0.343159E-01,0.000000E+00
19,2,15,-0.961139E+00,0.331811E-01,0.000000E+00
20,2,15,-0.668444E+00,0.391209E-01,0.000000E+00
21,2,15,-0.400047E+00,0.733390E-01,0.000000E+00
22,2,15,-0.257887E+00,0.401341E-01,0.619579E-01
23,2,15,-0.215360E+00,0.238450E-01,0.482413E-01
24,2,15,-0.213953E+00,0.287322E-01,0.303922E-01
25,2,15,-0.224611E+00,0.321043E-01,0.482987E-01
26,2,15,-0.234150E+00,0.566902E-01,0.362574E-01
27,2,15,-0.249717E+00,0.715745E-01,0.770209E-01
0,3,15,-0.314808E+00,0.100896E+00,0.107225E+00
1,3,15,-0.290962E+00,0.120299E+00,0.191471E-02
2,3,15,-0.279925E+00,0.212148E-02,0.000000E+00
3,3,15,-0.226368E+00,0.931563E-01,0.602892E-01
4,3,15,-0.209538E+00,0.246560E-01,0.000000E+00
5,3,15,-0.190987E+00,0.135921E-01,0.000000E+00
6,3,15,-0.195533E+00,0.298229E-01,0.000000E+00
7,3,15,-0.205241E+00,0.383908E-01,0.000000E+00
8,3,15,-0.213915E+00,0.641820E-01,0.563386E-01
9,3,15,-0.244160E+00,0.903184E-01,0.000000E+00
10,3,15,-0.254423E+00,0.591192E-01,0.119448E+00
11,3,15,-0.257487E+00,0.629600E-01,0.000000E+00
12,3,15,-0.264216E+00,0.334299E-01,0.676429E-01
13,3,15,-0.352726E+00,0.114405E-02,0.000000E+00
14,3,15,-0.589006E+00,0.510506E-01,0.000000E+00
15,3,15,-0.924525E+00,0.326848E-01,0.000000E+00
16,3,15,-0.118683E+01,0.345236E-01,0.000000E+00
17,3,15,-0.127359E+01,0.326693E-01,0.000000E+00
18,3,15,-0.127339E+01,0.318449E-01,0.000000E+00
19,3,15,-0.120219E+01,0.354980E-01,0.000000E+00
20,3,15,-0.960382E+00,0.332930E-01,0.000000E+00
21,3,15,-0.628209E+00,0.421922E-01,0.000000E+00
22,3,15,-0.362695E+00,0.109541E-02,0.000000E+00
23,3,15,-0.258987E+00,0.262842E-01,0.000000E+00
24,3,15,-0.251878E+00,0.373108E-01,0.862876E-01
25,3,15,-0.275435E+00,0.521082E-01,0.000000E+00
26,3,15,-0.290062E+00,0.327586E-02,0.136965E-01
27,3,15,-0.311013E+00,0.530622E-02,0.119373E+00
0,4,15,-0.308848E+00,0.133517E+00,0.602708E-01
1,4,15,-0.277613E+00,0.256518E-01,0.737880E-01
2,4,15,-0.250126E+00,0.776924E-01,0.696317E-01
3,4,15,-0.222445E+00,0.116188E+00,0.427101E-01
4,4,15,-0.183534E+00,0.188275E-01,0.296040E-01
5,4,15,-0.169403E+00,0.152863E-01,0.119346E-01
6,4,15,-0.186051E+00,0.218260E-01,0.545670E-01
7,4,15,-0.203912E+00,0.475860E-01,0.916600E-01
8,4,15,-0.239999E+00,0.691967E-01,0.762640E-01
9,4,15,-0.241046E+00,0.895849E-01,0.158785E+00
10,4,15,-0.255407E+00,0.751757E-01,0.000000E+00
11,4,15,-0.246938E+00,0.407479E-01,0.148356E+00
12,4,15,-0.293960E+00,0.614156E-01,0.770665E-01
13,4,15,-0.423745E+00,0.628292E-01,0.000000E+00
14,4,15,-0.719871E+00,0.365920E-01,0.000000E+00
15,4,15,-0.102339E+01,0.329218E-01,0.000000E+00
16,4,15,-0.120557E+01,0.353744E-01,0.000000E+00
17,4,15,-0.124888E+01,0.356807E-01,0.000000E+00
18,4,15,-0.120219E+01,0.354980E-01,0.000000E+00
19,4,15,-0.101716E+01,0.334064E-01,0.000000E+00
20,4,15,-0.712085E+00,0.366450E-01,0.000000E+00
21,4,15,-0.421963E+00,0.832021E-01,0.000000E+00
22,4,15,-0.266216E+00,0.414643E-01,0.656727E-01
23,4,15,-0.231688E+00,0.338065E-01,0.765458E-01
24,4,15,-0.249813E+00,0.530380E-01,0.784326E-01
25,4,15,-0.285797E+00,0.628703E-01,0.271591E-02
26,4,15,-0.305888E+00,0.702716E-01,0.103865E-01
27,4,15,-0.314650E+00,0.962348E-01,0.313135E-02
0,5,15,-0.247946E+00,0.854702E-01,0.426508E-01
1,5,15,-0.239394E+00,0.550439E-01,0.384643E-01
2,5,15,-0.209863E+00,0.647291E-01,0.212417E-01
3,5,15,-0.192956E+00,0.241130E-01,0.201651E-01
4,5,15,-0.189231E+00,0.231779E-01,0.173740E-01
5,5,15,-0.202341E+00,0.422513E-01,0.251831E-01
6,5,15,-0.241039E+00,0.180973E-02,0.818190E-01
7,5,15,-0.261125E+00,0.576444E-02,0.792638E-01
8,5,15,-0.286904E+00,0.190895E-02,0.130663E+00
9,5,15,-0.293037E+00,0.119023E+00,0.125393E+00
10,5,15,-0.297229E+00,0.331733E-01,0.112784E+00
11,5,15,-0.272721E+00,0.478620E-01,0.372945E-01
12,5,15,-0.312821E+00,0.505437E-01,0.335947E-02
13,5,15,-0.486831E+00,0.751864E-01,0.000000E+00
14,5,15,-0.755221E+00,0.361781E-01,0.000000E+00
15,5,15,-0.990812E+00,0.329544E-01,0.000000E+00
16,5,15,-0.111011E+01,0.338250E-01,0.000000E+00
17,5,15,-0.110245E+01,0.335863E-01,0.000000E+00
18,5,15,-0.960382E+00,0.332930E-01,0.000000E+00
19,5,15,-0.712085E+00,0.366450E-01,0.000000E+00
20,5,15,-0.449330E+00,0.832957E-01,0.000000E+00
21,5,15,-0.300589E+00,0.589904E-01,0.111983E+00
22,5,15,-0.215387E+00,0.227569E-01,0.336316E-01
23,5,15,-0.206722E+00,0.288144E-01,0.290852E-01
24,5,15,-0.222218E+00,0.360330E-01,0.436314E-01
25,5,15,-0.233484E+00,0.572323E-01,0.383021E-01
26,5,15,-0.250563E+00,0.860762E-01,0.477790E-01
27,5,15,-0.257657E+00,0.646973E-01,0.545356E-01
0,6,15,-0.262412E+00,0.907665E-02,0.270642E-01
1,6,15,-0.254015E+00,0.542663E-02,0.260852E-01
2,6,15,-0.247532E+00,0.123253E+00,0.658557E-01
3,6,15,-0.223403E+00,0.324187E-01,0.740308E-01
4,6,15,-0.197256E+00,0.268717E-01,0.204768E-01
5,6,15,-0.219434E+00,0.862507E-01,0.488322E-01
6,6,15,-0.235725E+00,0.889884E-01,0.622549E-01
7,6,15,-0.261673E+00,0.942313E-02,0.188837E-02
8,6,15,-0.275878E+00,0.103096E+00,0.142691E+00
9,6,15,-0.276792E+00,0.198644E-02,0.144890E+00
10,6,15,-0.261331E+00,0.679622E-01,0.238396E-02
11,6,15,-0.254030E+00,0.306246E-01,0.957087E-01
12,6,15,-0.343797E+00,0.417759E-01,0.101153E+00
13,6,15,-0.515870E+00,0.587942E-01,0.000000E+00
14,6,15,-0.729087E+00,0.375522E-01,0.000000E+00
15,6,15,-0.889462E+00,0.333039E-01,0.000000E+00
16,6,15,-0.936727E+00,0.327855E-01,0.000000E+00
17,6,15,-0.853627E+00,0.334603E-01,0.000000E+00
18,6,15,-0.668444E+00,0.391209E-01,0.000000E+00
19,6,15,-0.449330E+00,0.832957E-01,0.000000E+00
20,6,15,-0.312560E+00,0.212611E-02,0.000000E+00
21,6,15,-0.216331E+00,0.232252E-01,0.348471E-01
22,6,15,-0.201556E+00,0.268325E-01,0.271286E-01
23,6,15,-0.212062E+00,0.331961E-01,0.337935E-01
24,6,15,-0.226206E+00,0.545467E-01,0.385065E-01
25,6,15,-0.242364E+00,0.691003E-01,0.430307E-01
26,6,15,-0.255958E+00,0.824509E-01,0.375415E-01
27,6,15,-0.261382E+00,0.923258E-01,0.324748E-01
0,7,15,-0.282454E+00,0.303718E-01,0.519269E-01
1,7,15,-0.262780E+00,0.677468E-01,0.490970E-01
2,7,15,-0.257516E+00,0.000000E+00,0.658757E-01
3,7,15,-0.205001E+00,0.532545E-01,0.237466E-01
4,7,15,-0.177975E+00,0.185480E-01,0.148497E-01
5,7,15,-0.180228E+00,0.166553E-01,0.207089E-01
6,7,15,-0.195848E+00,0.506226E-01,0.684584E-01
7,7,15,-0.209702E+00,0.835108E-01,0.791560E-01
8,7,15,-0.226189E+00,0.915899E-01,0.808693E-01
9,7,15,-0.225114E+00,0.600523E-01,0.908288E-01
10,7,15,-0.231515E+00,0.611392E-01,0.948264E-01
11,7,15,-0.237221E+00,0.281982E-01,0.356836E-01
12,7,15,-0.319629E+00,0.392746E-01,0.989237E-01
13,7,15,-0.491054E+00,0.665154E-01,0.000000E+00
14,7,15,-0.755171E+00,0.360692E-01,0.000000E+00
15,7,15,-0.991545E+00,0.328668E-01,0.000000E+00
16,7,15,-0.111333E+01,0.333495E-01,0.000000E+00
17,7,15,-0.110534E+01,0.331575E-01,0.000000E+00
18,7,15,-0.961139E+00,0.331811E-01,0.000000E+00
19,7,15,-0.712085E+00,0.366450E-01,0.000000E+00
20,7,15,-0.449330E+00,0.832957E-01,0.000000E+00
21,7,15,-0.297653E+00,0.636185E-01,0.163924E+00
22,7,15,-0.228104E+00,0.272027E-01,0.761928E-01
23,7,15,-0.228305E+00,0.423580E-01,0.462695E-01
24,7,15,-0.267800E+00,0.824118E-01,0.800656E-01
25,7,15,-0.295105E+00,0.570074E-01,0.479529E-01
26,7,15,-0.310708E+00,0.963239E-01,0.142859E-01
27,7,15,-0.312133E+00,0.134114E+00,0.764468E-01
0,8,15,-0.394558E+00,0.731816E-01,0.102839E+00
1,8,15,-0.356487E+00,0.779452E-01,0.123815E+00
2,8,15,-0.267888E+00,0.685615E-01,0.561241E-01
3,8,15,-0.242321E+00,0.214209E-02,0.545743E-01
4,8,15,-0.208927E+00,0.745819E-01,0.769047E-01
5,8,15,-0.161543E+00,0.134584E-01,0.117721E-01
6,8,15,-0.162059E+00,0.119883E-01,0.170194E-01
7,8,15,-0.177003E+00,0.223758E-01,0.196772E-01
8,8,15,-0.176505E+00,0.287458E-01,0.302031E-01
9,8,15,-0.203941E+00,0.422181E-01,0.107250E+00
10,8,15,-0.204964E+00,0.341700E-01,0.160511E+00
11,8,15,-0.225799E+00,0.301424E-01,0.000000E+00
12,8,15,-0.261563E+00,0.566724E-01,0.887178E-01
13,8,15,-0.411919E+00,0.882242E-01,0.000000E+00
14,8,15,-0.673786E+00,0.397081E-01,0.000000E+00
15,8,15,-0.965339E+00,0.330685E-01,0.000000E+00
16,8,15,-0.115655E+01,0.344690E-01,0.000000E+00
17,8,15,-0.121429E+01,0.350576E-01,0.000000E+00
18,8,15,-0.115566E+01,0.343159E-01,0.000000E+00
19,8,15,-0.960382E+00,0.332930E-01,0.000000E+00
20,8,15,-0.668444E+00,0.391209E-01,0.000000E+00
21,8,15,-0.398477E+00,0.285957E-01,0.000000E+00
22,8,15,-0.269362E+00,0.322856E-01,0.779290E-01
23,8,15,-0.256186E+00,0.482550E-01,0.859003E-01
24,8,15,-0.307878E+00,0.174928E-01,0.131231E+00
25,8,15,-0.339266E+00,0.949580E-01,0.735856E-01
26,8,15,-0.380838E+00,0.112732E+00,0.116193E+00
27,8,15,-0.392003E+00,0.103024E+00,0.114282E+00
0,9,15,-0.396026E+00,0.100311E+00,0.110364E+00
1,9,15,-0.375722E+00,0.812611E-01,0.118991E+00
2,9,15,-0.343147E+00,0.107434E+00,0.635803E-01
3,9,15,-0.254128E+00,0.840187E-01,0.474839E-01
4,9,15,-0.239507E+00,0.866136E-01,0.000000E+00
5,9,15,-0.187077E+00,0.211970E-01,0.887596E-01
6,9,15,-0.176774E+00,0.115999E-01,0.000000E+00
7,9,15,-0.177924E+00,0.124760E-01,0.000000E+00
8,9,15,-0.187267E+00,0.174505E-01,0.000000E+00
9,9,15,-0.202901E+00,0.714357E-01,0.000000E+00
10,9,15,-0.209234E+00,0.272535E-01,0.000000E+00
11,9,15,-0.225176E+00,0.535865E-01,0.000000E+00
12,9,15,-0.243526E+00,0.250874E-01,0.000000E+00
13,9,15,-0.353227E+00,0.101526E+00,0.000000E+00
14,9,15,-0.589813E+00,0.487893E-01,0.000000E+00
15,9,15,-0.922499E+00,0.330181E-01,0.000000E+00
16,9,15,-0.118465E+01,0.349330E-01,0.000000E+00
17,9,15,-0.127348E+01,0.327087E-01,0.000000E+00
18,9,15,-0.127339E+01,0.318449E-01,0.000000E+00
19,9,15,-0.120219E+01,0.354980E-01,0.000000E+00
20,9,15,-0.961139E+00,0.331811E-01,0.000000E+00
21,9,15,-0.628614E+00,0.423688E-01,0.000000E+00
22,9,15,-0.366074E+00,0.937460E-02,0.000000E+00
23,9,15,-0.272360E+00,0.297788E-01,0.000000E+00
24,9,15,-0.281115E+00,0.741800E-01,0.346524E-01
25,9,15,-0.339629E+00,0.215218E-02,0.000000E+00
26,9,15,-0.356024E+00,0.109345E+00,0.126836E-01
27,9,15,-0.396551E+00,0.109017E+00,0.964705E-01
0,10,15,-0.497608E+00,0.708092E-01,0.811379E-01
1,10,15,-0.476462E+00,0.857302E-01,0.806860E-01
2,10,15,-0.422204E+00,0.883438E-01,0.108294E+00
3,10,15,-0.375407E+00,0.773142E-01,0.558533E-01
4,10,15,-0.272433E+00,0.450455E-02,0.713900E-01
5,10,15,-0.237767E+00,0.832519E-01,0.000000E+00
6,10,15,-0.166867E+00,0.205308E-01,0.113266E-01
7,10,15,-0.163340E+00,0.979251E-02,0.000000E+00
8,10,15,-0.159997E+00,0.108755E-01,0.000000E+00
9,10,15,-0.164894E+00,0.110600E-01,0.000000E+00
10,10,15,-0.171362E+00,0.116102E-01,0.000000E+00
11,10,15,-0.193488E+00,0.430789E-01,0.000000E+00
12,10,15,-0.206680E+00,0.209448E-01,0.000000E+00
13,10,15,-0.280115E+00,0.390178E-02,0.000000E+00
14,10,15,-0.420652E+00,0.880342E-01,0.000000E+00
15,10,15,-0.716805E+00,0.361409E-01,0.000000E+00
16,10,15,-0.103588E+01,0.331291E-01,0.000000E+00
17,10,15,-0.122773E+01,0.357055E-01,0.000000E+00
18,10,15,-0.127359E+01,0.326693E-01,0.000000E+00
19,10,15,-0.124889E+01,0.356807E-01,0.000000E+00
20,10,15,-0.110534E+01,0.331575E-01,0.000000E+00
21,10,15,-0.804129E+00,0.336481E-01,0.000000E+00
22,10,15,-0.477384E+00,0.794709E-01,0.000000E+00
23,10,15,-0.304105E+00,0.462600E-01,0.246728E-02
24,10,15,-0.293352E+00,0.651770E-01,0.702059E-01
25,10,15,-0.361489E+00,0.220990E-02,0.813697E-01
26,10,15,-0.414659E+00,0.103002E+00,0.111363E+00
27,10,15,-0.475956E+00,0.824610E-01,0.741210E-01
0,11,15,-0.490227E+00,0.819379E-01,0.863754E-01
1,11,15,-0.449683E+00,0.902996E-01,0.100494E+00
2,11,15,-0.417496E+00,0.000000E+00,0.000000E+00
3,11,15,-0.312887E+00,0.130162E+00,0.398554E-02
4,11,15,-0.254156E+00,0.150758E-01,0.538880E-01
5,11,15,-0.187438E+00,0.348407E-01,0.179966E-01
6,11,15,-0.172177E+00,0.157521E-01,0.489804E-01
7,11,15,-0.148481E+00,0.101359E-01,0.162527E-01
8,11,15,-0.160850E+00,0.803607E-02,0.990131E-01
9,11,15,-0.176213E+00,0.251327E-01,0.000000E+00
10,11,15,-0.171554E+00,0.117711E-01,0.116749E+00
11,11,15,-0.201437E+00,0.359125E-01,0.127824E+00
12,11,15,-0.220102E+00,0.222084E-01,0.480926E-01
13,11,15,-0.324387E+00,0.940944E-01,0.000000E+00
14,11,15,-0.519881E+00,0.593912E-01,0.000000E+00
15,11,15,-0.816327E+00,0.343242E-01,0.000000E+00
16,11,15,-0.107814E+01,0.334013E-01,0.000000E+00
17,11,15,-0.120459E+01,0.354542E-01,0.000000E+00
18,11,15,-0.121161E+01,0.355600E-01,0.000000E+00
19,11,15,-0.110245E+01,0.335863E-01,0.000000E+00
20,11,15,-0.853627E+00,0.334603E-01,0.000000E+00
21,11,15,-0.550361E+00,0.571731E-01,0.000000E+00
22,11,15,-0.343785E+00,0.577142E-01,0.000000E+00
23,11,15,-0.281748E+00,0.374735E-01,0.108302E+00
24,11,15,-0.322425E+00,0.491210E-01,0.236467E-02
25,11,15,-0.393328E+00,0.115654E+00,0.102023E+00
26,11,15,-0.455773E+00,0.817774E-01,0.891748E-01
27,11,15,-0.497859E+00,0.697315E-01,0.734140E-01
0,12,15,-0.642255E+00,0.568854E-01,0.595374E-01
1,12,15,-0.612120E+00,0.567008E-01,0.586694E-01
2,12,15,-0.504996E+00,0.896873E-01,0.926880E-01
3,12,15,-0.424850E+00,0.846653E-01,0.891238E-01
4,12,15,-0.333215E+00,0.105429E+00,0.125052E+00
5,12,15,-0.250181E+00,0.198164E-01,0.321047E-02
6,12,15,-0.187379E+00,0.546577E-01,0.296936E-01
7,12,15,-0.151418E+00,0.100166E-01,0.137138E-01
8,12,15,-0.134170E+00,0.738237E-02,0.779386E-02
9,12,15,-0.139209E+00,0.826283E-02,0.970756E-02
10,12,15,-0.158863E+00,0.131100E-01,0.276642E-01
11,12,15,-0.161202E+00,0.132486E-01,0.171484E-01
12,12,15,-0.199382E+00,0.371855E-01,0.108364E+00
13,12,15,-0.234333E+00,0.361436E-01,0.555693E-01
14,12,15,-0.364011E+00,0.798344E-01,0.000000E+00
15,12,15,-0.590806E+00,0.464136E-01,0.000000E+00
16,12,15,-0.870747E+00,0.333609E-01,0.000000E+00
17,12,15,-0.108031E+01,0.330438E-01,0.000000E+00
18,12,15,-0.115633E+01,0.344596E-01,0.000000E+00
19,12,15,-0.111011E+01,0.338250E-01,0.000000E+00
20,12,15,-0.936727E+00,0.327855E-01,0.000000E+00
21,12,15,-0.664488E+00,0.395271E-01,0.000000E+00
22,12,15,-0.406297E+00,0.112441E-02,0.000000E+00
23,12,15,-0.286205E+00,0.297268E-01,0.302864E-02
24,12,15,-0.337434E+00,0.471112E-01,0.128139E+00
25,12,15,-0.422952E+00,0.109787E+00,0.872740E-01
26,12,15,-0.513545E+00,0.747700E-01,0.759656E-01
27,12,15,-0.599336E+00,0.645960E-01,0.640969E-01
0,13,15,-0.604733E+00,0.651079E-01,0.673379E-01
1,13,15,-0.617106E+00,0.602717E-01,0.620326E-01
2,13,15,-0.558614E+00,0.654957E-01,0.670862E-01
3,13,15,-0.461522E+00,0.889899E-01,0.873575E-01
4,13,15,-0.371400E+00,0.104094E+00,0.113838E+00
5,13,15,-0.291253E+00,0.137023E+00,0.120875E+00
6,13,15,-0.208482E+00,0.709012E-01,0.422648E-01
7,13,15,-0.181550E+00,0.272301E-01,0.144968E+00
8,13,15,-0.139759E+00,0.806498E-02,0.198745E-01
9,13,15,-0.144441E+00,0.677394E-02,0.126029E+00
10,13,15,-0.143292E+00,0.118369E-01,0.214959E-01
11,13,15,-0.154913E+00,0.105974E-01,0.920689E-01
12,13,15,-0.187477E+00,0.652963E-01,0.597116E-01
13,13,15,-0.208448E+00,0.240213E-01,0.960982E-01
14,13,15,-0.305620E+00,0.662847E-01,0.000000E+00
15,13,15,-0.476512E+00,0.721866E-01,0.000000E+00
16,13,15,-0.763637E+00,0.348089E-01,0.000000E+00
17,13,15,-0.103776E+01,0.328411E-01,0.000000E+00
18,13,15,-0.118683E+01,0.345236E-01,0.000000E+00
19,13,15,-0.120557E+01,0.353744E-01,0.000000E+00
20,13,15,-0.111333E+01,0.333495E-01,0.000000E+00
21,13,15,-0.884482E+00,0.327265E-01,0.000000E+00
22,13,15,-0.583402E+00,0.508241E-01,0.000000E+00
23,13,15,-0.359252E+00,0.558650E-01,0.746914E-01
24,13,15,-0.299375E+00,0.382202E-01,0.112735E+00
25,13,15,-0.363815E+00,0.257570E-02,0.120315E+00
26,13,15,-0.460747E+00,0.835045E-01,0.700520E-01
27,13,15,-0.536281E+00,0.750070E-01,0.779184E-01
0,14,15,-0.522078E+00,0.748830E-01,0.733058E-01
1,14,15,-0.555200E+00,0.701403E-01,0.741135E-01
2,14,15,-0.540544E+00,0.701044E-01,0.686253E-01
3,14,15,-0.476946E+00,0.760759E-01,0.812547E-01
4,14,15,-0.398746E+00,0.101303E+00,0.842801E-01
5,14,15,-0.304083E+00,0.113728E+00,0.186528E-02
6,14,15,-0.256650E+00,0.133296E+00,0.000000E+00
7,14,15,-0.173671E+00,0.240674E-01,0.137571E-01
8,14,15,-0.165819E+00,0.201370E-01,0.000000E+00
9,14,15,-0.141844E+00,0.731755E-02,0.186880E+00
10,14,15,-0.135789E+00,0.795378E-02,0.451334E-01
11,14,15,-0.157139E+00,0.171606E-01,0.000000E+00
12,14,15,-0.166855E+00,0.138563E-01,0.199452E+00
13,14,15,-0.195601E+00,0.356807E-01,0.000000E+00
14,14,15,-0.236039E+00,0.523767E-01,0.288426E-01
15,14,15,-0.355810E+00,0.100936E+00,0.000000E+00
16,14,15,-0.577316E+00,0.471633E-01,0.000000E+00
17,14,15,-0.864625E+00,0.334101E-01,0.000000E+00
18,14,15,-0.109180E+01,0.335013E-01,0.000000E+00
19,14,15,-0.118465E+01,0.349330E-01,0.000000E+00
20,14,15,-0.115655E+01,0.344690E-01,0.000000E+00
21,14,15,-0.100320E+01,0.324628E-01,0.000000E+00
22,14,15,-0.732274E+00,0.361904E-01,0.000000E+00
23,14,15,-0.449363E+00,0.822794E-01,0.000000E+00
24,14,15,-0.293403E+00,0.323872E-01,0.648109E-01
25,14,15,-0.297828E+00,0.558317E-01,0.258915E-01
26,14,15,-0.377034E+00,0.642811E-01,0.975032E-01
27,14,15,-0.464638E+00,0.692121E-01,0.724670E-01
0,15,15,-0.552899E+00,0.647563E-01,0.635578E-01
1,15,15,-0.622990E+00,0.643542E-01,0.659306E-01
2,15,15,-0.638211E+00,0.654525E-01,0.659752E-01
3,15,15,-0.586935E+00,0.680203E-01,0.661339E-01
4,15,15,-0.493808E+00,0.728436E-01,0.733854E-01
5,15,15,-0.393141E+00,0.106373E+00,0.906335E-01
6,15,15,-0.299091E+00,0.132000E+00,0.994681E-01
7,15,15,-0.230670E+00,0.783239E-01,0.153789E+00
8,15,15,-0.177236E+00,0.135264E-02,0.240217E-01
9,15,15,-0.133405E+00,0.769225E-02,0.243124E-01
10,15,15,-0.126067E+00,0.974618E-02,0.576891E-02
11,15,15,-0.126440E+00,0.833351E-02,0.595699E-02
12,15,15,-0.140941E+00,0.980047E-02,0.447955E-01
13,15,15,-0.161990E+00,0.399318E-01,0.213458E-01
14,15,15,-0.192401E+00,0.271557E-01,0.782443E-01
15,15,15,-0.242440E+00,0.717511E-01,0.741700E-01
16,15,15,-0.354339E+00,0.953206E-01,0.000000E+00
17,15,15,-0.542112E+00,0.540888E-01,0.000000E+00
18,15,15,-0.764850E+00,0.341757E-01,0.000000E+00
19,15,15,-0.922499E+00,0.330181E-01,0.000000E+00
20,15,15,-0.965339E+00,0.330685E-01,0.000000E+00
21,15,15,-0.881841E+00,0.334232E-01,0.000000E+00
22,15,15,-0.693778E+00,0.387906E-01,0.000000E+00
23,15,15,-0.471963E+00,0.723517E-01,0.000000E+00
24,15,15,-0.304242E+00,0.437944E-01,0.983495E-01
25,15,15,-0.283462E+00,0.418447E-01,0.249285E-02
26,15,15,-0.354192E+00,0.891382E-02,0.119159E+00
27,15,15,-0.455986E+00,0.864285E-01,0.829406E-01
0,16,15,-0.516452E+00,0.810173E-01,0.782838E-01
1,16,15,-0.632086E+00,0.583534E-01,0.577405E-01
2,16,15,-0.685229E+00,0.625607E-01,0.618122E-01
3,16,15,-0.667497E+00,0.658482E-01,0.636637E-01
4,16,15,-0.584130E+00,0.686531E-01,0.651171E-01
5,16,15,-0.471754E+00,0.805453E-01,0.770251E-01
6,16,15,-0.365199E+00,0.117592E+00,0.106194E+00
7,16,15,-0.276113E+00,0.140686E+00,0.240202E-01
8,16,15,-0.208655E+00,0.763823E-01,0.612210E-01
9,16,15,-0.161679E+00,0.905772E-01,0.259304E-01
10,16,15,-0.131973E+00,0.895028E-02,0.178981E-01
11,16,15,-0.112256E+00,0.574611E-02,0.570791E-02
12,16,15,-0.133020E+00,0.232029E-01,0.144294E-01
13,16,15,-0.143197E+00,0.117271E-01,0.225373E-01
14,16,15,-0.166729E+00,0.481432E-01,0.183638E-01
15,16,15,-0.196122E+00,0.263239E-01,0.963391E-01
16,16,15,-0.241172E+00,0.503045E-01,0.366672E-01
17,16,15,-0.325732E+00,0.151897E-01,0.000000E+00
18,16,15,-0.439585E+00,0.831537E-01,0.000000E+00
19,16,15,-0.589813E+00,0.487893E-01,0.000000E+00
20,16,15,-0.673786E+00,0.397081E-01,0.000000E+00
21,16,15,-0.664431E+00,0.404019E-01,0.000000E+00
22,16,15,-0.568425E+00,0.474144E-01,0.000000E+00
23,16,15,-0.433096E+00,0.713260E-01,0.000000E+00
24,16,15,-0.298342E+00,0.504232E-01,0.902325E-01
25,16,15,-0.265197E+00,0.360358E-01,0.238718E-02
26,16,15,-0.329054E+00,0.252705E-01,0.129845E+00
27,16,15,-0.407959E+00,0.111100E+00,0.108668E+00
0,17,15,-0.684021E+00,0.595817E-01,0.594149E-01
1,17,15,-0.732768E+00,0.727111E-01,0.721121E-01
2,17,15,-0.726933E+00,0.581866E-01,0.577298E-01
3,17,15,-0.721937E+00,0.693405E-01,0.672153E-01
4,17,15,-0.603596E+00,0.601450E-01,0.587946E-01
5,17,15,-0.447232E+00,0.971605E-01,0.930801E-01
6,17,15,-0.355323E+00,0.819225E-01,0.777965E-01
7,17,15,-0.235039E+00,0.577411E-01,0.658671E-01
