x,y,z,value1,value2,value3    
6,20,8,-0.291441E+00,0.185841E-02,0.474559E-01
7,20,8,-0.217621E+00,0.274010E-01,0.315062E-01
8,20,8,-0.234281E+00,0.140702E+00,0.837478E-01
9,20,8,-0.169539E+00,0.138161E-01,0.172704E-01
10,20,8,-0.152401E+00,0.942196E-02,0.107095E-01
11,20,8,-0.145138E+00,0.755672E-02,0.101797E-01
12,20,8,-0.151700E+00,0.975654E-02,0.117157E-01
13,20,8,-0.160045E+00,0.108675E-01,0.125617E-01
14,20,8,-0.180079E+00,0.134453E-01,0.274824E-01
15,20,8,-0.196083E+00,0.275862E-01,0.227427E-01
16,20,8,-0.215523E+00,0.347527E-01,0.530162E-01
17,20,8,-0.233382E+00,0.719357E-01,0.536163E-01
18,20,8,-0.244000E+00,0.867951E-02,0.434155E-01
19,20,8,-0.247946E+00,0.854707E-01,0.426511E-01
20,20,8,-0.262412E+00,0.907543E-02,0.270643E-01
21,20,8,-0.334404E+00,0.141862E+00,0.582260E-01
22,20,8,-0.455071E+00,0.000000E+00,0.611355E-01
23,20,8,-0.540424E+00,0.000000E+00,0.515530E-01
24,20,8,-0.568425E+00,0.000000E+00,0.474144E-01
25,20,8,-0.519354E+00,0.000000E+00,0.538068E-01
26,20,8,-0.415931E+00,0.000000E+00,0.878014E-01
27,20,8,-0.307610E+00,0.251922E-02,0.465217E-01
0,21,8,-0.266778E+00,0.898413E-01,0.642700E-01
1,21,8,-0.268031E+00,0.324146E-01,0.733989E-01
2,21,8,-0.283529E+00,0.124154E+00,0.698679E-01
3,21,8,-0.297014E+00,0.989487E-01,0.132179E+00
4,21,8,-0.276113E+00,0.240213E-01,0.140686E+00
5,21,8,-0.235039E+00,0.658674E-01,0.577408E-01
6,21,8,-0.231639E+00,0.129437E+00,0.133545E-01
7,21,8,-0.215242E+00,0.000000E+00,0.000000E+00
8,21,8,-0.154436E+00,0.755802E-02,0.118210E-01
9,21,8,-0.142379E+00,0.770218E-02,0.959111E-02
10,21,8,-0.141495E+00,0.817009E-02,0.954880E-02
11,21,8,-0.149087E+00,0.947152E-02,0.104335E-01
12,21,8,-0.158553E+00,0.113912E-01,0.133726E-01
13,21,8,-0.162885E+00,0.115954E-01,0.127453E-01
14,21,8,-0.167408E+00,0.118206E-01,0.118206E-01
15,21,8,-0.179178E+00,0.151731E-01,0.128901E-01
16,21,8,-0.191688E+00,0.237858E-01,0.194480E-01
17,21,8,-0.196289E+00,0.267959E-01,0.212350E-01
18,21,8,-0.210336E+00,0.395702E-01,0.252073E-01
19,21,8,-0.240257E+00,0.576693E-01,0.258397E-01
20,21,8,-0.338905E+00,0.000000E+00,0.110481E-02
21,21,8,-0.475176E+00,0.000000E+00,0.619300E-01
22,21,8,-0.607653E+00,0.000000E+00,0.469227E-01
23,21,8,-0.684890E+00,0.000000E+00,0.396624E-01
24,21,8,-0.664431E+00,0.000000E+00,0.404019E-01
25,21,8,-0.557012E+00,0.000000E+00,0.506053E-01
26,21,8,-0.412294E+00,0.000000E+00,0.895045E-01
27,21,8,-0.293634E+00,0.290069E-02,0.481437E-01
0,22,8,-0.220706E+00,0.715878E-01,0.345136E-01
1,22,8,-0.228506E+00,0.222468E-02,0.549764E-01
2,22,8,-0.248423E+00,0.126378E+00,0.154926E+00
3,22,8,-0.228669E+00,0.112740E-01,0.143153E+00
4,22,8,-0.208655E+00,0.612194E-01,0.763819E-01
5,22,8,-0.217646E+00,0.000000E+00,0.000000E+00
6,22,8,-0.164711E+00,0.283999E-01,0.258044E-01
7,22,8,-0.172463E+00,0.830347E-01,0.000000E+00
8,22,8,-0.147140E+00,0.128775E-01,0.185361E-01
9,22,8,-0.139851E+00,0.789407E-02,0.105161E-01
10,22,8,-0.155844E+00,0.104728E-01,0.151590E-01
11,22,8,-0.172213E+00,0.148347E-01,0.595667E-01
12,22,8,-0.179654E+00,0.298034E-01,0.273036E-01
13,22,8,-0.181515E+00,0.205839E-01,0.247584E-01
14,22,8,-0.180079E+00,0.274824E-01,0.134452E-01
15,22,8,-0.176217E+00,0.141526E-01,0.129380E-01
16,22,8,-0.170908E+00,0.138194E-01,0.118313E-01
17,22,8,-0.186797E+00,0.171746E-01,0.178914E-01
18,22,8,-0.220108E+00,0.342710E-01,0.295601E-01
19,22,8,-0.311708E+00,0.000000E+00,0.476710E-01
20,22,8,-0.446750E+00,0.000000E+00,0.700630E-01
21,22,8,-0.606393E+00,0.000000E+00,0.459826E-01
22,22,8,-0.729087E+00,0.000000E+00,0.375522E-01
23,22,8,-0.755171E+00,0.000000E+00,0.360692E-01
24,22,8,-0.673786E+00,0.000000E+00,0.397081E-01
25,22,8,-0.519881E+00,0.000000E+00,0.593912E-01
26,22,8,-0.364011E+00,0.000000E+00,0.798344E-01
27,22,8,-0.266838E+00,0.561154E-01,0.614783E-01
0,23,8,-0.226801E+00,0.000000E+00,0.546924E-01
1,23,8,-0.233439E+00,0.000000E+00,0.000000E+00
2,23,8,-0.186704E+00,0.404672E-01,0.277180E-01
3,23,8,-0.183549E+00,0.565428E-01,0.399389E-01
4,23,8,-0.177236E+00,0.240219E-01,0.135264E-02
5,23,8,-0.156538E+00,0.141654E-01,0.285279E-01
6,23,8,-0.133906E+00,0.656105E-02,0.753239E-02
7,23,8,-0.139636E+00,0.104005E-01,0.858432E-02
8,23,8,-0.133454E+00,0.663266E-02,0.749766E-02
9,23,8,-0.138423E+00,0.840208E-02,0.915748E-02
10,23,8,-0.143413E+00,0.103957E-01,0.104442E-01
11,23,8,-0.154153E+00,0.116259E-01,0.119520E-01
12,23,8,-0.162076E+00,0.143497E-01,0.134899E-01
13,23,8,-0.162404E+00,0.133010E-01,0.122127E-01
14,23,8,-0.160045E+00,0.125617E-01,0.108675E-01
15,23,8,-0.158699E+00,0.123041E-01,0.107314E-01
16,23,8,-0.169734E+00,0.161952E-01,0.109873E-01
17,23,8,-0.181733E+00,0.168157E-01,0.152365E-01
18,23,8,-0.218204E+00,0.317787E-01,0.379319E-01
19,23,8,-0.287827E+00,0.116431E+00,0.540790E-01
20,23,8,-0.378631E+00,0.000000E+00,0.895209E-01
21,23,8,-0.475278E+00,0.000000E+00,0.604091E-01
22,23,8,-0.515870E+00,0.000000E+00,0.587941E-01
23,23,8,-0.491054E+00,0.000000E+00,0.665153E-01
24,23,8,-0.411919E+00,0.000000E+00,0.882242E-01
25,23,8,-0.324387E+00,0.000000E+00,0.940947E-01
26,23,8,-0.234333E+00,0.555692E-01,0.361436E-01
27,23,8,-0.201444E+00,0.452727E-01,0.229188E-01
0,24,8,-0.223492E+00,0.924974E-01,0.396062E-01
1,24,8,-0.258365E+00,0.116108E+00,0.899000E-01
2,24,8,-0.276792E+00,0.000000E+00,0.000000E+00
3,24,8,-0.243497E+00,0.294726E-02,0.121621E-01
4,24,8,-0.230670E+00,0.153789E+00,0.783236E-01
5,24,8,-0.205861E+00,0.815261E-01,0.962625E-01
6,24,8,-0.202498E+00,0.141642E-02,0.000000E+00
7,24,8,-0.148865E+00,0.735352E-02,0.997205E-02
8,24,8,-0.142609E+00,0.737368E-02,0.921396E-02
9,24,8,-0.133173E+00,0.650435E-02,0.831588E-02
10,24,8,-0.134380E+00,0.743174E-02,0.863197E-02
11,24,8,-0.145805E+00,0.116295E-01,0.110250E-01
12,24,8,-0.150788E+00,0.115667E-01,0.126868E-01
13,24,8,-0.152750E+00,0.119526E-01,0.119526E-01
14,24,8,-0.162885E+00,0.127454E-01,0.115953E-01
15,24,8,-0.174927E+00,0.212851E-01,0.131700E-01
16,24,8,-0.182622E+00,0.189827E-01,0.183610E-01
17,24,8,-0.192478E+00,0.242882E-01,0.228412E-01
18,24,8,-0.205239E+00,0.340485E-01,0.222795E-01
19,24,8,-0.236804E+00,0.505647E-01,0.335318E-01
20,24,8,-0.319786E+00,0.000000E+00,0.111602E-02
21,24,8,-0.402312E+00,0.000000E+00,0.905723E-01
22,24,8,-0.476639E+00,0.000000E+00,0.585440E-01
23,24,8,-0.489884E+00,0.000000E+00,0.577925E-01
24,24,8,-0.441413E+00,0.000000E+00,0.726317E-01
25,24,8,-0.358641E+00,0.000000E+00,0.100290E+00
26,24,8,-0.272696E+00,0.390969E-02,0.547550E-01
27,24,8,-0.232225E+00,0.975564E-01,0.327567E-01
0,25,8,-0.240229E+00,0.000000E+00,0.828148E-01
1,25,8,-0.197637E+00,0.482285E-01,0.339680E-01
2,25,8,-0.200536E+00,0.534103E-01,0.556449E-01
3,25,8,-0.204991E+00,0.258454E-01,0.914580E-01
4,25,8,-0.173671E+00,0.137572E-01,0.240672E-01
5,25,8,-0.181550E+00,0.144966E+00,0.272298E-01
6,25,8,-0.151418E+00,0.137140E-01,0.100166E-01
7,25,8,-0.141128E+00,0.819755E-02,0.846890E-02
8,25,8,-0.135077E+00,0.668018E-02,0.709888E-02
9,25,8,-0.132554E+00,0.701321E-02,0.743456E-02
10,25,8,-0.136963E+00,0.834379E-02,0.952370E-02
11,25,8,-0.141894E+00,0.103086E-01,0.106163E-01
12,25,8,-0.141992E+00,0.117098E-01,0.117098E-01
13,25,8,-0.150788E+00,0.126868E-01,0.115667E-01
14,25,8,-0.158553E+00,0.133726E-01,0.113912E-01
15,25,8,-0.162870E+00,0.152158E-01,0.105117E-01
16,25,8,-0.178992E+00,0.520537E-01,0.142053E-01
17,25,8,-0.179621E+00,0.186630E-01,0.138843E-01
18,25,8,-0.191780E+00,0.232625E-01,0.181892E-01
19,25,8,-0.230339E+00,0.517992E-01,0.527064E-01
20,25,8,-0.263886E+00,0.117343E+00,0.314879E-01
21,25,8,-0.304847E+00,0.121037E+00,0.560089E-01
22,25,8,-0.338221E+00,0.000000E+00,0.110238E-02
23,25,8,-0.328576E+00,0.000000E+00,0.110775E-02
24,25,8,-0.289362E+00,0.172319E+00,0.555620E-01
25,25,8,-0.232641E+00,0.707746E-01,0.297518E-01
26,25,8,-0.202573E+00,0.325348E-01,0.276748E-01
27,25,8,-0.207552E+00,0.188146E-02,0.376301E-01
0,26,8,-0.174325E+00,0.477190E-01,0.231917E-01
1,26,8,-0.209477E+00,0.000000E+00,0.000000E+00
2,26,8,-0.197866E+00,0.000000E+00,0.000000E+00
3,26,8,-0.172525E+00,0.398308E-01,0.202896E-01
4,26,8,-0.166714E+00,0.000000E+00,0.997429E-02
5,26,8,-0.163340E+00,0.000000E+00,0.979254E-02
6,26,8,-0.148481E+00,0.162526E-01,0.101360E-01
7,26,8,-0.148132E+00,0.104745E-01,0.121349E-01
8,26,8,-0.146934E+00,0.109122E-01,0.116845E-01
9,26,8,-0.145610E+00,0.148561E-01,0.101592E-01
10,26,8,-0.139559E+00,0.977447E-02,0.970393E-02
11,26,8,-0.134969E+00,0.986958E-02,0.986961E-02
12,26,8,-0.141895E+00,0.106163E-01,0.103086E-01
13,26,8,-0.145806E+00,0.110251E-01,0.116295E-01
14,26,8,-0.149087E+00,0.104335E-01,0.947151E-02
15,26,8,-0.154009E+00,0.115678E-01,0.880633E-02
16,26,8,-0.163763E+00,0.138735E-01,0.110742E-01
17,26,8,-0.169863E+00,0.159786E-01,0.127621E-01
18,26,8,-0.191085E+00,0.223283E-01,0.173824E-01
19,26,8,-0.210815E+00,0.309243E-01,0.277970E-01
20,26,8,-0.231186E+00,0.542833E-01,0.245426E-01
21,26,8,-0.261517E+00,0.105360E+00,0.360903E-01
22,26,8,-0.253199E+00,0.219298E-01,0.354029E-01
23,26,8,-0.234087E+00,0.831639E-01,0.289085E-01
24,26,8,-0.210035E+00,0.511589E-01,0.225905E-01
25,26,8,-0.192334E+00,0.266051E-01,0.461498E-01
26,26,8,-0.171044E+00,0.187307E-01,0.162589E-01
27,26,8,-0.170179E+00,0.173380E-01,0.166938E-01
0,27,8,-0.176590E+00,0.704157E-01,0.942366E-01
1,27,8,-0.173037E+00,0.000000E+00,0.000000E+00
2,27,8,-0.149781E+00,0.680112E-02,0.884581E-02
3,27,8,-0.163098E+00,0.000000E+00,0.375402E-01
4,27,8,-0.158866E+00,0.000000E+00,0.141945E-01
5,27,8,-0.159997E+00,0.000000E+00,0.108756E-01
6,27,8,-0.160850E+00,0.990123E-01,0.803616E-02
7,27,8,-0.146631E+00,0.910273E-02,0.995615E-02
8,27,8,-0.148214E+00,0.109884E-01,0.114145E-01
9,27,8,-0.146553E+00,0.122203E-01,0.116847E-01
10,27,8,-0.140756E+00,0.116339E-01,0.111451E-01
11,27,8,-0.144607E+00,0.117994E-01,0.103283E-01
12,27,8,-0.144631E+00,0.108760E-01,0.108652E-01
13,27,8,-0.141046E+00,0.974325E-02,0.786123E-02
14,27,8,-0.145138E+00,0.101797E-01,0.755671E-02
15,27,8,-0.156248E+00,0.124652E-01,0.871843E-02
16,27,8,-0.167258E+00,0.127511E-01,0.114415E-01
17,27,8,-0.198216E+00,0.329127E-01,0.210941E-01
18,27,8,-0.222075E+00,0.593286E-01,0.286569E-01
19,27,8,-0.255577E+00,0.373177E-02,0.400784E-01
20,27,8,-0.270933E+00,0.277500E-02,0.415878E-01
21,27,8,-0.263789E+00,0.866158E-01,0.332092E-01
22,27,8,-0.254030E+00,0.957089E-01,0.306245E-01
23,27,8,-0.237221E+00,0.356810E-01,0.281981E-01
24,27,8,-0.225799E+00,0.000000E+00,0.301423E-01
25,27,8,-0.201437E+00,0.127825E+00,0.359124E-01
26,27,8,-0.161202E+00,0.171484E-01,0.132486E-01
27,27,8,-0.143116E+00,0.113431E-01,0.104594E-01
0,0,9,-0.162689E+00,0.146032E-01,0.135812E-01
1,0,9,-0.190126E+00,0.000000E+00,0.761377E-01
2,0,9,-0.197686E+00,0.000000E+00,0.000000E+00
3,0,9,-0.179120E+00,0.104552E+00,0.000000E+00
4,0,9,-0.165819E+00,0.000000E+00,0.201368E-01
5,0,9,-0.139759E+00,0.198746E-01,0.806499E-02
6,0,9,-0.134170E+00,0.779386E-02,0.738240E-02
7,0,9,-0.135663E+00,0.644558E-02,0.762882E-02
8,0,9,-0.137830E+00,0.954520E-02,0.800223E-02
9,0,9,-0.142433E+00,0.104611E-01,0.106463E-01
10,0,9,-0.146265E+00,0.118270E-01,0.108525E-01
11,0,9,-0.146070E+00,0.111305E-01,0.118896E-01
12,0,9,-0.146061E+00,0.117228E-01,0.110292E-01
13,0,9,-0.152335E+00,0.125644E-01,0.121352E-01
14,0,9,-0.151700E+00,0.117157E-01,0.975652E-02
15,0,9,-0.155869E+00,0.117244E-01,0.974339E-02
16,0,9,-0.169708E+00,0.149162E-01,0.135907E-01
17,0,9,-0.175861E+00,0.164775E-01,0.128378E-01
18,0,9,-0.215851E+00,0.309205E-01,0.356229E-01
19,0,9,-0.244371E+00,0.517183E-01,0.241570E-01
20,0,9,-0.306495E+00,0.000000E+00,0.470256E-01
21,0,9,-0.342632E+00,0.649276E-01,0.529324E-01
22,0,9,-0.343797E+00,0.101153E+00,0.417757E-01
23,0,9,-0.319629E+00,0.989238E-01,0.392743E-01
24,0,9,-0.261563E+00,0.887183E-01,0.566724E-01
25,0,9,-0.220102E+00,0.480897E-01,0.222084E-01
26,0,9,-0.199382E+00,0.108364E+00,0.371856E-01
27,0,9,-0.182764E+00,0.280548E-01,0.615971E-01
0,1,9,-0.141300E+00,0.122770E-01,0.106183E-01
1,1,9,-0.175337E+00,0.978307E-01,0.000000E+00
2,1,9,-0.140861E+00,0.171094E-01,0.354855E-01
3,1,9,-0.125913E+00,0.732708E-02,0.837426E-02
4,1,9,-0.141844E+00,0.186885E+00,0.731759E-02
5,1,9,-0.144441E+00,0.126029E+00,0.677399E-02
6,1,9,-0.139209E+00,0.970757E-02,0.826290E-02
7,1,9,-0.142265E+00,0.102738E-01,0.976102E-02
8,1,9,-0.142029E+00,0.112814E-01,0.111721E-01
9,1,9,-0.149656E+00,0.128575E-01,0.117294E-01
10,1,9,-0.154756E+00,0.133875E-01,0.121812E-01
11,1,9,-0.156246E+00,0.131204E-01,0.116117E-01
12,1,9,-0.153560E+00,0.128763E-01,0.103550E-01
13,1,9,-0.153728E+00,0.105977E-01,0.949488E-02
14,1,9,-0.150697E+00,0.104602E-01,0.849018E-02
15,1,9,-0.164874E+00,0.132173E-01,0.108742E-01
16,1,9,-0.171189E+00,0.128840E-01,0.111804E-01
17,1,9,-0.208855E+00,0.389123E-01,0.222952E-01
18,1,9,-0.242710E+00,0.667449E-01,0.319592E-01
19,1,9,-0.280813E+00,0.263403E-02,0.313965E-01
20,1,9,-0.302459E+00,0.889235E-01,0.340565E-01
21,1,9,-0.318882E+00,0.927361E-01,0.422224E-01
22,1,9,-0.312821E+00,0.335958E-02,0.505437E-01
23,1,9,-0.293960E+00,0.770663E-01,0.614156E-01
24,1,9,-0.243526E+00,0.000000E+00,0.250874E-01
25,1,9,-0.206680E+00,0.000000E+00,0.209448E-01
26,1,9,-0.187477E+00,0.597025E-01,0.652962E-01
27,1,9,-0.149757E+00,0.147604E-01,0.110021E-01
0,2,9,-0.155434E+00,0.121054E+00,0.113957E+00
1,2,9,-0.128288E+00,0.105931E-01,0.761814E-02
2,2,9,-0.136793E+00,0.898513E-02,0.444502E-01
3,2,9,-0.148053E+00,0.000000E+00,0.754897E-02
4,2,9,-0.155515E+00,0.000000E+00,0.924856E-02
5,2,9,-0.164894E+00,0.000000E+00,0.110601E-01
6,2,9,-0.176213E+00,0.000000E+00,0.251332E-01
7,2,9,-0.160502E+00,0.149416E-01,0.199155E-01
8,2,9,-0.155424E+00,0.141211E-01,0.125583E-01
9,2,9,-0.155638E+00,0.149448E-01,0.138660E-01
10,2,9,-0.152469E+00,0.134203E-01,0.120956E-01
11,2,9,-0.149771E+00,0.122234E-01,0.103444E-01
12,2,9,-0.146857E+00,0.112360E-01,0.847815E-02
13,2,9,-0.148737E+00,0.101436E-01,0.826586E-02
14,2,9,-0.157973E+00,0.132804E-01,0.865350E-02
15,2,9,-0.168681E+00,0.118917E-01,0.100520E-01
16,2,9,-0.217049E+00,0.708621E-01,0.398275E-01
17,2,9,-0.242911E+00,0.884171E-01,0.440131E-01
18,2,9,-0.278269E+00,0.693009E-01,0.596593E-01
19,2,9,-0.295033E+00,0.242000E-02,0.504941E-01
20,2,9,-0.300912E+00,0.935063E-01,0.445960E-01
21,2,9,-0.302138E+00,0.122367E+00,0.471733E-01
22,2,9,-0.272721E+00,0.372968E-01,0.478618E-01
23,2,9,-0.246938E+00,0.148356E+00,0.407477E-01
24,2,9,-0.225176E+00,0.000000E+00,0.535863E-01
25,2,9,-0.193488E+00,0.000000E+00,0.430787E-01
26,2,9,-0.154913E+00,0.920655E-01,0.105974E-01
27,2,9,-0.143927E+00,0.116031E-01,0.396455E-01
0,3,9,-0.112256E+00,0.570789E-02,0.574614E-02
1,3,9,-0.124567E+00,0.770631E-02,0.691346E-02
2,3,9,-0.131785E+00,0.886840E-02,0.833078E-02
3,3,9,-0.159416E+00,0.000000E+00,0.227351E-01
4,3,9,-0.169679E+00,0.000000E+00,0.537058E-01
5,3,9,-0.171362E+00,0.000000E+00,0.116103E-01
6,3,9,-0.171554E+00,0.116751E+00,0.117712E-01
7,3,9,-0.161291E+00,0.165339E-01,0.129470E-01
8,3,9,-0.166667E+00,0.184944E-01,0.146307E-01
9,3,9,-0.169136E+00,0.177336E-01,0.152178E-01
10,3,9,-0.169192E+00,0.186891E-01,0.151551E-01
11,3,9,-0.162597E+00,0.122156E-01,0.145725E-01
12,3,9,-0.155981E+00,0.111252E-01,0.117174E-01
13,3,9,-0.161429E+00,0.125295E-01,0.993334E-02
14,3,9,-0.177785E+00,0.150464E-01,0.125165E-01
15,3,9,-0.227202E+00,0.189162E-01,0.611715E-01
16,3,9,-0.256492E+00,0.836526E-01,0.561769E-01
17,3,9,-0.314425E+00,0.129990E+00,0.269809E-01
18,3,9,-0.351939E+00,0.115268E+00,0.207918E-01
19,3,9,-0.370006E+00,0.105028E+00,0.252061E-01
20,3,9,-0.360551E+00,0.120215E+00,0.539407E-01
21,3,9,-0.328120E+00,0.118237E+00,0.735113E-01
22,3,9,-0.287731E+00,0.243312E-02,0.776585E-01
23,3,9,-0.257487E+00,0.000000E+00,0.629597E-01
24,3,9,-0.221879E+00,0.000000E+00,0.922185E-01
25,3,9,-0.177711E+00,0.000000E+00,0.147139E-01
26,3,9,-0.157139E+00,0.000000E+00,0.171606E-01
27,3,9,-0.126440E+00,0.595698E-02,0.833351E-02
0,4,9,-0.133020E+00,0.144294E-01,0.232029E-01
1,4,9,-0.122126E+00,0.860551E-02,0.674438E-02
2,4,9,-0.116541E+00,0.603809E-02,0.648615E-02
3,4,9,-0.129077E+00,0.841648E-02,0.123996E-01
4,4,9,-0.135789E+00,0.451341E-01,0.795386E-02
5,4,9,-0.143292E+00,0.214958E-01,0.118370E-01
6,4,9,-0.158863E+00,0.276646E-01,0.131101E-01
7,4,9,-0.157261E+00,0.146954E-01,0.152124E-01
8,4,9,-0.162716E+00,0.166664E-01,0.128200E-01
9,4,9,-0.171317E+00,0.187930E-01,0.156105E-01
10,4,9,-0.176946E+00,0.227728E-01,0.216485E-01
11,4,9,-0.175849E+00,0.234309E-01,0.217266E-01
12,4,9,-0.166767E+00,0.141683E-01,0.117204E-01
13,4,9,-0.157770E+00,0.114104E-01,0.937846E-02
14,4,9,-0.164038E+00,0.138707E-01,0.983913E-02
15,4,9,-0.171397E+00,0.131347E-01,0.108948E-01
16,4,9,-0.220405E+00,0.404967E-02,0.323644E-01
17,4,9,-0.247152E+00,0.816909E-01,0.381079E-01
18,4,9,-0.278803E+00,0.292641E-02,0.391023E-01
19,4,9,-0.297084E+00,0.417375E-01,0.333147E-01
20,4,9,-0.312430E+00,0.956397E-01,0.315607E-01
21,4,9,-0.308208E+00,0.357434E-01,0.325314E-01
22,4,9,-0.297790E+00,0.130584E+00,0.415105E-01
23,4,9,-0.264216E+00,0.676428E-01,0.334298E-01
24,4,9,-0.222031E+00,0.000000E+00,0.265273E-01
25,4,9,-0.196755E+00,0.000000E+00,0.298128E-01
26,4,9,-0.166855E+00,0.199453E+00,0.138563E-01
27,4,9,-0.140941E+00,0.447954E-01,0.980047E-02
0,5,9,-0.143197E+00,0.225373E-01,0.117271E-01
1,5,9,-0.142002E+00,0.189735E-01,0.848988E-01
2,5,9,-0.129905E+00,0.167893E-01,0.850769E-02
3,5,9,-0.121814E+00,0.729797E-02,0.725802E-02
4,5,9,-0.126067E+00,0.576892E-02,0.974618E-02
5,5,9,-0.131096E+00,0.619596E-02,0.855020E-02
6,5,9,-0.152672E+00,0.204486E-01,0.177807E+00
7,5,9,-0.147683E+00,0.107775E-01,0.108888E-01
8,5,9,-0.165431E+00,0.178489E-01,0.145860E-01
9,5,9,-0.190095E+00,0.709742E-01,0.705985E-01
10,5,9,-0.196747E+00,0.820378E-01,0.418814E-01
11,5,9,-0.202096E+00,0.785077E-01,0.618392E-01
12,5,9,-0.198588E+00,0.840579E-01,0.442405E-01
13,5,9,-0.185433E+00,0.308447E-01,0.239255E-01
14,5,9,-0.176247E+00,0.191878E-01,0.126617E-01
15,5,9,-0.172762E+00,0.134582E-01,0.110990E-01
16,5,9,-0.180620E+00,0.149973E-01,0.133867E-01
17,5,9,-0.222111E+00,0.355429E-01,0.278302E-01
18,5,9,-0.268372E+00,0.915779E-01,0.299913E-01
19,5,9,-0.337929E+00,0.476337E-01,0.568170E-01
20,5,9,-0.407634E+00,0.000000E+00,0.112320E-02
21,5,9,-0.429760E+00,0.000000E+00,0.113898E-02
22,5,9,-0.408230E+00,0.000000E+00,0.147813E-02
23,5,9,-0.352726E+00,0.000000E+00,0.114405E-02
24,5,9,-0.293941E+00,0.000000E+00,0.967558E-01
25,5,9,-0.228068E+00,0.000000E+00,0.320790E-01
26,5,9,-0.195601E+00,0.000000E+00,0.356807E-01
27,5,9,-0.161990E+00,0.213457E-01,0.399318E-01
0,6,9,-0.173862E+00,0.430587E-01,0.522766E-01
1,6,9,-0.152470E+00,0.135403E-01,0.125595E-01
2,6,9,-0.154868E+00,0.202546E-01,0.239009E-01
3,6,9,-0.149838E+00,0.187565E-01,0.539269E-01
4,6,9,-0.133405E+00,0.243128E-01,0.769223E-02
5,6,9,-0.132400E+00,0.101552E-01,0.679135E-02
6,6,9,-0.135960E+00,0.681005E-02,0.148803E-01
7,6,9,-0.140581E+00,0.891729E-02,0.110217E-01
8,6,9,-0.142046E+00,0.911000E-02,0.929170E-02
9,6,9,-0.155487E+00,0.126229E-01,0.118200E-01
10,6,9,-0.170805E+00,0.241684E-01,0.220460E-01
11,6,9,-0.181825E+00,0.635680E-01,0.333103E-01
12,6,9,-0.181950E+00,0.502607E-01,0.288536E-01
13,6,9,-0.175729E+00,0.294880E-01,0.154559E-01
14,6,9,-0.164213E+00,0.120765E-01,0.104247E-01
15,6,9,-0.166711E+00,0.126279E-01,0.107304E-01
16,6,9,-0.172913E+00,0.143608E-01,0.122059E-01
17,6,9,-0.196527E+00,0.185713E-01,0.241716E-01
18,6,9,-0.249034E+00,0.908887E-01,0.366391E-01
19,6,9,-0.329138E+00,0.111980E+00,0.586934E-01
20,6,9,-0.417926E+00,0.000000E+00,0.884405E-01
21,6,9,-0.480769E+00,0.000000E+00,0.757811E-01
22,6,9,-0.486831E+00,0.000000E+00,0.751863E-01
23,6,9,-0.423745E+00,0.000000E+00,0.628295E-01
24,6,9,-0.353228E+00,0.000000E+00,0.101526E+00
25,6,9,-0.280115E+00,0.000000E+00,0.390163E-02
26,6,9,-0.208448E+00,0.960985E-01,0.240213E-01
27,6,9,-0.185323E+00,0.280043E-01,0.524956E-01
0,7,9,-0.200095E+00,0.190391E-02,0.287877E-01
1,7,9,-0.212142E+00,0.000000E+00,0.158237E-02
2,7,9,-0.191747E+00,0.506190E-02,0.102176E+00
3,7,9,-0.168346E+00,0.513044E-01,0.197465E-01
4,7,9,-0.161679E+00,0.259307E-01,0.905763E-01
5,7,9,-0.133139E+00,0.720429E-02,0.770648E-02
6,7,9,-0.144814E+00,0.504459E-01,0.222362E-01
7,7,9,-0.172293E+00,0.000000E+00,0.000000E+00
8,7,9,-0.149859E+00,0.117461E-01,0.129366E-01
9,7,9,-0.169583E+00,0.567314E-01,0.286333E-01
10,7,9,-0.196595E+00,0.984966E-01,0.259105E-01
11,7,9,-0.202824E+00,0.971232E-01,0.661417E-01
12,7,9,-0.203444E+00,0.583941E-01,0.584311E-01
13,7,9,-0.197817E+00,0.328620E-01,0.384355E-01
14,7,9,-0.193626E+00,0.364315E-01,0.278622E-01
15,7,9,-0.183185E+00,0.179622E-01,0.158902E-01
16,7,9,-0.179230E+00,0.164094E-01,0.123813E-01
17,7,9,-0.198833E+00,0.204009E-01,0.223041E-01
18,7,9,-0.258744E+00,0.101488E+00,0.469861E-01
19,7,9,-0.375804E+00,0.000000E+00,0.947950E-01
20,7,9,-0.535070E+00,0.000000E+00,0.533279E-01
21,7,9,-0.681528E+00,0.000000E+00,0.410319E-01
22,7,9,-0.755221E+00,0.000000E+00,0.361781E-01
23,7,9,-0.719871E+00,0.000000E+00,0.365920E-01
24,7,9,-0.589813E+00,0.000000E+00,0.487893E-01
25,7,9,-0.420652E+00,0.000000E+00,0.880342E-01
26,7,9,-0.305620E+00,0.000000E+00,0.662850E-01
27,7,9,-0.214702E+00,0.488080E-01,0.252374E-01
0,8,9,-0.166729E+00,0.183637E-01,0.481432E-01
1,8,9,-0.151067E+00,0.488332E-01,0.120847E-01
2,8,9,-0.143287E+00,0.132929E-01,0.140905E-01
3,8,9,-0.145524E+00,0.120747E+00,0.433092E-01
4,8,9,-0.131973E+00,0.178982E-01,0.895023E-02
5,8,9,-0.153920E+00,0.000000E+00,0.125365E+00
6,8,9,-0.133854E+00,0.202787E-01,0.781683E-02
7,8,9,-0.182355E+00,0.000000E+00,0.000000E+00
8,8,9,-0.180885E+00,0.332489E-02,0.392360E-01
