x,y,z,water,rho1,rho2
0.000000,0.000000,5.000000,16.66413898,0.00292263,-0.00018728
0.000000,0.161290,0.000000,17.61643252,0.00322131,-0.00021011
0.000000,0.161290,0.161290,17.94981013,0.00330768,-0.00013483
0.000000,0.161290,0.322581,17.97119220,0.00336620,-0.00013709
0.000000,0.161290,0.483871,17.94563341,0.00334827,-0.00014036
0.000000,0.161290,0.645161,18.65243886,0.00362801,-0.00014716
0.000000,0.161290,0.806452,18.67712262,0.00345688,-0.00015349
0.000000,0.161290,0.967742,18.52059641,0.00346559,-0.00015381
0.000000,0.161290,1.129032,18.62822109,0.00353824,-0.00015797
0.000000,0.161290,1.290323,18.59338110,0.00359349,-0.00016047
0.000000,0.161290,1.451613,18.04702609,0.00338759,-0.00016133
0.000000,0.161290,1.612903,18.27146027,0.00344070,-0.00016655
0.000000,0.161290,1.774194,18.20805347,0.00344142,-0.00016857
0.000000,0.161290,1.935484,18.07735836,0.00339531,-0.00017120
0.000000,0.161290,2.096774,18.80357492,0.00367757,-0.00017900
0.000000,0.161290,2.258065,18.89512541,0.00349454,-0.00018762
0.000000,0.161290,2.419355,18.60976875,0.00349928,-0.00018541
0.000000,0.161290,2.580645,18.62822109,0.00354733,-0.00018924
0.000000,0.161290,2.741935,18.59338110,0.00360158,-0.00019152
0.000000,0.161290,2.903226,18.04702609,0.00339520,-0.00019182
0.000000,0.161290,3.064516,18.27146027,0.00344840,-0.00019726
0.000000,0.161290,3.225806,18.20805347,0.00344908,-0.00019885
0.000000,0.161290,3.387097,18.07735836,0.00340280,-0.00020113
0.000000,0.161290,3.548387,18.80357492,0.00368562,-0.00020941
0.000000,0.161290,3.709677,18.89512541,0.00350211,-0.00021856
0.000000,0.161290,3.870968,18.60976875,0.00350677,-0.00021503
0.000000,0.161290,4.032258,18.62822109,0.00355480,-0.00021849
0.000000,0.161290,4.193548,18.59338110,0.00360905,-0.00022012
0.000000,0.161290,4.354839,18.04702609,0.00340209,-0.00021943
0.000000,0.161290,4.516129,18.27146027,0.00345527,-0.00022457
0.000000,0.161290,4.677419,18.20805347,0.00342799,-0.00022642
0.000000,0.161290,4.838710,18.07735836,0.00329581,-0.00022902
0.000000,0.161290,5.000000,16.73836433,0.00295082,-0.00025764
0.000000,0.322581,0.000000,17.65014369,0.00321571,-0.00018564
0.000000,0.322581,0.161290,18.28019812,0.00333257,-0.00013943
0.000000,0.322581,0.322581,18.41141820,0.00351037,-0.00014324
0.000000,0.322581,0.483871,18.35205409,0.00338054,-0.00014763
0.000000,0.322581,0.645161,18.86477353,0.00349875,-0.00015294
0.000000,0.322581,0.806452,18.45462493,0.00348001,-0.00015420
0.000000,0.322581,0.967742,18.24515953,0.00347767,-0.00015529
0.000000,0.322581,1.129032,18.31586064,0.00339805,-0.00016051
0.000000,0.322581,1.290323,18.28236979,0.00342006,-0.00016416
0.000000,0.322581,1.451613,18.02869373,0.00335542,-0.00016509
0.000000,0.322581,1.612903,18.62438795,0.00349028,-0.00017239
0.000000,0.322581,1.774194,18.72525907,0.00363105,-0.00017652
0.000000,0.322581,1.935484,18.53339167,0.00342024,-0.00018157
0.000000,0.322581,2.096774,19.00211953,0.00354503,-0.00018636
0.000000,0.322581,2.258065,18.60671046,0.00351590,-0.00018756
0.000000,0.322581,2.419355,18.26186441,0.00349114,-0.00018722
0.000000,0.322581,2.580645,18.31586064,0.00340473,-0.00019275
0.000000,0.322581,2.741935,18.28236979,0.00342650,-0.00019641
0.000000,0.322581,2.903226,18.02869373,0.00336172,-0.00019676
0.000000,0.322581,3.064516,18.62438795,0.00349681,-0.00020465
0.000000,0.322581,3.225806,18.72525907,0.00363782,-0.00020872
0.000000,0.322581,3.387097,18.53339167,0.00342656,-0.00021381
0.000000,0.322581,3.548387,19.00211953,0.00355154,-0.00021852
0.000000,0.322581,3.709677,18.60671046,0.00352228,-0.00021898
0.000000,0.322581,3.870968,18.26186441,0.00349740,-0.00021762
0.000000,0.322581,4.032258,18.31586064,0.00341075,-0.00022303
0.000000,0.322581,4.193548,18.28236979,0.00343246,-0.00022621
0.000000,0.322581,4.354839,18.02869373,0.00336745,-0.00022555
0.000000,0.322581,4.516129,18.62438795,0.00350266,-0.00023347
0.000000,0.322581,4.677419,18.72525907,0.00362278,-0.00023777
0.000000,0.322581,4.838710,18.53339167,0.00329015,-0.00024318
0.000000,0.322581,5.000000,16.98097386,0.00297683,-0.00032022
0.000000,0.483871,0.000000,18.28829718,0.00341300,-0.00019476
0.000000,0.483871,0.161290,18.54017394,0.00332066,-0.00014659
0.000000,0.483871,0.322581,18.74147728,0.00346794,-0.00014853
0.000000,0.483871,0.483871,18.31783975,0.00344859,-0.00015007
0.000000,0.483871,0.645161,18.46401683,0.00351771,-0.00015351
0.000000,0.483871,0.806452,18.29639214,0.00338927,-0.00015715
0.000000,0.483871,0.967742,18.18249983,0.00338965,-0.00016047
0.000000,0.483871,1.129032,18.27373766,0.00342410,-0.00016349
0.000000,0.483871,1.290323,18.65824825,0.00350256,-0.00016951
0.000000,0.483871,1.451613,18.80612413,0.00364966,-0.00017403
0.000000,0.483871,1.612903,18.96060618,0.00347670,-0.00018308
0.000000,0.483871,1.774194,19.14248638,0.00358535,-0.00018438
0.000000,0.483871,1.935484,18.52306936,0.00350652,-0.00018437
0.000000,0.483871,2.096774,18.62448411,0.00356984,-0.00018799
0.000000,0.483871,2.258065,18.39456407,0.00342783,-0.00019099
0.000000,0.483871,2.419355,18.18601685,0.00339826,-0.00019380
0.000000,0.483871,2.580645,18.27373766,0.00343086,-0.00019672
0.000000,0.483871,2.741935,18.65824825,0.00350940,-0.00020320
0.000000,0.483871,2.903226,18.80612413,0.00365678,-0.00020782
0.000000,0.483871,3.064516,18.96060618,0.00348346,-0.00021777
0.000000,0.483871,3.225806,19.14248638,0.00359229,-0.00021843
0.000000,0.483871,3.387097,18.52306936,0.00351327,-0.00021751
0.000000,0.483871,3.548387,18.62448411,0.00357666,-0.00022084
0.000000,0.483871,3.709677,18.39456407,0.00343430,-0.00022339
0.000000,0.483871,3.870968,18.18601685,0.00340461,-0.00022567
0.000000,0.483871,4.032258,18.27373766,0.00343717,-0.00022803
0.000000,0.483871,4.193548,18.65824825,0.00351577,-0.00023445
0.000000,0.483871,4.354839,18.80612413,0.00366328,-0.00023864
0.000000,0.483871,4.516129,18.96060618,0.00348953,-0.00024885
0.000000,0.483871,4.677419,19.14248638,0.00358266,-0.00024926
0.000000,0.483871,4.838710,18.52306936,0.00338738,-0.00024784
0.000000,0.483871,5.000000,16.84301971,0.00293219,-0.00032889
0.000000,0.645161,0.000000,18.27629083,0.00331211,-0.00019980
0.000000,0.645161,0.161290,18.31622893,0.00334417,-0.00014668
0.000000,0.645161,0.322581,18.29343087,0.00345149,-0.00014916
0.000000,0.645161,0.483871,18.28007974,0.00338156,-0.00015350
0.000000,0.645161,0.645161,18.14227330,0.00339363,-0.00015657
0.000000,0.645161,0.806452,18.20453633,0.00341038,-0.00015942
0.000000,0.645161,0.967742,18.63799325,0.00349657,-0.00016597
0.000000,0.645161,1.129032,18.88155144,0.00367833,-0.00017099
0.000000,0.645161,1.290323,18.96459401,0.00347809,-0.00017973
0.000000,0.645161,1.451613,19.16072275,0.00359226,-0.00018124
0.000000,0.645161,1.612903,18.69670840,0.00354511,-0.00018244
0.000000,0.645161,1.774194,18.64222700,0.00357688,-0.00018517
0.000000,0.645161,1.935484,18.40445178,0.00343174,-0.00018830
0.000000,0.645161,2.096774,18.31946046,0.00343937,-0.00019201
0.000000,0.645161,2.258065,18.28356042,0.00343460,-0.00019437
0.000000,0.645161,2.419355,18.66217249,0.00351088,-0.00020098
0.000000,0.645161,2.580645,18.88155144,0.00368609,-0.00020616
0.000000,0.645161,2.741935,18.96459401,0.00348514,-0.00021589
0.000000,0.645161,2.903226,19.16072275,0.00359953,-0.00021687
0.000000,0.645161,3.064516,18.69670840,0.00355226,-0.00021744
0.000000,0.645161,3.225806,18.64222700,0.00358407,-0.00021980
0.000000,0.645161,3.387097,18.40445178,0.00343859,-0.00022258
0.000000,0.645161,3.548387,18.31946046,0.00344619,-0.00022599
0.000000,0.645161,3.709677,18.28356042,0.00344134,-0.00022778
0.000000,0.645161,3.870968,18.66217249,0.00351770,-0.00023447
0.000000,0.645161,4.032258,18.88155144,0.00369315,-0.00023940
0.000000,0.645161,4.193548,18.96459401,0.00349171,-0.00024953
0.000000,0.645161,4.354839,19.16072275,0.00360619,-0.00024946
0.000000,0.645161,4.516129,18.69670840,0.00355871,-0.00024889
0.000000,0.645161,4.677419,18.64222700,0.00356627,-0.00025126
0.000000,0.645161,4.838710,18.40445178,0.00334312,-0.00025407
0.000000,0.645161,5.000000,16.82123297,0.00293518,-0.00033819
0.000000,0.806452,0.000000,18.02640763,0.00335480,-0.00020157
0.000000,0.806452,0.161290,18.09514928,0.00326897,-0.00014875
0.000000,0.806452,0.322581,17.99642321,0.00334991,-0.00015181
0.000000,0.806452,0.483871,18.16426816,0.00339554,-0.00015548
0.000000,0.806452,0.645161,18.47786056,0.00344781,-0.00016141
0.000000,0.806452,0.806452,18.81615599,0.00366190,-0.00016687
0.000000,0.806452,0.967742,18.95857939,0.00347479,-0.00017594
0.000000,0.806452,1.129032,19.16072275,0.00359142,-0.00017761
0.000000,0.806452,1.290323,18.69670840,0.00354440,-0.00017896
0.000000,0.806452,1.451613,18.64222700,0.00357619,-0.00018182
0.000000,0.806452,1.612903,18.40445178,0.00343110,-0.00018507
0.000000,0.806452,1.774194,18.31946046,0.00343876,-0.00018892
0.000000,0.806452,1.935484,18.28356042,0.00343402,-0.00019145
0.000000,0.806452,2.096774,18.66217249,0.00351032,-0.00019817
0.000000,0.806452,2.258065,18.88155144,0.00368554,-0.00020350
0.000000,0.806452,2.419355,18.96459401,0.00348465,-0.00021335
0.000000,0.806452,2.580645,19.16072275,0.00359907,-0.00021457
0.000000,0.806452,2.741935,18.69670840,0.00355185,-0.00021539
0.000000,0.806452,2.903226,18.64222700,0.00358370,-0.00021798
0.000000,0.806452,3.064516,18.40445178,0.00343828,-0.00022101
0.000000,0.806452,3.225806,18.31946046,0.00344594,-0.00022468
0.000000,0.806452,3.387097,18.28356042,0.00344114,-0.00022674
0.000000,0.806452,3.548387,18.66217249,0.00351755,-0.00023370
0.000000,0.806452,3.709677,18.88155144,0.00369306,-0.00023893
0.000000,0.806452,3.870968,18.96459401,0.00349169,-0.00024936
0.000000,0.806452,4.032258,19.16072275,0.00360623,-0.00024963
0.000000,0.806452,4.193548,18.69670840,0.00355883,-0.00024940
0.000000,0.806452,4.354839,18.64222700,0.00359060,-0.00025118
0.000000,0.806452,4.516129,18.40445178,0.00344479,-0.00025341
0.000000,0.806452,4.677419,18.31946046,0.00343133,-0.00025729
0.000000,0.806452,4.838710,18.28356042,0.00332245,-0.00025929
0.000000,0.806452,5.000000,16.79696188,0.00293583,-0.00034768
0.000000,0.967742,0.000000,17.80123439,0.00324044,-0.00020553
0.000000,0.967742,0.161290,18.02398699,0.00330495,-0.00015107
0.000000,0.967742,0.322581,18.31128228,0.00338587,-0.00015646
0.000000,0.967742,0.483871,18.70723498,0.00362657,-0.00016230
0.000000,0.967742,0.645161,18.74087851,0.00344447,-0.00016956
0.000000,0.967742,0.806452,19.01351929,0.00355006,-0.00017282
0.000000,0.967742,0.967742,18.69181004,0.00354045,-0.00017504
0.000000,0.967742,1.129032,18.64222700,0.00357531,-0.00017803
0.000000,0.967742,1.290323,18.40445178,0.00343036,-0.00018139
0.000000,0.967742,1.451613,18.31946046,0.00343804,-0.00018535
0.000000,0.967742,1.612903,18.28356042,0.00343332,-0.00018802
0.000000,0.967742,1.774194,18.66217249,0.00350963,-0.00019483
0.000000,0.967742,1.935484,18.88155144,0.00368485,-0.00020029
0.000000,0.967742,2.096774,18.96459401,0.00348403,-0.00021021
0.000000,0.967742,2.258065,19.16072275,0.00359846,-0.00021164
0.000000,0.967742,2.419355,18.69670840,0.00355130,-0.00021270
0.000000,0.967742,2.580645,18.64222700,0.00358318,-0.00021551
0.000000,0.967742,2.741935,18.40445178,0.00343783,-0.00021876
0.000000,0.967742,2.903226,18.31946046,0.00344552,-0.00022266
0.000000,0.967742,3.064516,18.28356042,0.00344078,-0.00022498
0.000000,0.967742,3.225806,18.66217249,0.00351723,-0.00023217
0.000000,0.967742,3.387097,18.88155144,0.00369278,-0.00023767
0.000000,0.967742,3.548387,18.96459401,0.00349148,-0.00024837
0.000000,0.967742,3.709677,19.16072275,0.00360609,-0.00024896
0.000000,0.967742,3.870968,18.69670840,0.00355875,-0.00024906
0.000000,0.967742,4.032258,18.64222700,0.00359059,-0.00025118
0.000000,0.967742,4.193548,18.40445178,0.00344484,-0.00025376
0.000000,0.967742,4.354839,18.31946046,0.00345242,-0.00025703
0.000000,0.967742,4.516129,18.28356042,0.00344754,-0.00025840
0.000000,0.967742,4.677419,18.66217249,0.00350744,-0.00026634
0.000000,0.967742,4.838710,18.88155144,0.00348008,-0.00027229
0.000000,0.967742,5.000000,16.90637219,0.00293248,-0.00036110
0.000000,1.129032,0.000000,18.13064818,0.00330175,-0.00021202
0.000000,1.129032,0.161290,18.52730532,0.00347646,-0.00015757
0.000000,1.129032,0.322581,18.58174672,0.00339270,-0.00016434
0.000000,1.129032,0.483871,18.98351422,0.00353622,-0.00016835
0.000000,1.129032,0.645161,18.50473106,0.00350097,-0.00016964
0.000000,1.129032,0.806452,18.48216133,0.00353009,-0.00017264
0.000000,1.129032,0.967742,18.36559002,0.00341790,-0.00017710
0.000000,1.129032,1.129032,18.31946046,0.00343675,-0.00018134
0.000000,1.129032,1.290323,18.28356042,0.00343254,-0.00018414
0.000000,1.129032,1.451613,18.66217249,0.00350886,-0.00019100
0.000000,1.129032,1.612903,18.88155144,0.00368406,-0.00019655
0.000000,1.129032,1.774194,18.96459401,0.00348331,-0.00020650
0.000000,1.129032,1.935484,19.16072275,0.00359775,-0.00020813
0.000000,1.129032,2.096774,18.69670840,0.00355063,-0.00020940
0.000000,1.129032,2.258065,18.64222700,0.00358254,-0.00021241
0.000000,1.129032,2.419355,18.40445178,0.00343725,-0.00021586
0.000000,1.129032,2.580645,18.31946046,0.00344499,-0.00021997
0.000000,1.129032,2.741935,18.28356042,0.00344029,-0.00022252
0.000000,1.129032,2.903226,18.66217249,0.00351678,-0.00022991
0.000000,1.129032,3.064516,18.88155144,0.00369236,-0.00023565
0.000000,1.129032,3.225806,18.96459401,0.00349114,-0.00024657
0.000000,1.129032,3.387097,19.16072275,0.00360579,-0.00024747
0.000000,1.129032,3.548387,18.69670840,0.00355852,-0.00024789
0.000000,1.129032,3.709677,18.64222700,0.00359042,-0.00025033
0.000000,1.129032,3.870968,18.40445178,0.00344475,-0.00025324
0.000000,1.129032,4.032258,18.31946046,0.00345240,-0.00025685
0.000000,1.129032,4.193548,18.28356042,0.00344759,-0.00025858
0.000000,1.129032,4.354839,18.66217249,0.00352410,-0.00026586
0.000000,1.129032,4.516129,18.88155144,0.00369992,-0.00027113
0.000000,1.129032,4.677419,18.96459401,0.00347345,-0.00028337
0.000000,1.129032,4.838710,19.16072275,0.00349402,-0.00028404
0.000000,1.129032,5.000000,16.87123947,0.00295701,-0.00036954
0.000000,1.290323,0.000000,18.24890736,0.00329606,-0.00022060
0.000000,1.290323,0.161290,18.73383819,0.00334853,-0.00016248
0.000000,1.290323,0.322581,18.32610349,0.00343924,-0.00016410
0.000000,1.290323,0.483871,18.45649084,0.00351935,-0.00016803
0.000000,1.290323,0.645161,18.28993481,0.00338985,-0.00017230
0.000000,1.290323,0.806452,18.16580944,0.00340439,-0.00017594
0.000000,1.290323,0.967742,18.26728832,0.00342506,-0.00017977
0.000000,1.290323,1.129032,18.66217249,0.00350770,-0.00018671
0.000000,1.290323,1.290323,18.88155144,0.00368316,-0.00019233
0.000000,1.290323,1.451613,18.96459401,0.00348249,-0.00020227
0.000000,1.290323,1.612903,19.16072275,0.00359692,-0.00020408
0.000000,1.290323,1.774194,18.69670840,0.00354983,-0.00020554
0.000000,1.290323,1.935484,18.64222700,0.00358176,-0.00020872
0.000000,1.290323,2.096774,18.40445178,0.00343655,-0.00021234
0.000000,1.290323,2.258065,18.31946046,0.00344431,-0.00021663
0.000000,1.290323,2.419355,18.28356042,0.00343965,-0.00021939
0.000000,1.290323,2.580645,18.66217249,0.00351617,-0.00022695
0.000000,1.290323,2.741935,18.88155144,0.00369177,-0.00023289
0.000000,1.290323,2.903226,18.96459401,0.00349063,-0.00024398
0.000000,1.290323,3.064516,19.16072275,0.00360531,-0.00024517
0.000000,1.290323,3.225806,18.69670840,0.00355810,-0.00024590
0.000000,1.290323,3.387097,18.64222700,0.00359006,-0.00024865
0.000000,1.290323,3.548387,18.40445178,0.00344446,-0.00025186
0.000000,1.290323,3.709677,18.31946046,0.00345217,-0.00025579
0.000000,1.290323,3.870968,18.28356042,0.00344744,-0.00025787
0.000000,1.290323,4.032258,18.66217249,0.00352402,-0.00026549
0.000000,1.290323,4.193548,18.88155144,0.00369991,-0.00027113
0.000000,1.290323,4.354839,18.96459401,0.00349818,-0.00028263
0.000000,1.290323,4.516129,19.16072275,0.00361299,-0.00028258
0.000000,1.290323,4.677419,18.69670840,0.00354267,-0.00028311
0.000000,1.290323,4.838710,18.64222700,0.00346528,-0.00028593
0.000000,1.290323,5.000000,16.86125464,0.00295340,-0.00037988
0.000000,1.451613,0.000000,18.07665565,0.00330560,-0.00022147
0.000000,1.451613,0.161290,18.25653931,0.00338418,-0.00016274
0.000000,1.451613,0.322581,18.12359338,0.00333853,-0.00016632
0.000000,1.451613,0.483871,18.10568657,0.00338466,-0.00017092
0.000000,1.451613,0.645161,18.19282091,0.00340798,-0.00017442
0.000000,1.451613,0.806452,18.48372268,0.00345446,-0.00018105
0.000000,1.451613,0.967742,18.86940034,0.00367655,-0.00018764
0.000000,1.451613,1.129032,18.96459401,0.00348136,-0.00019757
0.000000,1.451613,1.290323,19.16072275,0.00359599,-0.00019954
0.000000,1.451613,1.451613,18.69670840,0.00354894,-0.00020116
0.000000,1.451613,1.612903,18.64222700,0.00358089,-0.00020448
0.000000,1.451613,1.774194,18.40445178,0.00343573,-0.00020826
0.000000,1.451613,1.935484,18.31946046,0.00344352,-0.00021269
0.000000,1.451613,2.096774,18.28356042,0.00343890,-0.00021564
0.000000,1.451613,2.258065,18.66217249,0.00351543,-0.00022332
0.000000,1.451613,2.419355,18.88155144,0.00369104,-0.00022943
0.000000,1.451613,2.580645,18.96459401,0.00348998,-0.00024064
0.000000,1.451613,2.741935,19.16072275,0.00360469,-0.00024211
0.000000,1.451613,2.903226,18.69670840,0.00355754,-0.00024313
0.000000,1.451613,3.064516,18.64222700,0.00358955,-0.00024615
0.000000,1.451613,3.225806,18.40445178,0.00344403,-0.00024965
0.000000,1.451613,3.387097,18.31946046,0.00345180,-0.00025388
0.000000,1.451613,3.548387,18.28356042,0.00344712,-0.00025627
0.000000,1.451613,3.709677,18.66217249,0.00352377,-0.00026421
0.000000,1.451613,3.870968,18.88155144,0.00369972,-0.00027018
0.000000,1.451613,4.032258,18.96459401,0.00349807,-0.00028203
0.000000,1.451613,4.193548,19.16072275,0.00361295,-0.00028237
0.000000,1.451613,4.354839,18.69670840,0.00356554,-0.00028215
0.000000,1.451613,4.516129,18.64222700,0.00359749,-0.00028420
0.000000,1.451613,4.677419,18.40445178,0.00343410,-0.00028795
0.000000,1.451613,4.838710,18.31946046,0.00334314,-0.00029250
0.000000,1.451613,5.000000,16.82515758,0.00293251,-0.00039055
0.000000,1.612903,0.000000,17.87570219,0.00323673,-0.00022439
0.000000,1.612903,0.161290,17.98551093,0.00328199,-0.00016544
0.000000,1.612903,0.322581,18.04206156,0.00336045,-0.00016864
0.000000,1.612903,0.483871,18.46665636,0.00344496,-0.00017598
0.000000,1.612903,0.645161,18.72599471,0.00363792,-0.00018178
0.000000,1.612903,0.806452,18.74578972,0.00345073,-0.00018996
0.000000,1.612903,0.967742,19.06891041,0.00356838,-0.00019404
0.000000,1.612903,1.129032,18.69670840,0.00354683,-0.00019632
0.000000,1.612903,1.290323,18.64222700,0.00357990,-0.00019976
0.000000,1.612903,1.451613,18.40445178,0.00343481,-0.00020365
0.000000,1.612903,1.612903,18.31946046,0.00344262,-0.00020820
0.000000,1.612903,1.774194,18.28356042,0.00343802,-0.00021131
0.000000,1.612903,1.935484,18.66217249,0.00351456,-0.00021908
0.000000,1.612903,2.096774,18.88155144,0.00369016,-0.00022532
0.000000,1.612903,2.258065,18.96459401,0.00348918,-0.00023660
0.000000,1.612903,2.419355,19.16072275,0.00360391,-0.00023832
0.000000,1.612903,2.580645,18.69670840,0.00355681,-0.00023960
0.000000,1.612903,2.741935,18.64222700,0.00358886,-0.00024287
0.000000,1.612903,2.903226,18.40445178,0.00344342,-0.00024663
0.000000,1.612903,3.064516,18.31946046,0.00345124,-0.00025112
0.000000,1.612903,3.225806,18.28356042,0.00344662,-0.00025382
0.000000,1.612903,3.387097,18.66217249,0.00352331,-0.00026202
0.000000,1.612903,3.548387,18.88155144,0.00369931,-0.00026830
0.000000,1.612903,3.709677,18.96459401,0.00349776,-0.00028045
0.000000,1.612903,3.870968,19.16072275,0.00361270,-0.00028118
0.000000,1.612903,4.032258,18.69670840,0.00356537,-0.00028135
0.000000,1.612903,4.193548,18.64222700,0.00359740,-0.00028379
0.000000,1.612903,4.354839,18.40445178,0.00345146,-0.00028674
0.000000,1.612903,4.516129,18.31946046,0.00345917,-0.00029045
0.000000,1.612903,4.677419,18.28356042,0.00342882,-0.00029330
0.000000,1.612903,4.838710,18.66217249,0.00341688,-0.00030245
0.000000,1.612903,5.000000,16.80777664,0.00293773,-0.00040113
0.000000,1.774194,0.000000,17.83553367,0.00327982,-0.00022752
0.000000,1.774194,0.161290,18.29955161,0.00333867,-0.00017015
0.000000,1.774194,0.322581,18.53961485,0.00355644,-0.00017562
0.000000,1.774194,0.483871,18.72887262,0.00344263,-0.00018448
0.000000,1.774194,0.645161,18.99612684,0.00354604,-0.00018828
0.000000,1.774194,0.806452,18.54388725,0.00351695,-0.00019000
0.000000,1.774194,0.967742,18.62517418,0.00357174,-0.00019453
0.000000,1.774194,1.129032,18.40445178,0.00343351,-0.00019858
0.000000,1.774194,1.290323,18.31946046,0.00344162,-0.00020322
0.000000,1.774194,1.451613,18.28356042,0.00343705,-0.00020647
0.000000,1.774194,1.612903,18.66217249,0.00351359,-0.00021427
0.000000,1.774194,1.774194,18.88155144,0.00368917,-0.00022061
0.000000,1.774194,1.935484,18.96459401,0.00348827,-0.00023190
0.000000,1.774194,2.096774,19.16072275,0.00360301,-0.00023385
0.000000,1.774194,2.258065,18.69670840,0.00355595,-0.00023538
0.000000,1.774194,2.419355,18.64222700,0.00358804,-0.00023887
0.000000,1.774194,2.580645,18.40445178,0.00344266,-0.00024286
0.000000,1.774194,2.741935,18.31946046,0.00345053,-0.00024758
0.000000,1.774194,2.903226,18.28356042,0.00344596,-0.00025055
0.000000,1.774194,3.064516,18.66217249,0.00352270,-0.00025897
0.000000,1.774194,3.225806,18.88155144,0.00369872,-0.00026552
0.000000,1.774194,3.387097,18.96459401,0.00349727,-0.00027791
0.000000,1.774194,3.548387,19.16072275,0.00361226,-0.00027900
0.000000,1.774194,3.709677,18.69670840,0.00356501,-0.00027955
0.000000,1.774194,3.870968,18.64222700,0.00359711,-0.00028237
0.000000,1.774194,4.032258,18.40445178,0.00345126,-0.00028570
0.000000,1.774194,4.193548,18.31946046,0.00345905,-0.00028982
0.000000,1.774194,4.354839,18.28356042,0.00345432,-0.00029182
0.000000,1.774194,4.516129,18.66217249,0.00353111,-0.00030006
0.000000,1.774194,4.677419,18.88155144,0.00368233,-0.00030738
0.000000,1.774194,4.838710,18.96459401,0.00335366,-0.00032141
0.000000,1.774194,5.000000,17.12270738,0.00302078,-0.00041651
0.000000,1.935484,0.000000,18.33486628,0.00343574,-0.00023681
0.000000,1.935484,0.161290,18.54205022,0.00332544,-0.00017823
0.000000,1.935484,0.322581,18.75626642,0.00348046,-0.00018091
0.000000,1.935484,0.483871,18.46519909,0.00349007,-0.00018404
0.000000,1.935484,0.645161,18.47858703,0.00353103,-0.00018774
0.000000,1.935484,0.806452,18.30622708,0.00340064,-0.00019257
0.000000,1.935484,0.967742,18.31591763,0.00343851,-0.00019778
0.000000,1.935484,1.129032,18.28356042,0.00343591,-0.00020115
0.000000,1.935484,1.290323,18.66217249,0.00351250,-0.00020896
0.000000,1.935484,1.451613,18.88155144,0.00368805,-0.00021536
0.000000,1.935484,1.612903,18.96459401,0.00348723,-0.00022662
0.000000,1.935484,1.774194,19.16072275,0.00360196,-0.00022876
0.000000,1.935484,1.935484,18.69670840,0.00355494,-0.00023051
0.000000,1.935484,2.096774,18.64222700,0.00358706,-0.00023419
0.000000,1.935484,2.258065,18.40445178,0.00344176,-0.00023837
0.000000,1.935484,2.419355,18.31946046,0.00344967,-0.00024329
0.000000,1.935484,2.580645,18.28356042,0.00344513,-0.00024650
0.000000,1.935484,2.741935,18.66217249,0.00352190,-0.00025510
0.000000,1.935484,2.903226,18.88155144,0.00369794,-0.00026188
0.000000,1.935484,3.064516,18.96459401,0.00349658,-0.00027444
0.000000,1.935484,3.225806,19.16072275,0.00361161,-0.00027588
0.000000,1.935484,3.387097,18.69670840,0.00356444,-0.00027679
0.000000,1.935484,3.548387,18.64222700,0.00359660,-0.00027996
0.000000,1.935484,3.709677,18.40445178,0.00345084,-0.00028365
0.000000,1.935484,3.870968,18.31946046,0.00345870,-0.00028814
0.000000,1.935484,4.032258,18.28356042,0.00345405,-0.00029054
