x,y,z,water,rho1,rho2
0.806452,1.612903,4.516129,21.18019474,0.00527980,-0.00042200
0.806452,1.612903,4.677419,21.17933944,0.00536120,-0.00043717
0.806452,1.612903,4.838710,23.06725299,0.00434750,-0.00048370
0.806452,1.612903,5.000000,17.64604171,0.00336679,-0.00068668
0.806452,1.774194,0.000000,19.91411069,0.00447565,-0.00039831
0.806452,1.774194,0.161290,21.84131989,0.00411974,-0.00025428
0.806452,1.774194,0.322581,20.44731819,0.00470273,-0.00024235
0.806452,1.774194,0.483871,19.74299906,0.00463880,-0.00024862
0.806452,1.774194,0.645161,21.33043466,0.00463922,-0.00026158
0.806452,1.774194,0.806452,20.27427090,0.00482936,-0.00026185
0.806452,1.774194,0.967742,21.46243307,0.00494666,-0.00029054
0.806452,1.774194,1.129032,20.96574440,0.00445257,-0.00027943
0.806452,1.774194,1.290323,21.18019474,0.00526298,-0.00028679
0.806452,1.774194,1.451613,21.17933944,0.00539015,-0.00030035
0.806452,1.774194,1.612903,23.06725299,0.00469418,-0.00033606
0.806452,1.774194,1.774194,21.28086450,0.00510988,-0.00031380
0.806452,1.774194,1.935484,20.06640695,0.00476525,-0.00031602
0.806452,1.774194,2.096774,21.71430903,0.00477786,-0.00033286
0.806452,1.774194,2.258065,21.00956134,0.00511219,-0.00033334
0.806452,1.774194,2.419355,21.50201291,0.00497708,-0.00036226
0.806452,1.774194,2.580645,20.96574440,0.00446049,-0.00034690
0.806452,1.774194,2.741935,21.18019474,0.00527143,-0.00035467
0.806452,1.774194,2.903226,21.17933944,0.00539884,-0.00036997
0.806452,1.774194,3.064516,23.06725299,0.00470177,-0.00041226
0.806452,1.774194,3.225806,21.28086450,0.00511814,-0.00038331
0.806452,1.774194,3.387097,20.06640695,0.00477295,-0.00038434
0.806452,1.774194,3.548387,21.71430903,0.00478556,-0.00040298
0.806452,1.774194,3.709677,21.00956134,0.00512040,-0.00040167
0.806452,1.774194,3.870968,21.50201291,0.00498502,-0.00043440
0.806452,1.774194,4.032258,20.96574440,0.00446754,-0.00041390
0.806452,1.774194,4.193548,21.18019474,0.00527967,-0.00042099
0.806452,1.774194,4.354839,21.17933944,0.00540718,-0.00043682
0.806452,1.774194,4.516129,23.06725299,0.00470891,-0.00048410
0.806452,1.774194,4.677419,21.28086450,0.00511096,-0.00044758
0.806452,1.774194,4.838710,20.06640695,0.00414073,-0.00044619
0.806452,1.774194,5.000000,17.11615131,0.00300869,-0.00069845
0.806452,1.935484,0.000000,19.40793691,0.00397610,-0.00039807
0.806452,1.935484,0.161290,19.46991204,0.00417303,-0.00023792
0.806452,1.935484,0.322581,20.92074334,0.00447293,-0.00025069
0.806452,1.935484,0.483871,20.21938632,0.00479751,-0.00025343
0.806452,1.935484,0.645161,21.08382055,0.00483513,-0.00027852
0.806452,1.935484,0.806452,20.76801987,0.00439511,-0.00026898
0.806452,1.935484,0.967742,21.12740263,0.00524059,-0.00027825
0.806452,1.935484,1.129032,21.17933944,0.00538822,-0.00029208
0.806452,1.935484,1.290323,23.06725299,0.00469330,-0.00032714
0.806452,1.935484,1.451613,21.28086450,0.00510893,-0.00030579
0.806452,1.935484,1.612903,20.06640695,0.00476438,-0.00030829
0.806452,1.935484,1.774194,21.71430903,0.00477700,-0.00032508
0.806452,1.935484,1.935484,21.00956134,0.00511130,-0.00032592
0.806452,1.935484,2.096774,21.50201291,0.00497624,-0.00035461
0.806452,1.935484,2.258065,20.96574440,0.00445976,-0.00033998
0.806452,1.935484,2.419355,21.18019474,0.00527060,-0.00034803
0.806452,1.935484,2.580645,21.17933944,0.00539803,-0.00036350
0.806452,1.935484,2.741935,23.06725299,0.00470110,-0.00040558
0.806452,1.935484,2.903226,21.28086450,0.00511746,-0.00037760
0.806452,1.935484,3.064516,20.06640695,0.00477236,-0.00037913
0.806452,1.935484,3.225806,21.71430903,0.00478502,-0.00039808
0.806452,1.935484,3.387097,21.00956134,0.00511988,-0.00039734
0.806452,1.935484,3.548387,21.50201291,0.00498458,-0.00043035
0.806452,1.935484,3.709677,20.96574440,0.00446720,-0.00041065
0.806452,1.935484,3.870968,21.18019474,0.00527934,-0.00041832
0.806452,1.935484,4.032258,21.17933944,0.00540691,-0.00043473
0.806452,1.935484,4.193548,23.06725299,0.00470876,-0.00048253
0.806452,1.935484,4.354839,21.28086450,0.00512569,-0.00044685
0.806452,1.935484,4.516129,20.06640695,0.00477992,-0.00044619
0.806452,1.935484,4.677419,21.71430903,0.00475135,-0.00046584
0.806452,1.935484,4.838710,21.00956134,0.00461489,-0.00046228
0.806452,1.935484,5.000000,17.10936150,0.00302533,-0.00072063
0.806452,2.096774,0.000000,20.25118617,0.00417561,-0.00041484
0.806452,2.096774,0.161290,19.86122729,0.00420106,-0.00024138
0.806452,2.096774,0.322581,20.55911585,0.00468361,-0.00026347
0.806452,2.096774,0.483871,20.60334022,0.00433147,-0.00025934
0.806452,2.096774,0.645161,20.57851131,0.00500619,-0.00026609
0.806452,2.096774,0.806452,21.00162230,0.00529722,-0.00028176
0.806452,2.096774,0.967742,23.05015339,0.00468416,-0.00031743
0.806452,2.096774,1.129032,21.28086450,0.00510755,-0.00029709
0.806452,2.096774,1.290323,20.06640695,0.00476342,-0.00029982
0.806452,2.096774,1.451613,21.71430903,0.00477606,-0.00031648
0.806452,2.096774,1.612903,21.00956134,0.00511030,-0.00031764
0.806452,2.096774,1.774194,21.50201291,0.00497529,-0.00034598
0.806452,2.096774,1.935484,20.96574440,0.00445893,-0.00033208
0.806452,2.096774,2.096774,21.18019474,0.00526964,-0.00034034
0.806452,2.096774,2.258065,21.17933944,0.00539708,-0.00035590
0.806452,2.096774,2.419355,23.06725299,0.00470031,-0.00039759
0.806452,2.096774,2.580645,21.28086450,0.00511664,-0.00037064
0.806452,2.096774,2.741935,20.06640695,0.00477163,-0.00037263
0.806452,2.096774,2.903226,21.71430903,0.00478433,-0.00039177
0.806452,2.096774,3.064516,21.00956134,0.00511919,-0.00039159
0.806452,2.096774,3.225806,21.50201291,0.00498396,-0.00042471
0.806452,2.096774,3.387097,20.96574440,0.00446670,-0.00040585
0.806452,2.096774,3.548387,21.18019474,0.00527881,-0.00041404
0.806452,2.096774,3.709677,21.17933944,0.00540644,-0.00043093
0.806452,2.096774,3.870968,23.06725299,0.00470841,-0.00047905
0.806452,2.096774,4.032258,21.28086450,0.00512539,-0.00044432
0.806452,2.096774,4.193548,20.06640695,0.00477972,-0.00044437
0.806452,2.096774,4.354839,21.71430903,0.00479234,-0.00046468
0.806452,2.096774,4.516129,21.00956134,0.00512763,-0.00046189
0.806452,2.096774,4.677419,21.50201291,0.00494955,-0.00049811
0.806452,2.096774,4.838710,20.96574440,0.00414780,-0.00047319
0.806452,2.096774,5.000000,16.96515750,0.00317668,-0.00073267
0.806452,2.258065,0.000000,20.06537397,0.00420911,-0.00043566
0.806452,2.258065,0.161290,20.25272170,0.00386458,-0.00024806
0.806452,2.258065,0.322581,20.33681364,0.00480355,-0.00025508
0.806452,2.258065,0.483871,20.77913771,0.00520510,-0.00027093
0.806452,2.258065,0.645161,22.60440584,0.00463581,-0.00029973
0.806452,2.258065,0.806452,20.80297241,0.00492257,-0.00028446
0.806452,2.258065,0.967742,20.05047087,0.00475075,-0.00029063
0.806452,2.258065,1.129032,21.71430903,0.00477466,-0.00030717
0.806452,2.258065,1.290323,21.00956134,0.00510922,-0.00030861
0.806452,2.258065,1.451613,21.50201291,0.00497425,-0.00033650
0.806452,2.258065,1.612903,20.96574440,0.00445801,-0.00032333
0.806452,2.258065,1.774194,21.18019474,0.00526857,-0.00033173
0.806452,2.258065,1.935484,21.17933944,0.00539601,-0.00034730
0.806452,2.258065,2.096774,23.06725299,0.00469940,-0.00038843
0.806452,2.258065,2.258065,21.28086450,0.00511567,-0.00036254
0.806452,2.258065,2.419355,20.06640695,0.00477076,-0.00036493
0.806452,2.258065,2.580645,21.71430903,0.00478349,-0.00038417
0.806452,2.258065,2.741935,21.00956134,0.00511833,-0.00038449
0.806452,2.258065,2.903226,21.50201291,0.00498317,-0.00041758
0.806452,2.258065,3.064516,20.96574440,0.00446604,-0.00039959
0.806452,2.258065,3.225806,21.18019474,0.00527809,-0.00040823
0.806452,2.258065,3.387097,21.17933944,0.00540576,-0.00042549
0.806452,2.258065,3.548387,23.06725299,0.00470788,-0.00047370
0.806452,2.258065,3.709677,21.28086450,0.00512488,-0.00044002
0.806452,2.258065,3.870968,20.06640695,0.00477931,-0.00044075
0.806452,2.258065,4.032258,21.71430903,0.00479200,-0.00046163
0.806452,2.258065,4.193548,21.00956134,0.00512735,-0.00045960
0.806452,2.258065,4.354839,21.50201291,0.00499185,-0.00049644
0.806452,2.258065,4.516129,20.96574440,0.00447370,-0.00047239
0.806452,2.258065,4.677419,21.18019474,0.00527171,-0.00047983
0.806452,2.258065,4.838710,21.17933944,0.00447674,-0.00049716
0.806452,2.258065,5.000000,17.24949125,0.00301823,-0.00076866
0.806452,2.419355,0.000000,19.93008130,0.00426311,-0.00042515
0.806452,2.419355,0.161290,20.29032491,0.00460995,-0.00025775
0.806452,2.419355,0.322581,21.91287830,0.00440173,-0.00028474
0.806452,2.419355,0.483871,20.74439472,0.00488777,-0.00027451
0.806452,2.419355,0.645161,19.80768278,0.00466997,-0.00027882
0.806452,2.419355,0.806452,21.36977108,0.00466367,-0.00029331
0.806452,2.419355,0.967742,20.92500092,0.00507478,-0.00029830
0.806452,2.419355,1.129032,21.50201291,0.00497175,-0.00032627
0.806452,2.419355,1.290323,20.96574440,0.00445700,-0.00031382
0.806452,2.419355,1.451613,21.18019474,0.00526740,-0.00032231
0.806452,2.419355,1.612903,21.17933944,0.00539483,-0.00033780
0.806452,2.419355,1.774194,23.06725299,0.00469838,-0.00037823
0.806452,2.419355,1.935484,21.28086450,0.00511459,-0.00035341
0.806452,2.419355,2.096774,20.06640695,0.00476978,-0.00035616
0.806452,2.419355,2.258065,21.71430903,0.00478253,-0.00037539
0.806452,2.419355,2.419355,21.00956134,0.00511734,-0.00037618
0.806452,2.419355,2.580645,21.50201291,0.00498224,-0.00040907
0.806452,2.419355,2.741935,20.96574440,0.00446523,-0.00039195
0.806452,2.419355,2.903226,21.18019474,0.00527718,-0.00040097
0.806452,2.419355,3.064516,21.17933944,0.00540489,-0.00041850
0.806452,2.419355,3.225806,23.06725299,0.00470717,-0.00046659
0.806452,2.419355,3.387097,21.28086450,0.00512417,-0.00043404
0.806452,2.419355,3.548387,20.06640695,0.00477871,-0.00043541
0.806452,2.419355,3.709677,21.71430903,0.00479146,-0.00045673
0.806452,2.419355,3.870968,21.00956134,0.00512685,-0.00045543
0.806452,2.419355,4.032258,21.50201291,0.00499144,-0.00049272
0.806452,2.419355,4.193548,20.96574440,0.00447341,-0.00046961
0.806452,2.419355,4.354839,21.18019474,0.00528674,-0.00047780
0.806452,2.419355,4.516129,21.17933944,0.00541454,-0.00049588
0.806452,2.419355,4.677419,23.06725299,0.00467498,-0.00054966
0.806452,2.419355,4.838710,21.28086450,0.00478103,-0.00050827
0.806452,2.419355,5.000000,17.03646605,0.00304397,-0.00077852
0.806452,2.580645,0.000000,21.07520110,0.00410519,-0.00046556
0.806452,2.580645,0.161290,20.38887592,0.00414369,-0.00026088
0.806452,2.580645,0.322581,19.49114293,0.00454301,-0.00026571
0.806452,2.580645,0.483871,21.26946828,0.00461849,-0.00028247
0.806452,2.580645,0.645161,20.24143446,0.00481392,-0.00028346
0.806452,2.580645,0.806452,21.13650377,0.00485826,-0.00031205
0.806452,2.580645,0.967742,20.93178804,0.00443948,-0.00030350
0.806452,2.580645,1.129032,21.18019474,0.00526535,-0.00031221
0.806452,2.580645,1.290323,21.17933944,0.00539355,-0.00032753
0.806452,2.580645,1.451613,23.06725299,0.00469727,-0.00036711
0.806452,2.580645,1.612903,21.28086450,0.00511340,-0.00034340
0.806452,2.580645,1.774194,20.06640695,0.00476868,-0.00034645
0.806452,2.580645,1.935484,21.71430903,0.00478145,-0.00036557
0.806452,2.580645,2.096774,21.00956134,0.00511621,-0.00036676
0.806452,2.580645,2.258065,21.50201291,0.00498116,-0.00039931
0.806452,2.580645,2.419355,20.96574440,0.00446430,-0.00038308
0.806452,2.580645,2.580645,21.18019474,0.00527612,-0.00039240
0.806452,2.580645,2.741935,21.17933944,0.00540384,-0.00041009
0.806452,2.580645,2.903226,23.06725299,0.00470630,-0.00045783
0.806452,2.580645,3.064516,21.28086450,0.00512327,-0.00042649
0.806452,2.580645,3.225806,20.06640695,0.00477792,-0.00042844
0.806452,2.580645,3.387097,21.71430903,0.00479073,-0.00045008
0.806452,2.580645,3.548387,21.00956134,0.00512614,-0.00044946
0.806452,2.580645,3.709677,21.50201291,0.00499081,-0.00048701
0.806452,2.580645,3.870968,20.96574440,0.00447291,-0.00046490
0.806452,2.580645,4.032258,21.18019474,0.00528624,-0.00047376
0.806452,2.580645,4.193548,21.17933944,0.00541412,-0.00049250
0.806452,2.580645,4.354839,23.06725299,0.00471515,-0.00054682
0.806452,2.580645,4.516129,21.28086450,0.00513278,-0.00050650
0.806452,2.580645,4.677419,20.06640695,0.00474591,-0.00050585
0.806452,2.580645,4.838710,21.71430903,0.00443414,-0.00052820
0.806452,2.580645,5.000000,17.12855110,0.00322581,-0.00080038
0.806452,2.741935,0.000000,19.06092012,0.00405861,-0.00044004
0.806452,2.741935,0.161290,20.84767785,0.00419744,-0.00026910
0.806452,2.741935,0.322581,19.99012901,0.00462586,-0.00026995
0.806452,2.741935,0.483871,21.01018550,0.00480864,-0.00029992
0.806452,2.741935,0.645161,20.73705834,0.00438099,-0.00029047
0.806452,2.741935,0.806452,20.59377734,0.00502020,-0.00029735
0.806452,2.741935,0.967742,21.14776472,0.00537253,-0.00031646
0.806452,2.741935,1.129032,23.06725299,0.00469539,-0.00035524
0.806452,2.741935,1.290323,21.28086450,0.00511212,-0.00033262
0.806452,2.741935,1.451613,20.06640695,0.00476749,-0.00033592
0.806452,2.741935,1.612903,21.71430903,0.00478027,-0.00035484
0.806452,2.741935,1.774194,21.00956134,0.00511496,-0.00035639
0.806452,2.741935,1.935484,21.50201291,0.00497997,-0.00038846
0.806452,2.741935,2.096774,20.96574440,0.00446325,-0.00037311
0.806452,2.741935,2.258065,21.18019474,0.00527490,-0.00038264
0.806452,2.741935,2.419355,21.17933944,0.00540263,-0.00040039
0.806452,2.741935,2.580645,23.06725299,0.00470528,-0.00044757
0.806452,2.741935,2.741935,21.28086450,0.00512220,-0.00041748
0.806452,2.741935,2.903226,20.06640695,0.00477697,-0.00041996
0.806452,2.741935,3.064516,21.71430903,0.00478982,-0.00044179
0.806452,2.741935,3.225806,21.00956134,0.00512522,-0.00044182
0.806452,2.741935,3.387097,21.50201291,0.00498998,-0.00047943
0.806452,2.741935,3.548387,20.96574440,0.00447222,-0.00045835
0.806452,2.741935,3.709677,21.18019474,0.00528550,-0.00046781
0.806452,2.741935,3.870968,21.17933944,0.00541344,-0.00048708
0.806452,2.741935,4.032258,23.06725299,0.00471464,-0.00054167
0.806452,2.741935,4.193548,21.28086450,0.00513231,-0.00050256
0.806452,2.741935,4.354839,20.06640695,0.00478630,-0.00050276
0.806452,2.741935,4.516129,21.71430903,0.00479906,-0.00052587
0.806452,2.741935,4.677419,21.00956134,0.00512010,-0.00052281
0.806452,2.741935,4.838710,21.50201291,0.00439605,-0.00056388
0.806452,2.741935,5.000000,17.43479873,0.00312767,-0.00083081
0.806452,2.903226,0.000000,19.36943377,0.00403823,-0.00044559
0.806452,2.903226,0.161290,20.53527986,0.00433341,-0.00028249
0.806452,2.903226,0.322581,20.28435289,0.00422576,-0.00027625
0.806452,2.903226,0.483871,20.55465283,0.00499234,-0.00028619
0.806452,2.903226,0.645161,20.81159107,0.00522487,-0.00030217
0.806452,2.903226,0.806452,22.62237178,0.00464845,-0.00033439
0.806452,2.903226,0.967742,21.08830656,0.00503862,-0.00031966
0.806452,2.903226,1.129032,20.06640695,0.00476335,-0.00032472
0.806452,2.903226,1.290323,21.71430903,0.00477901,-0.00034335
0.806452,2.903226,1.451613,21.00956134,0.00511362,-0.00034520
0.806452,2.903226,1.612903,21.50201291,0.00497867,-0.00037666
0.806452,2.903226,1.774194,20.96574440,0.00446210,-0.00036217
0.806452,2.903226,1.935484,21.18019474,0.00527356,-0.00037185
0.806452,2.903226,2.096774,21.17933944,0.00540128,-0.00038955
0.806452,2.903226,2.258065,23.06725299,0.00470413,-0.00043598
0.806452,2.903226,2.419355,21.28086450,0.00512098,-0.00040718
0.806452,2.903226,2.580645,20.06640695,0.00477586,-0.00041012
0.806452,2.903226,2.741935,21.71430903,0.00478875,-0.00043200
0.806452,2.903226,2.903226,21.00956134,0.00512411,-0.00043262
0.806452,2.903226,3.064516,21.50201291,0.00498895,-0.00047010
0.806452,2.903226,3.225806,20.96574440,0.00447135,-0.00045008
0.806452,2.903226,3.387097,21.18019474,0.00528453,-0.00046005
0.806452,2.903226,3.548387,21.17933944,0.00541253,-0.00047972
0.806452,2.903226,3.709677,23.06725299,0.00471391,-0.00053432
0.806452,2.903226,3.870968,21.28086450,0.00513160,-0.00049653
0.806452,2.903226,4.032258,20.06640695,0.00478571,-0.00049753
0.806452,2.903226,4.193548,21.71430903,0.00479855,-0.00052127
0.806452,2.903226,4.354839,21.00956134,0.00513450,-0.00051911
0.806452,2.903226,4.516129,21.50201291,0.00499894,-0.00056086
0.806452,2.903226,4.677419,20.96574440,0.00444173,-0.00053379
0.806452,2.903226,4.838710,21.18019474,0.00491486,-0.00054227
0.806452,2.903226,5.000000,16.97484723,0.00302917,-0.00084112
0.806452,3.064516,0.000000,19.38962734,0.00385215,-0.00045208
0.806452,3.064516,0.161290,20.28251111,0.00444163,-0.00027255
0.806452,3.064516,0.322581,20.32857819,0.00500193,-0.00028656
0.806452,3.064516,0.483871,22.54404848,0.00461461,-0.00032125
0.806452,3.064516,0.645161,20.78350405,0.00491412,-0.00030564
0.806452,3.064516,0.806452,19.88772798,0.00470462,-0.00031112
0.806452,3.064516,0.967742,21.69398779,0.00476772,-0.00033112
0.806452,3.064516,1.129032,21.00956134,0.00511175,-0.00033334
0.806452,3.064516,1.290323,21.50201291,0.00497729,-0.00036408
0.806452,3.064516,1.451613,20.96574440,0.00446086,-0.00035043
0.806452,3.064516,1.612903,21.18019474,0.00527211,-0.00036017
0.806452,3.064516,1.774194,21.17933944,0.00539981,-0.00037773
0.806452,3.064516,1.935484,23.06725299,0.00470286,-0.00042323
0.806452,3.064516,2.096774,21.28086450,0.00511962,-0.00039573
0.806452,3.064516,2.258065,20.06640695,0.00477461,-0.00039907
0.806452,3.064516,2.419355,21.71430903,0.00478753,-0.00042089
0.806452,3.064516,2.580645,21.00956134,0.00512284,-0.00042202
0.806452,3.064516,2.741935,21.50201291,0.00498775,-0.00045920
0.806452,3.064516,2.903226,20.96574440,0.00447032,-0.00044024
0.806452,3.064516,3.064516,21.18019474,0.00528336,-0.00045062
0.806452,3.064516,3.225806,21.17933944,0.00541138,-0.00047056
0.806452,3.064516,3.387097,23.06725299,0.00471297,-0.00052489
0.806452,3.064516,3.548387,21.28086450,0.00513064,-0.00048851
0.806452,3.064516,3.709677,20.06640695,0.00478489,-0.00049026
0.806452,3.064516,3.870968,21.71430903,0.00479781,-0.00051447
0.806452,3.064516,4.032258,21.00956134,0.00513379,-0.00051318
0.806452,3.064516,4.193548,21.50201291,0.00499833,-0.00055538
0.806452,3.064516,4.354839,20.96574440,0.00447971,-0.00052948
0.806452,3.064516,4.516129,21.18019474,0.00529433,-0.00053884
0.806452,3.064516,4.677419,21.17933944,0.00537631,-0.00055933
0.806452,3.064516,4.838710,23.06725299,0.00436002,-0.00062007
0.806452,3.064516,5.000000,17.64604171,0.00338667,-0.00087935
0.806452,3.225806,0.000000,19.91411069,0.00448499,-0.00047359
0.806452,3.225806,0.161290,21.84131989,0.00412422,-0.00030334
0.806452,3.225806,0.322581,20.44731819,0.00470806,-0.00028977
0.806452,3.225806,0.483871,19.74299906,0.00464427,-0.00029794
0.806452,3.225806,0.645161,21.33043466,0.00464492,-0.00031421
0.806452,3.225806,0.806452,20.27427090,0.00483554,-0.00031527
0.806452,3.225806,0.967742,21.46243307,0.00495325,-0.00035064
0.806452,3.225806,1.129032,20.96574440,0.00445874,-0.00033804
0.806452,3.225806,1.290323,21.18019474,0.00527057,-0.00034777
0.806452,3.225806,1.451613,21.17933944,0.00539823,-0.00036510
0.806452,3.225806,1.612903,23.06725299,0.00470149,-0.00040950
0.806452,3.225806,1.774194,21.28086450,0.00511814,-0.00038331
0.806452,3.225806,1.935484,20.06640695,0.00477325,-0.00038698
0.806452,3.225806,2.096774,21.71430903,0.00478618,-0.00040861
0.806452,3.225806,2.258065,21.00956134,0.00512142,-0.00041021
0.806452,3.225806,2.419355,21.50201291,0.00498640,-0.00044689
0.806452,3.225806,2.580645,20.96574440,0.00446913,-0.00042899
0.806452,3.225806,2.741935,21.18019474,0.00528200,-0.00043968
0.806452,3.225806,2.903226,21.17933944,0.00541004,-0.00045977
0.806452,3.225806,3.064516,23.06725299,0.00471185,-0.00051357
0.806452,3.225806,3.225806,21.28086450,0.00512947,-0.00047867
0.806452,3.225806,3.387097,20.06640695,0.00478386,-0.00048109
0.806452,3.225806,3.548387,21.71430903,0.00479683,-0.00050562
0.806452,3.225806,3.709677,21.00956134,0.00513282,-0.00050515
0.806452,3.225806,3.870968,21.50201291,0.00499747,-0.00054756
0.806452,3.225806,4.032258,20.96574440,0.00447902,-0.00052289
0.806452,3.225806,4.193548,21.18019474,0.00529361,-0.00053302
0.806452,3.225806,4.354839,21.17933944,0.00542182,-0.00055425
0.806452,3.225806,4.516129,23.06725299,0.00472199,-0.00061551
0.806452,3.225806,4.677419,21.28086450,0.00512550,-0.00057024
0.806452,3.225806,4.838710,20.06640695,0.00415278,-0.00056957
0.806452,3.225806,5.000000,17.11615131,0.00302662,-0.00089038
0.806452,3.387097,0.000000,19.40793691,0.00398434,-0.00047128
0.806452,3.387097,0.161290,19.46991204,0.00417754,-0.00028263
0.806452,3.387097,0.322581,20.92074334,0.00447797,-0.00029847
0.806452,3.387097,0.483871,20.21938632,0.00480315,-0.00030242
0.806452,3.387097,0.645161,21.08382055,0.00484105,-0.00033313
0.806452,3.387097,0.806452,20.76801987,0.00440072,-0.00032246
0.806452,3.387097,0.967742,21.12740263,0.00524755,-0.00033436
0.806452,3.387097,1.129032,21.17933944,0.00539567,-0.00035181
0.806452,3.387097,1.290323,23.06725299,0.00470005,-0.00039499
0.806452,3.387097,1.451613,21.28086450,0.00511657,-0.00037009
0.806452,3.387097,1.612903,20.06640695,0.00477179,-0.00037403
0.806452,3.387097,1.774194,21.71430903,0.00478472,-0.00039536
0.806452,3.387097,1.935484,21.00956134,0.00511988,-0.00039734
0.806452,3.387097,2.096774,21.50201291,0.00498491,-0.00043338
0.806452,3.387097,2.258065,20.96574440,0.00446782,-0.00041652
0.806452,3.387097,2.419355,21.18019474,0.00528047,-0.00042743
0.806452,3.387097,2.580645,21.17933944,0.00540851,-0.00044753
0.806452,3.387097,2.741935,23.06725299,0.00471055,-0.00050056
0.806452,3.387097,2.903226,21.28086450,0.00512811,-0.00046717
0.806452,3.387097,3.064516,20.06640695,0.00478263,-0.00047020
0.806452,3.387097,3.225806,21.71430903,0.00479565,-0.00049488
0.806452,3.387097,3.387097,21.00956134,0.00513162,-0.00049516
0.806452,3.387097,3.548387,21.50201291,0.00499637,-0.00053756
0.806452,3.387097,3.709677,20.96574440,0.00447810,-0.00051414
0.806452,3.387097,3.870968,21.18019474,0.00529260,-0.00052495
0.806452,3.387097,4.032258,21.17933944,0.00542088,-0.00054676
0.806452,3.387097,4.193548,23.06725299,0.00472126,-0.00060823
0.806452,3.387097,4.354839,21.28086450,0.00513967,-0.00056446
0.806452,3.387097,4.516129,20.06640695,0.00479329,-0.00056480
0.806452,3.387097,4.677419,21.71430903,0.00476496,-0.00059087
0.806452,3.387097,4.838710,21.00956134,0.00462842,-0.00058750
0.806452,3.387097,5.000000,17.10936150,0.00304352,-0.00091480
0.806452,3.548387,0.000000,20.25118617,0.00418422,-0.00048909
0.806452,3.548387,0.161290,19.86122729,0.00420557,-0.00028550
0.806452,3.548387,0.322581,20.55911585,0.00468885,-0.00031232
0.806452,3.548387,0.483871,20.60334022,0.00433653,-0.00030812
0.806452,3.548387,0.645161,20.57851131,0.00501228,-0.00031686
0.806452,3.548387,0.806452,21.00162230,0.00530394,-0.00033629
0.806452,3.548387,0.967742,23.05015339,0.00469035,-0.00037975
0.806452,3.548387,1.129032,21.28086450,0.00511458,-0.00035625
0.806452,3.548387,1.290323,20.06640695,0.00477025,-0.00036038
0.806452,3.548387,1.451613,21.71430903,0.00478318,-0.00038131
0.806452,3.548387,1.612903,21.00956134,0.00511823,-0.00038362
0.806452,3.548387,1.774194,21.50201291,0.00498331,-0.00041886
0.806452,3.548387,1.935484,20.96574440,0.00446640,-0.00040301
0.806452,3.548387,2.096774,21.18019474,0.00527881,-0.00041404
0.806452,3.548387,2.258065,21.17933944,0.00540683,-0.00043403
0.806452,3.548387,2.419355,23.06725299,0.00470911,-0.00048606
0.806452,3.548387,2.580645,21.28086450,0.00512657,-0.00045422
0.806452,3.548387,2.741935,20.06640695,0.00478123,-0.00045776
0.806452,3.548387,2.903226,21.71430903,0.00479429,-0.00048245
0.806452,3.548387,3.064516,21.00956134,0.00513021,-0.00048340
0.806452,3.548387,3.225806,21.50201291,0.00499505,-0.00052555
0.806452,3.548387,3.387097,20.96574440,0.00447697,-0.00050341
0.806452,3.548387,3.548387,21.18019474,0.00529134,-0.00051478
0.806452,3.548387,3.709677,21.17933944,0.00541967,-0.00053702
0.806452,3.548387,3.870968,23.06725299,0.00472028,-0.00059835
0.806452,3.548387,4.032258,21.28086450,0.00513869,-0.00055622
0.806452,3.548387,4.193548,20.06640695,0.00479247,-0.00055751
0.806452,3.548387,4.354839,21.71430903,0.00480547,-0.00058426
0.806452,3.548387,4.516129,21.00956134,0.00514205,-0.00058196
0.806452,3.548387,4.677419,21.50201291,0.00496381,-0.00062887
0.806452,3.548387,4.838710,20.96574440,0.00416004,-0.00059858
0.806452,3.548387,5.000000,16.96515750,0.00319589,-0.00092557
0.806452,3.709677,0.000000,20.06537397,0.00421770,-0.00051130
0.806452,3.709677,0.161290,20.25272170,0.00386870,-0.00029210
0.806452,3.709677,0.322581,20.33681364,0.00480889,-0.00030103
0.806452,3.709677,0.483871,20.77913771,0.00521114,-0.00032045
0.806452,3.709677,0.645161,22.60440584,0.00464142,-0.00035530
0.806452,3.709677,0.806452,20.80297241,0.00492878,-0.00033797
0.806452,3.709677,0.967742,20.05047087,0.00475699,-0.00034610
0.806452,3.709677,1.129032,21.71430903,0.00478119,-0.00036664
0.806452,3.709677,1.290323,21.00956134,0.00511650,-0.00036922
0.806452,3.709677,1.451613,21.50201291,0.00498163,-0.00040354
0.806452,3.709677,1.612903,20.96574440,0.00446489,-0.00038867
0.806452,3.709677,1.774194,21.18019474,0.00527703,-0.00039973
0.806452,3.709677,1.935484,21.17933944,0.00540501,-0.00041949
0.806452,3.709677,2.096774,23.06725299,0.00470754,-0.00047031
0.806452,3.709677,2.258065,21.28086450,0.00512488,-0.00044002
0.806452,3.709677,2.419355,20.06640695,0.00477968,-0.00044400
0.806452,3.709677,2.580645,21.71430903,0.00479276,-0.00046855
0.806452,3.709677,2.741935,21.00956134,0.00512861,-0.00047008
0.806452,3.709677,2.903226,21.50201291,0.00499354,-0.00051177
0.806452,3.709677,3.064516,20.96574440,0.00447565,-0.00049089
0.806452,3.709677,3.225806,21.18019474,0.00528984,-0.00050271
0.806452,3.709677,3.387097,21.17933944,0.00541820,-0.00052521
0.806452,3.709677,3.548387,23.06725299,0.00471906,-0.00058610
