x,y,z,water,no3,na
1.774194,4.032258,1.290323,21.62275445,0.00505689,-0.00048676
1.935484,4.032258,1.290323,20.97986507,0.00448293,-0.00046853
2.096774,4.032258,1.290323,21.42612974,0.00538054,-0.00048505
2.258065,4.032258,1.290323,21.19360396,0.00542455,-0.00050679
2.419355,4.032258,1.290323,23.06727826,0.00471781,-0.00056866
2.580645,4.032258,1.290323,21.28126432,0.00513620,-0.00053259
2.741935,4.032258,1.290323,20.06642918,0.00479312,-0.00053793
2.903226,4.032258,1.290323,21.83624270,0.00486716,-0.00056934
3.064516,4.032258,1.290323,23.12683425,0.00594708,-0.00059831
3.225806,4.032258,1.290323,21.62275445,0.00507210,-0.00062295
3.387097,4.032258,1.290323,20.97986507,0.00449654,-0.00059698
3.548387,4.032258,1.290323,21.42612974,0.00539698,-0.00061517
3.709677,4.032258,1.290323,21.19360396,0.00544121,-0.00063962
3.870968,4.032258,1.290323,23.06727826,0.00473233,-0.00071405
4.032258,4.032258,1.290323,21.28126432,0.00515203,-0.00066519
4.193548,4.032258,1.290323,20.06642918,0.00480786,-0.00066811
4.354839,4.032258,1.290323,21.83624270,0.00488207,-0.00070300
4.516129,4.032258,1.290323,23.12683425,0.00596517,-0.00073428
4.677419,4.032258,1.290323,21.62275445,0.00504409,-0.00075967
4.838710,4.032258,1.290323,20.97986507,0.00417475,-0.00072319
5.000000,4.032258,1.290323,16.96802011,0.00321535,-0.00111764
0.000000,4.193548,1.290323,20.06537400,0.00422580,-0.00057904
0.161290,4.193548,1.290323,20.26620905,0.00387845,-0.00033169
0.322581,4.193548,1.290323,20.57029114,0.00489744,-0.00034435
0.483871,4.193548,1.290323,20.79297562,0.00522477,-0.00036528
0.645161,4.193548,1.290323,22.60443036,0.00464691,-0.00040571
0.806452,4.193548,1.290323,20.80335935,0.00493467,-0.00038669
0.967742,4.193548,1.290323,20.05049287,0.00476547,-0.00039679
1.129032,4.193548,1.290323,21.83624270,0.00485035,-0.00042205
1.290323,4.193548,1.290323,23.12683425,0.00592678,-0.00044571
1.451613,4.193548,1.290323,21.62275445,0.00505462,-0.00046646
1.612903,4.193548,1.290323,20.97986507,0.00448091,-0.00044944
1.774194,4.193548,1.290323,21.42612974,0.00537811,-0.00046578
1.935484,4.193548,1.290323,21.19360396,0.00542209,-0.00048718
2.096774,4.193548,1.290323,23.06727826,0.00471567,-0.00054727
2.258065,4.193548,1.290323,21.28126432,0.00513388,-0.00051317
2.419355,4.193548,1.290323,20.06642918,0.00479097,-0.00051895
2.580645,4.193548,1.290323,21.83624270,0.00486500,-0.00054996
2.741935,4.193548,1.290323,23.12683425,0.00594447,-0.00057872
2.903226,4.193548,1.290323,21.62275445,0.00506992,-0.00060339
3.064516,4.193548,1.290323,20.97986507,0.00449464,-0.00057906
3.225806,4.193548,1.290323,21.42612974,0.00539476,-0.00059761
3.387097,4.193548,1.290323,21.19360396,0.00543904,-0.00062232
3.548387,4.193548,1.290323,23.06727826,0.00473051,-0.00069585
3.709677,4.193548,1.290323,21.28126432,0.00515013,-0.00064932
3.870968,4.193548,1.290323,20.06642918,0.00480618,-0.00065330
4.032258,4.193548,1.290323,21.83624270,0.00488047,-0.00068864
4.193548,4.193548,1.290323,23.12683425,0.00596335,-0.00072060
4.354839,4.193548,1.290323,21.62275445,0.00508596,-0.00074693
4.516129,4.193548,1.290323,20.97986507,0.00450877,-0.00071244
4.677419,4.193548,1.290323,21.42612974,0.00539592,-0.00073056
4.838710,4.193548,1.290323,21.19360396,0.00451070,-0.00075573
5.000000,4.193548,1.290323,17.24949125,0.00305567,-0.00116638
0.000000,4.354839,1.290323,20.15552652,0.00435404,-0.00056485
0.161290,4.354839,1.290323,20.30383730,0.00461931,-0.00034268
0.322581,4.354839,1.290323,21.91290207,0.00441138,-0.00038000
0.483871,4.354839,1.290323,20.74478057,0.00489877,-0.00036787
0.645161,4.354839,1.290323,19.80770450,0.00468344,-0.00037521
0.806452,4.354839,1.290323,21.48977005,0.00473656,-0.00039718
0.967742,4.354839,1.290323,23.03375213,0.00588550,-0.00042455
1.129032,4.354839,1.290323,21.62275445,0.00505091,-0.00044565
1.290323,4.354839,1.290323,20.97986507,0.00447883,-0.00042978
1.451613,4.354839,1.290323,21.42612974,0.00537558,-0.00044582
1.612903,4.354839,1.290323,21.19360396,0.00541953,-0.00046677
1.774194,4.354839,1.290323,23.06727826,0.00471343,-0.00052488
1.935484,4.354839,1.290323,21.28126432,0.00513144,-0.00049270
2.096774,4.354839,1.290323,20.06642918,0.00478869,-0.00049881
2.258065,4.354839,1.290323,21.83624270,0.00486269,-0.00052924
2.419355,4.354839,1.290323,23.12683425,0.00594166,-0.00055759
2.580645,4.354839,1.290323,21.62275445,0.00506754,-0.00058210
2.741935,4.354839,1.290323,20.97986507,0.00449255,-0.00055938
2.903226,4.354839,1.290323,21.42612974,0.00539229,-0.00057809
3.064516,4.354839,1.290323,21.19360396,0.00543660,-0.00060286
3.225806,4.354839,1.290323,23.06727826,0.00472844,-0.00067510
3.387097,4.354839,1.290323,21.28126432,0.00514794,-0.00063093
3.548387,4.354839,1.290323,20.06642918,0.00480420,-0.00063582
3.709677,4.354839,1.290323,21.83624270,0.00487853,-0.00067133
3.870968,4.354839,1.290323,23.12683425,0.00596110,-0.00070370
4.032258,4.354839,1.290323,21.62275445,0.00508415,-0.00073071
4.193548,4.354839,1.290323,20.97986507,0.00450727,-0.00069825
4.354839,4.354839,1.290323,21.42612974,0.00540990,-0.00071738
4.516129,4.354839,1.290323,21.19360396,0.00545424,-0.00074354
4.677419,4.354839,1.290323,23.06727826,0.00470296,-0.00082731
4.838710,4.354839,1.290323,21.28126432,0.00481020,-0.00076802
5.000000,4.354839,1.290323,17.03648472,0.00308192,-0.00117422
0.000000,4.516129,1.290323,21.07522396,0.00412080,-0.00061164
0.161290,4.516129,1.290323,20.37552579,0.00414575,-0.00034462
0.322581,4.516129,1.290323,19.30970265,0.00448407,-0.00035075
0.483871,4.516129,1.290323,21.37127532,0.00468032,-0.00037692
0.645161,4.516129,1.290323,22.21462507,0.00555074,-0.00039710
0.806452,4.516129,1.290323,21.02139376,0.00481314,-0.00041809
0.967742,4.516129,1.290323,20.93733018,0.00445488,-0.00040947
1.129032,4.516129,1.290323,21.40337041,0.00535745,-0.00042528
1.290323,4.516129,1.290323,20.64419943,0.00511243,-0.00044087
1.451613,4.516129,1.290323,23.04277568,0.00469801,-0.00050161
1.612903,4.516129,1.290323,21.26325092,0.00511830,-0.00047133
1.774194,4.516129,1.290323,19.82984071,0.00469124,-0.00047481
1.935484,4.516129,1.290323,21.81775954,0.00485055,-0.00050734
2.096774,4.516129,1.290323,23.11738774,0.00593193,-0.00053521
2.258065,4.516129,1.290323,21.38814054,0.00494242,-0.00055693
2.419355,4.516129,1.290323,20.97129552,0.00448506,-0.00053820
2.580645,4.516129,1.290323,21.40337041,0.00537483,-0.00055678
2.741935,4.516129,1.290323,20.64419943,0.00512850,-0.00057516
2.903226,4.516129,1.290323,23.04277568,0.00471300,-0.00065197
3.064516,4.516129,1.290323,21.26325092,0.00513484,-0.00061021
3.225806,4.516129,1.290323,19.82984071,0.00470658,-0.00061217
3.387097,4.516129,1.290323,21.81775954,0.00486657,-0.00065125
3.548387,4.516129,1.290323,23.11738774,0.00595169,-0.00068387
3.709677,4.516129,1.290323,21.38814054,0.00495899,-0.00070818
3.870968,4.516129,1.290323,20.97129552,0.00450017,-0.00068088
4.032258,4.516129,1.290323,21.40337041,0.00539297,-0.00070063
4.193548,4.516129,1.290323,20.64419943,0.00514580,-0.00071970
4.354839,4.516129,1.290323,23.04277568,0.00472885,-0.00081102
4.516129,4.516129,1.290323,21.26325092,0.00515203,-0.00075441
4.677419,4.516129,1.290323,19.82984071,0.00468202,-0.00075198
4.838710,4.516129,1.290323,21.81775954,0.00445259,-0.00079462
5.000000,4.516129,1.290323,17.15260328,0.00326616,-0.00120189
0.000000,4.677419,1.290323,19.06092035,0.00407089,-0.00057453
0.161290,4.677419,1.290323,20.61522036,0.00412659,-0.00035144
0.322581,4.677419,1.290323,19.12148326,0.00437187,-0.00034246
0.483871,4.677419,1.290323,20.77591603,0.00472495,-0.00039485
0.645161,4.677419,1.290323,20.55927115,0.00431389,-0.00038470
0.806452,4.677419,1.290323,19.16801854,0.00455920,-0.00037910
0.967742,4.677419,1.290323,20.96645639,0.00528871,-0.00042266
1.129032,4.677419,1.290323,22.68371068,0.00456156,-0.00047456
1.290323,4.677419,1.290323,19.23372804,0.00454543,-0.00041787
1.451613,4.677419,1.290323,19.73276035,0.00463086,-0.00045270
1.612903,4.677419,1.290323,21.38890361,0.00466396,-0.00048052
1.774194,4.677419,1.290323,19.51067267,0.00463917,-0.00046112
1.935484,4.677419,1.290323,21.17978893,0.00486244,-0.00053080
2.096774,4.677419,1.290323,20.76254047,0.00438714,-0.00051381
2.258065,4.677419,1.290323,19.41297722,0.00469724,-0.00050343
2.419355,4.677419,1.290323,20.97406532,0.00531102,-0.00055649
2.580645,4.677419,1.290323,22.68371068,0.00457619,-0.00062270
2.741935,4.677419,1.290323,19.23372804,0.00456006,-0.00054639
2.903226,4.677419,1.290323,19.73276035,0.00464600,-0.00058975
3.064516,4.677419,1.290323,21.38890361,0.00467942,-0.00062354
3.225806,4.677419,1.290323,19.51067267,0.00465473,-0.00059591
3.387097,4.677419,1.290323,21.17978893,0.00487893,-0.00068298
3.548387,4.677419,1.290323,20.76254047,0.00440215,-0.00065808
3.709677,4.677419,1.290323,19.41297722,0.00471341,-0.00064168
3.870968,4.677419,1.290323,20.97406532,0.00532940,-0.00070570
4.032258,4.677419,1.290323,22.68371068,0.00459207,-0.00078544
4.193548,4.677419,1.290323,19.23372804,0.00457589,-0.00068532
4.354839,4.677419,1.290323,19.73276035,0.00466209,-0.00073536
4.516129,4.677419,1.290323,21.38890361,0.00469555,-0.00077271
4.677419,4.677419,1.290323,19.51067267,0.00465715,-0.00073370
4.838710,4.677419,1.290323,21.17978893,0.00430832,-0.00083524
5.000000,4.677419,1.290323,17.43479873,0.00316376,-0.00123745
0.000000,4.838710,1.290323,21.23727152,0.00454189,-0.00060493
0.161290,4.838710,1.290323,20.35721742,0.00425250,-0.00036682
0.322581,4.838710,1.290323,18.68776847,0.00382950,-0.00034103
0.483871,4.838710,1.290323,20.49836331,0.00471972,-0.00037599
0.645161,4.838710,1.290323,20.06250358,0.00491570,-0.00039179
0.806452,4.838710,1.290323,18.92892080,0.00378911,-0.00038538
0.967742,4.838710,1.290323,20.31611130,0.00451186,-0.00041784
1.129032,4.838710,1.290323,19.68270445,0.00460504,-0.00043024
1.290323,4.838710,1.290323,19.26740184,0.00398623,-0.00042498
1.451613,4.838710,1.290323,22.68458628,0.00545882,-0.00048377
1.612903,4.838710,1.290323,21.28007049,0.00490984,-0.00050750
1.774194,4.838710,1.290323,19.02481303,0.00395450,-0.00046020
1.935484,4.838710,1.290323,21.08656196,0.00497234,-0.00050740
2.096774,4.838710,1.290323,20.27440059,0.00503124,-0.00052328
2.258065,4.838710,1.290323,19.03848615,0.00382204,-0.00051316
2.419355,4.838710,1.290323,20.35825895,0.00454103,-0.00055187
2.580645,4.838710,1.290323,19.68270445,0.00462059,-0.00056575
2.741935,4.838710,1.290323,19.26740184,0.00399937,-0.00055690
2.903226,4.838710,1.290323,22.68458628,0.00547709,-0.00063162
3.064516,4.838710,1.290323,21.28007049,0.00492651,-0.00066003
3.225806,4.838710,1.290323,19.02481303,0.00396809,-0.00059607
3.387097,4.838710,1.290323,21.08656196,0.00498963,-0.00065436
3.548387,4.838710,1.290323,20.27440059,0.00504889,-0.00067175
3.709677,4.838710,1.290323,19.03848615,0.00383555,-0.00065558
3.870968,4.838710,1.290323,20.35825895,0.00455717,-0.00070145
4.032258,4.838710,1.290323,19.68270445,0.00463706,-0.00071525
4.193548,4.838710,1.290323,19.26740184,0.00401363,-0.00070012
4.354839,4.838710,1.290323,22.68458628,0.00549659,-0.00078937
4.516129,4.838710,1.290323,21.28007049,0.00494398,-0.00081978
4.677419,4.838710,1.290323,19.02481303,0.00394790,-0.00073555
4.838710,4.838710,1.290323,21.08656196,0.00469731,-0.00080202
5.000000,4.838710,1.290323,16.98627998,0.00310969,-0.00124502
0.000000,5.000000,1.290323,17.22859135,0.00312249,-0.00024947
0.161290,5.000000,1.290323,17.81236565,0.00329926,-0.00043223
0.322581,5.000000,1.290323,17.04992236,0.00324126,-0.00057700
0.483871,5.000000,1.290323,17.60175084,0.00315732,-0.00061202
0.645161,5.000000,1.290323,17.79447902,0.00321876,-0.00063264
0.806452,5.000000,1.290323,16.98209848,0.00323094,-0.00063487
0.967742,5.000000,1.290323,17.62422973,0.00325003,-0.00066824
1.129032,5.000000,1.290323,17.46504637,0.00313805,-0.00068977
1.290323,5.000000,1.290323,17.09546249,0.00325955,-0.00070223
1.451613,5.000000,1.290323,17.40131334,0.00316421,-0.00072976
1.612903,5.000000,1.290323,18.07017070,0.00340906,-0.00076678
1.774194,5.000000,1.290323,17.13669000,0.00328854,-0.00077158
1.935484,5.000000,1.290323,17.68838801,0.00318345,-0.00081846
2.096774,5.000000,1.290323,17.90198348,0.00328020,-0.00084127
2.258065,5.000000,1.290323,17.01904883,0.00325938,-0.00084025
2.419355,5.000000,1.290323,17.62843579,0.00327288,-0.00088100
2.580645,5.000000,1.290323,17.46504637,0.00315890,-0.00090576
2.741935,5.000000,1.290323,17.09546249,0.00328156,-0.00091942
2.903226,5.000000,1.290323,17.40131334,0.00318588,-0.00095146
3.064516,5.000000,1.290323,18.07017070,0.00343279,-0.00099627
3.225806,5.000000,1.290323,17.13669000,0.00331170,-0.00099797
3.387097,5.000000,1.290323,17.68838801,0.00320616,-0.00105438
3.548387,5.000000,1.290323,17.90198348,0.00330380,-0.00107847
3.709677,5.000000,1.290323,17.01904883,0.00328303,-0.00107222
3.870968,5.000000,1.290323,17.62843579,0.00329676,-0.00111829
4.032258,5.000000,1.290323,17.46504637,0.00318203,-0.00114371
4.193548,5.000000,1.290323,17.09546249,0.00330561,-0.00115437
4.354839,5.000000,1.290323,17.40131334,0.00320920,-0.00118755
4.516129,5.000000,1.290323,18.07017070,0.00345783,-0.00123590
4.677419,5.000000,1.290323,17.13669000,0.00329980,-0.00092501
4.838710,5.000000,1.290323,17.68838801,0.00312190,-0.00065805
5.000000,5.000000,1.290323,16.83600161,0.00297068,-0.00059142
0.000000,0.000000,1.451613,17.76451193,0.00333641,-0.00028916
0.161290,0.000000,1.451613,19.70694108,0.00377467,-0.00033957
0.322581,0.000000,1.451613,20.67582335,0.00455817,-0.00035321
0.483871,0.000000,1.451613,19.08514973,0.00373203,-0.00035821
0.645161,0.000000,1.451613,19.42960634,0.00374311,-0.00036135
0.806452,0.000000,1.451613,19.09363502,0.00405683,-0.00036537
0.967742,0.000000,1.451613,19.35619205,0.00405553,-0.00037927
1.129032,0.000000,1.451613,21.33884707,0.00402312,-0.00042754
1.290323,0.000000,1.451613,19.52773861,0.00414241,-0.00040011
1.451613,0.000000,1.451613,18.26704323,0.00359023,-0.00039797
1.612903,0.000000,1.451613,20.27490305,0.00404246,-0.00042970
1.774194,0.000000,1.451613,21.59807173,0.00493317,-0.00044877
1.935484,0.000000,1.451613,19.29562278,0.00380848,-0.00044484
2.096774,0.000000,1.451613,19.59422857,0.00380235,-0.00044761
2.258065,0.000000,1.451613,19.47176661,0.00417646,-0.00045284
2.419355,0.000000,1.451613,19.38205836,0.00407803,-0.00046362
2.580645,0.000000,1.451613,21.33884707,0.00403335,-0.00052041
2.741935,0.000000,1.451613,19.52773861,0.00415243,-0.00048521
2.903226,0.000000,1.451613,18.26704323,0.00359893,-0.00048071
3.064516,0.000000,1.451613,20.27490305,0.00405224,-0.00051695
3.225806,0.000000,1.451613,21.59807173,0.00494508,-0.00053768
3.387097,0.000000,1.451613,19.29562278,0.00381764,-0.00053067
3.548387,0.000000,1.451613,19.59422857,0.00381144,-0.00053169
3.709677,0.000000,1.451613,19.47176661,0.00418636,-0.00053541
3.870968,0.000000,1.451613,19.38205836,0.00408762,-0.00054572
4.032258,0.000000,1.451613,21.33884707,0.00404271,-0.00060953
4.193548,0.000000,1.451613,19.52773861,0.00416195,-0.00056567
4.354839,0.000000,1.451613,18.26704323,0.00360703,-0.00055750
4.516129,0.000000,1.451613,20.27490305,0.00406121,-0.00059665
4.677419,0.000000,1.451613,21.59807173,0.00492356,-0.00046283
4.838710,0.000000,1.451613,19.29562278,0.00357139,-0.00030560
5.000000,0.000000,1.451613,17.09030127,0.00300235,-0.00025753
0.000000,0.161290,1.451613,20.08524954,0.00431849,-0.00034058
0.161290,0.161290,1.451613,20.54286264,0.00427591,-0.00021167
0.322581,0.161290,1.451613,20.15034771,0.00419102,-0.00020567
0.483871,0.161290,1.451613,19.63489917,0.00471386,-0.00020658
0.645161,0.161290,1.451613,20.67410278,0.00502584,-0.00022339
0.806452,0.161290,1.451613,22.49482080,0.00461395,-0.00024646
0.967742,0.161290,1.451613,20.25429775,0.00480809,-0.00022913
1.129032,0.161290,1.451613,19.95326742,0.00459035,-0.00023761
1.290323,0.161290,1.451613,21.69293825,0.00479122,-0.00025079
1.451613,0.161290,1.451613,21.54041285,0.00537277,-0.00025326
1.612903,0.161290,1.451613,21.48085107,0.00484309,-0.00027311
1.774194,0.161290,1.451613,20.82097487,0.00441877,-0.00026101
1.935484,0.161290,1.451613,20.12838229,0.00492961,-0.00025915
2.096774,0.161290,1.451613,21.03309504,0.00518812,-0.00027868
2.258065,0.161290,1.451613,22.93719364,0.00466567,-0.00031093
2.419355,0.161290,1.451613,20.43924033,0.00488304,-0.00028239
2.580645,0.161290,1.451613,19.95326742,0.00459890,-0.00029035
2.741935,0.161290,1.451613,21.69293825,0.00479727,-0.00030529
2.903226,0.161290,1.451613,21.54041285,0.00537955,-0.00030710
3.064516,0.161290,1.451613,21.48085107,0.00484921,-0.00032983
3.225806,0.161290,1.451613,20.82097487,0.00442434,-0.00031390
3.387097,0.161290,1.451613,20.12838229,0.00493580,-0.00031033
3.548387,0.161290,1.451613,21.03309504,0.00519460,-0.00033224
3.709677,0.161290,1.451613,22.93719364,0.00467146,-0.00036902
3.870968,0.161290,1.451613,20.43924033,0.00488904,-0.00033358
4.032258,0.161290,1.451613,19.95326742,0.00460449,-0.00034134
4.193548,0.161290,1.451613,21.69293825,0.00480302,-0.00035714
4.354839,0.161290,1.451613,21.54041285,0.00538590,-0.00035745
4.516129,0.161290,1.451613,21.48085107,0.00485482,-0.00038192
4.677419,0.161290,1.451613,20.82097487,0.00439136,-0.00036155
4.838710,0.161290,1.451613,20.12838229,0.00458951,-0.00035550
5.000000,0.161290,1.451613,16.85763505,0.00299307,-0.00043366
0.000000,0.322581,1.451613,19.05985648,0.00372582,-0.00033980
0.161290,0.322581,1.451613,20.47654316,0.00450716,-0.00020682
0.322581,0.322581,1.451613,20.06284143,0.00488718,-0.00021419
0.483871,0.322581,1.451613,21.42132226,0.00437885,-0.00023011
0.645161,0.322581,1.451613,20.49855092,0.00479081,-0.00022681
0.806452,0.322581,1.451613,19.69713122,0.00461684,-0.00023058
0.967742,0.322581,1.451613,20.77492752,0.00454045,-0.00023716
1.129032,0.322581,1.451613,22.90516996,0.00580290,-0.00025721
1.290323,0.322581,1.451613,21.54078764,0.00499437,-0.00026828
1.451613,0.322581,1.451613,20.43077512,0.00428412,-0.00025285
1.612903,0.322581,1.451613,21.34490829,0.00530976,-0.00026447
1.774194,0.322581,1.451613,20.84818371,0.00525012,-0.00027302
1.935484,0.322581,1.451613,21.81379881,0.00445571,-0.00029155
2.096774,0.322581,1.451613,20.93441534,0.00496714,-0.00028387
2.258065,0.322581,1.451613,19.87409802,0.00468126,-0.00028626
2.419355,0.322581,1.451613,20.79438785,0.00455588,-0.00029174
2.580645,0.322581,1.451613,22.90516996,0.00581101,-0.00031512
2.741935,0.322581,1.451613,21.54078764,0.00500094,-0.00032744
2.903226,0.322581,1.451613,20.43077512,0.00428977,-0.00030739
3.064516,0.322581,1.451613,21.34490829,0.00531676,-0.00032021
3.225806,0.322581,1.451613,20.84818371,0.00525703,-0.00032919
3.387097,0.322581,1.451613,21.81379881,0.00446156,-0.00035001
3.548387,0.322581,1.451613,20.93441534,0.00497363,-0.00033929
3.709677,0.322581,1.451613,19.87409802,0.00468733,-0.00034058
3.870968,0.322581,1.451613,20.79438785,0.00456174,-0.00034547
4.032258,0.322581,1.451613,22.90516996,0.00581841,-0.00037136
4.193548,0.322581,1.451613,21.54078764,0.00500722,-0.00038396
4.354839,0.322581,1.451613,20.43077512,0.00429507,-0.00035862
4.516129,0.322581,1.451613,21.34490829,0.00532322,-0.00037163
4.677419,0.322581,1.451613,20.84818371,0.00521850,-0.00038000
4.838710,0.322581,1.451613,21.81379881,0.00412394,-0.00040183
5.000000,0.322581,1.451613,17.35844554,0.00326868,-0.00059646
0.000000,0.483871,1.451613,19.86353044,0.00444555,-0.00036190
0.161290,0.483871,1.451613,21.83913344,0.00411736,-0.00023087
0.322581,0.483871,1.451613,20.43157568,0.00469221,-0.00021974
0.483871,0.483871,1.451613,19.58546386,0.00459251,-0.00022409
0.645161,0.483871,1.451613,21.43006436,0.00468742,-0.00023709
0.806452,0.483871,1.451613,22.24779587,0.00555151,-0.00024786
0.967742,0.483871,1.451613,21.42250271,0.00494649,-0.00026176
1.129032,0.483871,1.451613,20.96859373,0.00445365,-0.00025199
1.290323,0.483871,1.451613,21.42162429,0.00534916,-0.00025977
1.451613,0.483871,1.451613,21.10894055,0.00535138,-0.00026976
1.612903,0.483871,1.451613,23.06242772,0.00468843,-0.00030196
1.774194,0.483871,1.451613,21.26100971,0.00509554,-0.00028154
1.935484,0.483871,1.451613,19.88006935,0.00471163,-0.00028161
2.096774,0.483871,1.451613,21.81545988,0.00482667,-0.00029854
2.258065,0.483871,1.451613,23.11440946,0.00590144,-0.00031256
2.419355,0.483871,1.451613,21.46524880,0.00497779,-0.00032297
2.580645,0.483871,1.451613,20.96859373,0.00446063,-0.00030954
2.741935,0.483871,1.451613,21.42162429,0.00535650,-0.00031789
2.903226,0.483871,1.451613,21.10894055,0.00535874,-0.00032882
3.064516,0.483871,1.451613,23.06242772,0.00469488,-0.00036656
3.225806,0.483871,1.451613,21.26100971,0.00510254,-0.00034035
3.387097,0.483871,1.451613,19.88006935,0.00471809,-0.00033896
3.548387,0.483871,1.451613,21.81545988,0.00483326,-0.00035773
3.709677,0.483871,1.451613,23.11440946,0.00590945,-0.00037281
3.870968,0.483871,1.451613,21.46524880,0.00498448,-0.00038340
4.032258,0.483871,1.451613,20.96859373,0.00446657,-0.00036568
4.193548,0.483871,1.451613,21.42162429,0.00536355,-0.00037367
4.354839,0.483871,1.451613,21.10894055,0.00536569,-0.00038452
4.516129,0.483871,1.451613,23.06242772,0.00470086,-0.00042640
4.677419,0.483871,1.451613,21.26100971,0.00509414,-0.00039377
4.838710,0.483871,1.451613,19.88006935,0.00408987,-0.00038999
5.000000,0.483871,1.451613,17.09986088,0.00299482,-0.00061434
0.000000,0.645161,1.451613,19.40829262,0.00397240,-0.00036341
0.161290,0.645161,1.451613,19.46993339,0.00417322,-0.00021686
0.322581,0.645161,1.451613,21.03504542,0.00452770,-0.00022869
0.483871,0.645161,1.451613,22.19949534,0.00552228,-0.00024142
0.645161,0.645161,1.451613,21.19901360,0.00489446,-0.00025352
0.806452,0.645161,1.451613,20.78200736,0.00440184,-0.00024414
0.967742,0.645161,1.451613,21.37272462,0.00532964,-0.00025365
1.129032,0.645161,1.451613,21.19360396,0.00539331,-0.00026451
1.290323,0.645161,1.451613,23.06727826,0.00469058,-0.00029585
1.451613,0.645161,1.451613,21.28126432,0.00510564,-0.00027622
1.612903,0.645161,1.451613,20.06642918,0.00476374,-0.00027816
1.774194,0.645161,1.451613,21.83624270,0.00483644,-0.00029355
1.935484,0.645161,1.451613,23.12683425,0.00590845,-0.00030764
2.096774,0.645161,1.451613,21.62275445,0.00503823,-0.00031948
2.258065,0.645161,1.451613,20.97986507,0.00446569,-0.00030541
2.419355,0.645161,1.451613,21.42612974,0.00535897,-0.00031399
2.580645,0.645161,1.451613,21.19360396,0.00540189,-0.00032579
2.741935,0.645161,1.451613,23.06727826,0.00469729,-0.00036300
2.903226,0.645161,1.451613,21.28126432,0.00511297,-0.00033758
3.064516,0.645161,1.451613,20.06642918,0.00477058,-0.00033856
3.225806,0.645161,1.451613,21.83624270,0.00484338,-0.00035580
3.387097,0.645161,1.451613,23.12683425,0.00591692,-0.00037126
3.548387,0.645161,1.451613,21.62275445,0.00504542,-0.00038381
3.709677,0.645161,1.451613,20.97986507,0.00447202,-0.00036521
3.870968,0.645161,1.451613,21.42612974,0.00536651,-0.00037369
4.032258,0.645161,1.451613,21.19360396,0.00540943,-0.00038583
4.193548,0.645161,1.451613,23.06727826,0.00470376,-0.00042773
4.354839,0.645161,1.451613,21.28126432,0.00511991,-0.00039572
4.516129,0.645161,1.451613,20.06642918,0.00477695,-0.00039476
4.677419,0.645161,1.451613,21.83624270,0.00480811,-0.00041260
4.838710,0.645161,1.451613,23.12683425,0.00533202,-0.00042812
5.000000,0.645161,1.451613,17.20543669,0.00305745,-0.00063799
0.000000,0.806452,1.451613,20.36182910,0.00422497,-0.00038098
0.161290,0.806452,1.451613,21.80624354,0.00483596,-0.00023136
0.322581,0.806452,1.451613,20.67144115,0.00474132,-0.00024131
0.483871,0.806452,1.451613,20.61706119,0.00433825,-0.00023686
0.645161,0.806452,1.451613,20.81476569,0.00509041,-0.00024409
0.806452,0.806452,1.451613,21.01560850,0.00530241,-0.00025677
0.967742,0.806452,1.451613,23.05017864,0.00468172,-0.00028889
1.129032,0.806452,1.451613,21.28126432,0.00510456,-0.00027008
1.290323,0.806452,1.451613,20.06642918,0.00476307,-0.00027226
1.451613,0.806452,1.451613,21.83624270,0.00483578,-0.00028764
1.612903,0.806452,1.451613,23.12683425,0.00590767,-0.00030178
1.774194,0.806452,1.451613,21.62275445,0.00503759,-0.00031375
1.935484,0.806452,1.451613,20.97986507,0.00446514,-0.00030027
2.096774,0.806452,1.451613,21.42612974,0.00535835,-0.00030909
2.258065,0.806452,1.451613,21.19360396,0.00540130,-0.00032109
2.419355,0.806452,1.451613,23.06727826,0.00469681,-0.00035821
2.580645,0.806452,1.451613,21.28126432,0.00511249,-0.00033355
2.741935,0.806452,1.451613,20.06642918,0.00477017,-0.00033496
2.903226,0.806452,1.451613,21.83624270,0.00484301,-0.00035248
3.064516,0.806452,1.451613,23.12683425,0.00591652,-0.00036830
3.225806,0.806452,1.451613,21.62275445,0.00504514,-0.00038128
3.387097,0.806452,1.451613,20.97986507,0.00447182,-0.00036332
3.548387,0.806452,1.451613,21.42612974,0.00536634,-0.00037230
3.709677,0.806452,1.451613,21.19360396,0.00540932,-0.00038496
3.870968,0.806452,1.451613,23.06727826,0.00470373,-0.00042741
4.032258,0.806452,1.451613,21.28126432,0.00511994,-0.00039603
4.193548,0.806452,1.451613,20.06642918,0.00477705,-0.00039568
4.354839,0.806452,1.451613,21.83624270,0.00484990,-0.00041420
4.516129,0.806452,1.451613,23.12683425,0.00592480,-0.00043047
4.677419,0.806452,1.451613,21.62275445,0.00500907,-0.00044319
4.838710,0.806452,1.451613,20.97986507,0.00414504,-0.00041992
5.000000,0.806452,1.451613,16.96802011,0.00316874,-0.00065057
0.000000,0.967742,1.451613,20.06537400,0.00420555,-0.00040087
0.161290,0.967742,1.451613,20.26620905,0.00386873,-0.00022796
0.322581,0.967742,1.451613,20.57029114,0.00488462,-0.00023545
0.483871,0.967742,1.451613,20.79297562,0.00521049,-0.00024847
0.645161,0.967742,1.451613,22.60443036,0.00463366,-0.00027452
0.806452,0.967742,1.451613,20.80335935,0.00491998,-0.00026025
