x,y,z,water,no3,na
4.838710,3.870968,2.580645,23.06727826,0.00440360,-0.00107577
5.000000,3.870968,2.580645,17.64604656,0.00345616,-0.00152012
0.000000,4.032258,2.580645,19.91411069,0.00451068,-0.00067386
0.161290,4.032258,2.580645,21.84134358,0.00413662,-0.00043536
0.322581,4.032258,2.580645,20.44769851,0.00472304,-0.00041827
0.483871,4.032258,2.580645,19.74302071,0.00466219,-0.00043258
0.645161,4.032258,2.580645,21.44697511,0.00472057,-0.00045981
0.806452,4.032258,2.580645,22.25975483,0.00558934,-0.00048524
0.967742,4.032258,2.580645,21.57969469,0.00503601,-0.00051942
1.129032,4.032258,2.580645,20.97986507,0.00448607,-0.00050303
1.290323,4.032258,2.580645,21.42612974,0.00538590,-0.00052368
1.451613,4.032258,2.580645,21.19360396,0.00543051,-0.00055030
1.612903,4.032258,2.580645,23.06727826,0.00472352,-0.00062113
1.774194,4.032258,2.580645,21.28126432,0.00514302,-0.00058528
1.935484,4.032258,2.580645,20.06642918,0.00480009,-0.00059486
2.096774,4.032258,2.580645,21.83624270,0.00487490,-0.00063365
2.258065,4.032258,2.580645,23.12683425,0.00595738,-0.00067031
2.419355,4.032258,2.580645,21.62275445,0.00508167,-0.00070266
2.580645,4.032258,2.580645,20.97986507,0.00450574,-0.00067806
2.741935,4.032258,2.580645,21.42612974,0.00540894,-0.00070373
2.903226,4.032258,2.580645,21.19360396,0.00545424,-0.00073706
3.064516,4.032258,2.580645,23.06727826,0.00474457,-0.00082899
3.225806,4.032258,2.580645,21.28126432,0.00516637,-0.00077818
3.387097,4.032258,2.580645,20.06642918,0.00482225,-0.00078772
3.548387,4.032258,2.580645,21.83624270,0.00489773,-0.00083546
3.709677,4.032258,2.580645,23.12683425,0.00598566,-0.00087971
3.870968,4.032258,2.580645,21.62275445,0.00510606,-0.00091764
4.032258,4.032258,2.580645,20.97986507,0.00452756,-0.00088088
4.193548,4.032258,2.580645,21.42612974,0.00543532,-0.00090914
4.354839,4.032258,2.580645,21.19360396,0.00548096,-0.00094658
4.516129,4.032258,2.580645,23.06727826,0.00476784,-0.00105798
4.677419,4.032258,2.580645,21.28126432,0.00517667,-0.00098657
4.838710,4.032258,2.580645,20.06642918,0.00419542,-0.00099168
5.000000,4.032258,2.580645,17.11615131,0.00309090,-0.00154463
0.000000,4.193548,2.580645,19.40829262,0.00400763,-0.00067027
0.161290,4.193548,2.580645,19.46993339,0.00419256,-0.00040537
0.322581,4.193548,2.580645,21.03504542,0.00454968,-0.00043141
0.483871,4.193548,2.580645,22.19949534,0.00555035,-0.00045967
0.645161,4.193548,2.580645,21.19901360,0.00492051,-0.00048727
0.806452,4.193548,2.580645,20.78200736,0.00442636,-0.00047376
0.967742,4.193548,2.580645,21.37272462,0.00536071,-0.00049702
1.129032,4.193548,2.580645,21.19360396,0.00542620,-0.00052342
1.290323,4.193548,2.580645,23.06727826,0.00472050,-0.00059130
1.451613,4.193548,2.580645,21.28126432,0.00513969,-0.00055769
1.612903,4.193548,2.580645,20.06642918,0.00479694,-0.00056737
1.774194,4.193548,2.580645,21.83624270,0.00487166,-0.00060499
1.935484,4.193548,2.580645,23.12683425,0.00595339,-0.00064068
2.096774,4.193548,2.580645,21.62275445,0.00507823,-0.00067237
2.258065,4.193548,2.580645,20.97986507,0.00450268,-0.00064961
2.419355,4.193548,2.580645,21.42612974,0.00540527,-0.00067505
2.580645,4.193548,2.580645,21.19360396,0.00545054,-0.00070796
2.741935,4.193548,2.580645,23.06727826,0.00474136,-0.00079738
2.903226,4.193548,2.580645,21.28126432,0.00516290,-0.00074961
3.064516,4.193548,2.580645,20.06642918,0.00481905,-0.00075997
3.225806,4.193548,2.580645,21.83624270,0.00489455,-0.00080733
3.387097,4.193548,2.580645,23.12683425,0.00598185,-0.00085155
3.548387,4.193548,2.580645,21.62275445,0.00510290,-0.00088984
3.709677,4.193548,2.580645,20.97986507,0.00452486,-0.00085579
3.870968,4.193548,2.580645,21.42612974,0.00543221,-0.00088497
4.032258,4.193548,2.580645,21.19360396,0.00547798,-0.00092329
4.193548,4.193548,2.580645,23.06727826,0.00476541,-0.00103414
4.354839,4.193548,2.580645,21.28126432,0.00518923,-0.00096647
4.516129,4.193548,2.580645,20.06642918,0.00484368,-0.00097371
4.677419,4.193548,2.580645,21.83624270,0.00487734,-0.00102755
4.838710,4.193548,2.580645,23.12683425,0.00541104,-0.00107623
5.000000,4.193548,2.580645,17.20543669,0.00315131,-0.00159528
0.000000,4.354839,2.580645,20.36182910,0.00426260,-0.00069610
0.161290,4.354839,2.580645,21.80624354,0.00485850,-0.00042857
0.322581,4.354839,2.580645,20.67144115,0.00476447,-0.00045110
0.483871,4.354839,2.580645,20.61706119,0.00436045,-0.00044692
0.645161,4.354839,2.580645,20.81476569,0.00511769,-0.00046493
0.806452,4.354839,2.580645,21.01560850,0.00533217,-0.00049381
0.967742,4.354839,2.580645,23.05017864,0.00470923,-0.00056102
1.129032,4.354839,2.580645,21.28126432,0.00513596,-0.00052970
1.290323,4.354839,2.580645,20.06642918,0.00479373,-0.00053935
1.451613,4.354839,2.580645,21.83624270,0.00486834,-0.00057562
1.612903,4.354839,2.580645,23.12683425,0.00594928,-0.00061016
1.774194,4.354839,2.580645,21.62275445,0.00507468,-0.00064098
1.935484,4.354839,2.580645,20.97986507,0.00449950,-0.00061994
2.096774,4.354839,2.580645,21.42612974,0.00540141,-0.00064494
2.258065,4.354839,2.580645,21.19360396,0.00544663,-0.00067719
2.419355,4.354839,2.580645,23.06727826,0.00473794,-0.00076366
2.580645,4.354839,2.580645,21.28126432,0.00515918,-0.00071886
2.741935,4.354839,2.580645,20.06642918,0.00481559,-0.00072980
2.903226,4.354839,2.580645,21.83624270,0.00489104,-0.00077642
3.064516,4.354839,2.580645,23.12683425,0.00597761,-0.00082019
3.225806,4.354839,2.580645,21.62275445,0.00509934,-0.00085846
3.387097,4.354839,2.580645,20.97986507,0.00452176,-0.00082701
3.548387,4.354839,2.580645,21.42612974,0.00542858,-0.00085672
3.709677,4.354839,2.580645,21.19360396,0.00547443,-0.00089548
3.870968,4.354839,2.580645,23.06727826,0.00476244,-0.00100495
4.032258,4.354839,2.580645,21.28126432,0.00518614,-0.00094110
4.193548,4.354839,2.580645,20.06642918,0.00484097,-0.00095016
4.354839,4.354839,2.580645,21.83624270,0.00491698,-0.00100492
4.516129,4.354839,2.580645,23.12683425,0.00600941,-0.00105496
4.677419,4.354839,2.580645,21.62275445,0.00508284,-0.00109686
4.838710,4.354839,2.580645,20.97986507,0.00420792,-0.00104926
5.000000,4.354839,2.580645,16.96802011,0.00326833,-0.00161594
0.000000,4.516129,2.580645,20.06537400,0.00424236,-0.00072582
0.161290,4.516129,2.580645,20.22537237,0.00386959,-0.00041801
0.322581,4.516129,2.580645,20.10211596,0.00474986,-0.00043007
0.483871,4.516129,2.580645,20.75107750,0.00521369,-0.00046408
0.645161,4.516129,2.580645,22.58790093,0.00465026,-0.00051786
0.806452,4.516129,2.580645,20.62768933,0.00488740,-0.00049333
0.967742,4.516129,2.580645,20.03583100,0.00477071,-0.00051087
1.129032,4.516129,2.580645,21.81744554,0.00485460,-0.00054579
1.290323,4.516129,2.580645,22.79917882,0.00578705,-0.00057507
1.451613,4.516129,2.580645,21.60414107,0.00505977,-0.00060879
1.612903,4.516129,2.580645,20.92752845,0.00447109,-0.00058899
1.774194,4.516129,2.580645,20.82187340,0.00518042,-0.00060354
1.935484,4.516129,2.580645,21.14073415,0.00541212,-0.00064467
2.096774,4.516129,2.580645,23.04533764,0.00472344,-0.00072820
2.258065,4.516129,2.580645,21.06412807,0.00508503,-0.00068217
2.419355,4.516129,2.580645,20.04734284,0.00480152,-0.00069757
2.580645,4.516129,2.580645,21.81744554,0.00487714,-0.00074313
2.741935,4.516129,2.580645,22.79917882,0.00581424,-0.00078074
2.903226,4.516129,2.580645,21.60414107,0.00508411,-0.00082396
3.064516,4.516129,2.580645,20.92752845,0.00449307,-0.00079448
3.225806,4.516129,2.580645,20.82187340,0.00520641,-0.00081117
3.387097,4.516129,2.580645,21.14073415,0.00543979,-0.00086308
3.548387,4.516129,2.580645,23.04533764,0.00474802,-0.00097086
3.709677,4.516129,2.580645,21.06412807,0.00511190,-0.00090542
3.870968,4.516129,2.580645,20.04734284,0.00482724,-0.00092141
4.032258,4.516129,2.580645,21.81744554,0.00490357,-0.00097655
4.193548,4.516129,2.580645,22.79917882,0.00584604,-0.00102036
4.354839,4.516129,2.580645,21.60414107,0.00511210,-0.00107054
4.516129,4.516129,2.580645,20.92752845,0.00451791,-0.00102581
4.677419,4.516129,2.580645,20.82187340,0.00522009,-0.00104042
4.838710,4.516129,2.580645,21.14073415,0.00452272,-0.00109923
5.000000,4.516129,2.580645,17.24949125,0.00310707,-0.00169197
0.000000,4.677419,2.580645,20.15552652,0.00436113,-0.00070805
0.161290,4.677419,2.580645,19.59442209,0.00436265,-0.00042445
0.322581,4.677419,2.580645,18.90506155,0.00377644,-0.00042442
0.483871,4.677419,2.580645,20.01995880,0.00462264,-0.00045941
0.645161,4.677419,2.580645,19.52052180,0.00456548,-0.00047575
0.806452,4.677419,2.580645,19.71325179,0.00418068,-0.00047919
0.967742,4.677419,2.580645,22.69979647,0.00574694,-0.00054305
1.129032,4.677419,2.580645,21.29809813,0.00492855,-0.00057248
1.290323,4.677419,2.580645,19.25179655,0.00402161,-0.00052480
1.451613,4.677419,2.580645,21.10442566,0.00523633,-0.00057806
1.612903,4.677419,2.580645,20.28268536,0.00504769,-0.00059912
1.774194,4.677419,2.580645,19.24732580,0.00390570,-0.00059326
1.935484,4.677419,2.580645,20.36657798,0.00478012,-0.00063868
2.096774,4.677419,2.580645,19.70363411,0.00464519,-0.00065856
2.258065,4.677419,2.580645,19.78016564,0.00422745,-0.00065907
2.419355,4.677419,2.580645,22.70870798,0.00577760,-0.00074383
2.580645,4.677419,2.580645,21.29809813,0.00495193,-0.00078195
2.741935,4.677419,2.580645,19.25179655,0.00404106,-0.00071481
2.903226,4.677419,2.580645,21.10442566,0.00526226,-0.00078496
3.064516,4.677419,2.580645,20.28268536,0.00507327,-0.00081089
3.225806,4.677419,2.580645,19.24732580,0.00392591,-0.00080011
3.387097,4.677419,2.580645,20.36657798,0.00480535,-0.00085807
3.548387,4.677419,2.580645,19.70363411,0.00467016,-0.00088114
3.709677,4.677419,2.580645,19.78016564,0.00425055,-0.00087792
3.870968,4.677419,2.580645,22.70870798,0.00580963,-0.00098612
4.032258,4.677419,2.580645,21.29809813,0.00497972,-0.00103138
4.193548,4.677419,2.580645,19.25179655,0.00406396,-0.00093769
4.354839,4.677419,2.580645,21.10442566,0.00529231,-0.00102371
4.516129,4.677419,2.580645,20.28268536,0.00510237,-0.00105096
4.677419,4.677419,2.580645,19.24732580,0.00391461,-0.00103013
4.838710,4.677419,2.580645,20.36657798,0.00450758,-0.00109697
5.000000,4.677419,2.580645,17.03648472,0.00312644,-0.00170878
0.000000,4.838710,2.580645,21.07522396,0.00416036,-0.00076673
0.161290,4.838710,2.580645,20.11062548,0.00395474,-0.00043196
0.322581,4.838710,2.580645,18.11025417,0.00417062,-0.00042185
0.483871,4.838710,2.580645,21.09342936,0.00459732,-0.00047638
0.645161,4.838710,2.580645,21.52928096,0.00502308,-0.00049942
0.806452,4.838710,2.580645,18.45255562,0.00424123,-0.00047918
0.967742,4.838710,2.580645,20.29139190,0.00425140,-0.00051957
1.129032,4.838710,2.580645,21.14447001,0.00499552,-0.00054754
1.290323,4.838710,2.580645,18.92290336,0.00447003,-0.00054129
1.451613,4.838710,2.580645,22.76404465,0.00462513,-0.00065196
1.612903,4.838710,2.580645,20.94182480,0.00476180,-0.00061451
1.774194,4.838710,2.580645,18.38487082,0.00430212,-0.00058991
1.935484,4.838710,2.580645,21.48795117,0.00475255,-0.00066813
2.096774,4.838710,2.580645,22.37538077,0.00536030,-0.00070234
2.258065,4.838710,2.580645,18.54861508,0.00430112,-0.00066159
2.419355,4.838710,2.580645,20.29817240,0.00427536,-0.00071375
2.580645,4.838710,2.580645,21.14447001,0.00501987,-0.00075020
2.741935,4.838710,2.580645,18.92290336,0.00449225,-0.00073960
2.903226,4.838710,2.580645,22.76404465,0.00464870,-0.00088817
3.064516,4.838710,2.580645,20.94182480,0.00478664,-0.00083446
3.225806,4.838710,2.580645,18.38487082,0.00432506,-0.00079826
3.387097,4.838710,2.580645,21.48795117,0.00477841,-0.00090070
3.548387,4.838710,2.580645,22.37538077,0.00539002,-0.00094298
3.709677,4.838710,2.580645,18.54861508,0.00432538,-0.00088439
3.870968,4.838710,2.580645,20.29817240,0.00429984,-0.00094963
4.032258,4.838710,2.580645,21.14447001,0.00504899,-0.00099308
4.193548,4.838710,2.580645,18.92290336,0.00451860,-0.00097375
4.354839,4.838710,2.580645,22.76404465,0.00467619,-0.00116258
4.516129,4.838710,2.580645,20.94182480,0.00481510,-0.00108551
4.677419,4.838710,2.580645,18.38487082,0.00431382,-0.00103156
4.838710,4.838710,2.580645,21.48795117,0.00440619,-0.00115575
5.000000,4.838710,2.580645,17.15260328,0.00336118,-0.00175432
0.000000,5.000000,2.580645,17.42055124,0.00326517,-0.00030962
0.161290,5.000000,2.580645,17.47085455,0.00318824,-0.00052661
0.322581,5.000000,2.580645,17.11410451,0.00305750,-0.00071129
0.483871,5.000000,2.580645,17.71515000,0.00336155,-0.00076406
0.645161,5.000000,2.580645,17.47073998,0.00319067,-0.00077334
0.806452,5.000000,2.580645,17.14623028,0.00309710,-0.00079486
0.967742,5.000000,2.580645,17.55846255,0.00339846,-0.00083977
1.129032,5.000000,2.580645,17.66353359,0.00318188,-0.00088090
1.290323,5.000000,2.580645,17.32448193,0.00314500,-0.00089036
1.451613,5.000000,2.580645,17.65680347,0.00340686,-0.00094084
1.612903,5.000000,2.580645,17.65758439,0.00329521,-0.00096603
1.774194,5.000000,2.580645,17.19323526,0.00311438,-0.00098645
1.935484,5.000000,2.580645,17.88539809,0.00342862,-0.00106053
2.096774,5.000000,2.580645,17.50943330,0.00322807,-0.00106790
2.258065,5.000000,2.580645,17.18809334,0.00314353,-0.00109295
2.419355,5.000000,2.580645,17.55911412,0.00343198,-0.00115199
2.580645,5.000000,2.580645,17.66353359,0.00321356,-0.00120410
2.741935,5.000000,2.580645,17.32448193,0.00317722,-0.00121478
2.903226,5.000000,2.580645,17.65680347,0.00344256,-0.00127862
3.064516,5.000000,2.580645,17.65758439,0.00333068,-0.00130966
3.225806,5.000000,2.580645,17.19323526,0.00314858,-0.00133157
3.387097,5.000000,2.580645,17.88539809,0.00346717,-0.00142716
3.548387,5.000000,2.580645,17.50943330,0.00326501,-0.00143021
3.709677,5.000000,2.580645,17.18809334,0.00318021,-0.00145819
3.870968,5.000000,2.580645,17.55911412,0.00347260,-0.00152886
4.032258,5.000000,2.580645,17.66353359,0.00325217,-0.00159064
4.193548,5.000000,2.580645,17.32448193,0.00321580,-0.00159540
4.354839,5.000000,2.580645,17.65680347,0.00348477,-0.00166999
4.516129,5.000000,2.580645,17.65758439,0.00337176,-0.00169953
4.677419,5.000000,2.580645,17.19323526,0.00314330,-0.00129425
4.838710,5.000000,2.580645,17.88539809,0.00336882,-0.00093910
5.000000,5.000000,2.580645,16.82855021,0.00298217,-0.00084044
0.000000,0.000000,2.741935,18.10938070,0.00355288,-0.00033370
0.161290,0.000000,2.741935,19.21553137,0.00388859,-0.00039090
0.322581,0.000000,2.741935,20.53803768,0.00384431,-0.00042734
0.483871,0.000000,2.741935,18.87333962,0.00395604,-0.00040463
0.645161,0.000000,2.741935,18.59115665,0.00368557,-0.00041787
0.806452,0.000000,2.741935,19.97319748,0.00394328,-0.00044260
0.967742,0.000000,2.741935,20.38539226,0.00452617,-0.00045415
1.129032,0.000000,2.741935,19.86616296,0.00392129,-0.00047805
1.290323,0.000000,2.741935,19.61298596,0.00380913,-0.00047145
1.451613,0.000000,2.741935,18.78213178,0.00399377,-0.00046686
1.612903,0.000000,2.741935,19.83616130,0.00421724,-0.00050192
1.774194,0.000000,2.741935,21.38853574,0.00405067,-0.00055490
1.935484,0.000000,2.741935,19.12479973,0.00405189,-0.00051079
2.096774,0.000000,2.741935,18.68799038,0.00373721,-0.00052375
2.258065,0.000000,2.741935,20.23978568,0.00403975,-0.00055691
2.419355,0.000000,2.741935,20.44693971,0.00456259,-0.00056447
2.580645,0.000000,2.741935,19.86616296,0.00393433,-0.00059094
2.741935,0.000000,2.741935,19.61298596,0.00382106,-0.00058063
2.903226,0.000000,2.741935,18.78213178,0.00400632,-0.00057264
3.064516,0.000000,2.741935,19.83616130,0.00423053,-0.00061317
3.225806,0.000000,2.741935,21.38853574,0.00406344,-0.00067499
3.387097,0.000000,2.741935,19.12479973,0.00406465,-0.00061861
3.548387,0.000000,2.741935,18.68799038,0.00374895,-0.00063147
3.709677,0.000000,2.741935,20.23978568,0.00405237,-0.00066826
3.870968,0.000000,2.741935,20.44693971,0.00457676,-0.00067415
4.032258,0.000000,2.741935,19.86616296,0.00394643,-0.00070217
4.193548,0.000000,2.741935,19.61298596,0.00383269,-0.00068653
4.354839,0.000000,2.741935,18.78213178,0.00401834,-0.00067338
4.516129,0.000000,2.741935,19.83616130,0.00424304,-0.00071734
4.677419,0.000000,2.741935,21.38853574,0.00403594,-0.00058906
4.838710,0.000000,2.741935,19.12479973,0.00387928,-0.00036156
5.000000,0.000000,2.741935,16.84711255,0.00295650,-0.00031244
0.000000,0.161290,2.741935,20.20469670,0.00396421,-0.00040725
0.161290,0.161290,2.741935,20.11548120,0.00419602,-0.00023507
0.322581,0.161290,2.741935,19.30216027,0.00435396,-0.00023966
0.483871,0.161290,2.741935,20.10766300,0.00430112,-0.00024559
0.645161,0.161290,2.741935,22.00820148,0.00551209,-0.00026713
0.806452,0.161290,2.741935,21.15991191,0.00475686,-0.00028173
0.967742,0.161290,2.741935,20.19840256,0.00421357,-0.00026772
1.129032,0.161290,2.741935,21.33330254,0.00537072,-0.00028222
1.290323,0.161290,2.741935,20.84323383,0.00512357,-0.00029216
1.451613,0.161290,2.741935,21.73301687,0.00445351,-0.00031226
1.612903,0.161290,2.741935,20.92944499,0.00502884,-0.00030544
1.774194,0.161290,2.741935,19.86115129,0.00456398,-0.00030883
1.935484,0.161290,2.741935,20.46578848,0.00442680,-0.00031357
2.096774,0.161290,2.741935,22.89024869,0.00587743,-0.00034193
2.258065,0.161290,2.741935,21.52907537,0.00487773,-0.00035635
2.419355,0.161290,2.741935,20.23116918,0.00423610,-0.00033400
2.580645,0.161290,2.741935,21.33330254,0.00538028,-0.00035057
2.741935,0.161290,2.741935,20.84323383,0.00513197,-0.00036153
2.903226,0.161290,2.741935,21.73301687,0.00446084,-0.00038488
3.064516,0.161290,2.741935,20.92944499,0.00503714,-0.00037493
3.225806,0.161290,2.741935,19.86115129,0.00457152,-0.00037748
3.387097,0.161290,2.741935,20.46578848,0.00443412,-0.00038158
3.548387,0.161290,2.741935,22.89024869,0.00588713,-0.00041421
3.709677,0.161290,2.741935,21.52907537,0.00488574,-0.00042964
3.870968,0.161290,2.741935,20.23116918,0.00424302,-0.00040074
4.032258,0.161290,2.741935,21.33330254,0.00538899,-0.00041852
4.193548,0.161290,2.741935,20.84323383,0.00514019,-0.00042937
4.354839,0.161290,2.741935,21.73301687,0.00446790,-0.00045468
4.516129,0.161290,2.741935,20.92944499,0.00504499,-0.00044050
4.677419,0.161290,2.741935,19.86115129,0.00453955,-0.00044100
4.838710,0.161290,2.741935,20.46578848,0.00406627,-0.00044322
5.000000,0.161290,2.741935,16.97713360,0.00318634,-0.00053357
0.000000,0.322581,2.741935,18.59757295,0.00391639,-0.00039687
0.161290,0.322581,2.741935,20.88443944,0.00424597,-0.00024631
0.322581,0.322581,2.741935,21.74804230,0.00523721,-0.00025732
0.483871,0.322581,2.741935,20.15998074,0.00462283,-0.00026453
0.645161,0.322581,2.741935,20.56203389,0.00431419,-0.00026379
0.806452,0.322581,2.741935,20.65753141,0.00502934,-0.00027124
0.967742,0.322581,2.741935,20.44238816,0.00514630,-0.00027951
1.129032,0.322581,2.741935,22.87605810,0.00462501,-0.00032145
1.290323,0.322581,2.741935,21.17060092,0.00505706,-0.00030115
1.451613,0.322581,2.741935,19.42627249,0.00456929,-0.00029756
1.612903,0.322581,2.741935,21.72269339,0.00479005,-0.00032113
1.774194,0.322581,2.741935,22.90656495,0.00580932,-0.00033641
1.935484,0.322581,2.741935,20.55064542,0.00476117,-0.00033808
2.096774,0.322581,2.741935,20.78004435,0.00439018,-0.00033513
2.258065,0.322581,2.741935,21.24851416,0.00528422,-0.00034529
2.419355,0.322581,2.741935,20.47306425,0.00517398,-0.00034979
2.580645,0.322581,2.741935,22.87605810,0.00463359,-0.00040059
2.741935,0.322581,2.741935,21.17060092,0.00506574,-0.00037386
2.903226,0.322581,2.741935,19.42627249,0.00457718,-0.00036794
3.064516,0.322581,2.741935,21.72269339,0.00479835,-0.00039545
3.225806,0.322581,2.741935,22.90656495,0.00581940,-0.00041251
3.387097,0.322581,2.741935,20.55064542,0.00476944,-0.00041272
3.548387,0.322581,2.741935,20.78004435,0.00439779,-0.00040725
3.709677,0.322581,2.741935,21.24851416,0.00529334,-0.00041761
3.870968,0.322581,2.741935,20.47306425,0.00518287,-0.00042099
4.032258,0.322581,2.741935,22.87605810,0.00464149,-0.00047970
4.193548,0.322581,2.741935,21.17060092,0.00507430,-0.00044536
4.354839,0.322581,2.741935,19.42627249,0.00458481,-0.00043596
4.516129,0.322581,2.741935,21.72269339,0.00480623,-0.00046597
4.677419,0.322581,2.741935,22.90656495,0.00581195,-0.00048330
4.838710,0.322581,2.741935,20.55064542,0.00420030,-0.00048073
5.000000,0.322581,2.741935,17.26874266,0.00306761,-0.00073197
0.000000,0.483871,2.741935,21.19928355,0.00463353,-0.00043051
0.161290,0.483871,2.741935,20.64453565,0.00433145,-0.00026122
0.322581,0.483871,2.741935,20.28559830,0.00422619,-0.00025471
0.483871,0.483871,2.741935,20.50910726,0.00493100,-0.00026350
0.645161,0.483871,2.741935,20.81286885,0.00522215,-0.00027802
0.806452,0.483871,2.741935,22.61009621,0.00464003,-0.00030727
0.967742,0.483871,2.741935,20.88266893,0.00494150,-0.00029208
1.129032,0.483871,2.741935,20.05551856,0.00475705,-0.00029773
1.290323,0.483871,2.741935,21.83105823,0.00483612,-0.00031513
1.451613,0.483871,2.741935,23.04118983,0.00587279,-0.00033059
1.612903,0.483871,2.741935,21.61762067,0.00503818,-0.00034493
1.774194,0.483871,2.741935,20.96619800,0.00446111,-0.00033067
1.935484,0.483871,2.741935,21.08754735,0.00517832,-0.00033874
2.096774,0.483871,2.741935,21.17979767,0.00539662,-0.00035486
2.258065,0.483871,2.741935,23.05473600,0.00469454,-0.00039662
2.419355,0.483871,2.741935,21.07334919,0.00502113,-0.00036831
2.580645,0.483871,2.741935,20.05551856,0.00476843,-0.00037225
2.741935,0.483871,2.741935,21.83105823,0.00484483,-0.00039249
2.903226,0.483871,2.741935,23.04118983,0.00588341,-0.00041012
3.064516,0.483871,2.741935,21.61762067,0.00504734,-0.00042615
3.225806,0.483871,2.741935,20.96619800,0.00446924,-0.00040678
3.387097,0.483871,2.741935,21.08754735,0.00518776,-0.00041487
3.548387,0.483871,2.741935,21.17979767,0.00540645,-0.00043262
3.709677,0.483871,2.741935,23.05473600,0.00470307,-0.00048123
3.870968,0.483871,2.741935,21.07334919,0.00503021,-0.00044469
4.032258,0.483871,2.741935,20.05551856,0.00477699,-0.00044716
4.193548,0.483871,2.741935,21.83105823,0.00485344,-0.00046900
4.354839,0.483871,2.741935,23.04118983,0.00589376,-0.00048742
4.516129,0.483871,2.741935,21.61762067,0.00505609,-0.00050364
4.677419,0.483871,2.741935,20.96619800,0.00443845,-0.00047799
4.838710,0.483871,2.741935,21.08754735,0.00482359,-0.00048461
5.000000,0.483871,2.741935,16.97521449,0.00302137,-0.00075331
0.000000,0.645161,2.741935,19.40253991,0.00385510,-0.00042165
0.161290,0.645161,2.741935,20.51536518,0.00451699,-0.00025523
0.322581,0.645161,2.741935,20.34211606,0.00500755,-0.00026664
0.483871,0.645161,2.741935,22.54407294,0.00461288,-0.00029856
0.645161,0.645161,2.741935,20.78389063,0.00491199,-0.00028378
0.806452,0.645161,2.741935,19.88774979,0.00470500,-0.00028859
0.967742,0.645161,2.741935,21.81580735,0.00482810,-0.00030745
1.129032,0.645161,2.741935,23.12683425,0.00591030,-0.00032359
1.290323,0.645161,2.741935,21.62275445,0.00504045,-0.00033738
1.451613,0.645161,2.741935,20.97986507,0.00446783,-0.00032384
1.612903,0.645161,2.741935,21.42612974,0.00536178,-0.00033433
1.774194,0.645161,2.741935,21.19360396,0.00540498,-0.00034835
1.935484,0.645161,2.741935,23.06727826,0.00470020,-0.00038982
2.096774,0.645161,2.741935,21.28126432,0.00511639,-0.00036411
2.258065,0.645161,2.741935,20.06642918,0.00477403,-0.00036680
2.419355,0.645161,2.741935,21.83624270,0.00484715,-0.00038723
2.580645,0.645161,2.741935,23.12683425,0.00592186,-0.00040591
2.741935,0.645161,2.741935,21.62275445,0.00504994,-0.00042160
2.903226,0.645161,2.741935,20.97986507,0.00447631,-0.00040307
3.064516,0.645161,2.741935,21.42612974,0.00537200,-0.00041442
3.225806,0.645161,2.741935,21.19360396,0.00541531,-0.00042996
3.387097,0.645161,2.741935,23.06727826,0.00470920,-0.00047900
3.548387,0.645161,2.741935,21.28126432,0.00512619,-0.00044536
3.709677,0.645161,2.741935,20.06642918,0.00478315,-0.00044651
3.870968,0.645161,2.741935,21.83624270,0.00485637,-0.00046904
4.032258,0.645161,2.741935,23.12683425,0.00593306,-0.00048917
4.193548,0.645161,2.741935,21.62275445,0.00505941,-0.00050539
4.354839,0.645161,2.741935,20.97986507,0.00448460,-0.00048054
4.516129,0.645161,2.741935,21.42612974,0.00538182,-0.00049128
4.677419,0.645161,2.741935,21.19360396,0.00537888,-0.00050675
4.838710,0.645161,2.741935,23.06727826,0.00435546,-0.00056117
5.000000,0.645161,2.741935,17.64604656,0.00337890,-0.00079608
0.000000,0.806452,2.741935,19.91411069,0.00448192,-0.00044557
0.161290,0.806452,2.741935,21.84134358,0.00412276,-0.00028501
0.322581,0.806452,2.741935,20.44769851,0.00470644,-0.00027203
0.483871,0.806452,2.741935,19.74302071,0.00464500,-0.00027947
0.645161,0.806452,2.741935,21.44697511,0.00470232,-0.00029504
0.806452,0.806452,2.741935,22.25975483,0.00556669,-0.00030922
0.967742,0.806452,2.741935,21.57969469,0.00501462,-0.00032868
1.129032,0.806452,2.741935,20.97986507,0.00446611,-0.00031605
1.290323,0.806452,2.741935,21.42612974,0.00536080,-0.00032665
1.451613,0.806452,2.741935,21.19360396,0.00540401,-0.00034074
1.612903,0.806452,2.741935,23.06727826,0.00469939,-0.00038174
1.774194,0.806452,2.741935,21.28126432,0.00511554,-0.00035700
1.935484,0.806452,2.741935,20.06642918,0.00477326,-0.00036008
2.096774,0.806452,2.741935,21.83624270,0.00484641,-0.00038061
2.258065,0.806452,2.741935,23.12683425,0.00592100,-0.00039951
2.419355,0.806452,2.741935,21.62275445,0.00504926,-0.00041551
2.580645,0.806452,2.741935,20.97986507,0.00447574,-0.00039779
2.741935,0.806452,2.741935,21.42612974,0.00537138,-0.00040957
2.903226,0.806452,2.741935,21.19360396,0.00541475,-0.00042555
3.064516,0.806452,2.741935,23.06727826,0.00470878,-0.00047479
3.225806,0.806452,2.741935,21.28126432,0.00512580,-0.00044212
3.387097,0.806452,2.741935,20.06642918,0.00478286,-0.00044396
3.548387,0.806452,2.741935,21.83624270,0.00485615,-0.00046710
3.709677,0.806452,2.741935,23.12683425,0.00593289,-0.00048794
3.870968,0.806452,2.741935,21.62275445,0.00505936,-0.00050496
