,x,y,z,value
0,0.000000,0.000000,0.000000,0.501919
1,0.050000,0.000000,0.000000,0.497317
2,0.100000,0.000000,0.000000,0.485282
3,0.150000,0.000000,0.000000,0.469388
4,0.200000,0.000000,0.000000,0.452636
5,0.250000,0.000000,0.000000,0.436770
6,0.300000,0.000000,0.000000,0.423017
7,0.350000,0.000000,0.000000,0.411974
8,0.400000,0.000000,0.000000,0.403933
9,0.450000,0.000000,0.000000,0.399006
10,0.500000,0.000000,0.000000,0.397296
11,0.550000,0.000000,0.000000,0.399006
12,0.600000,0.000000,0.000000,0.403933
13,0.650000,0.000000,0.000000,0.411974
14,0.700000,0.000000,0.000000,0.423017
15,0.750000,0.000000,0.000000,0.436771
16,0.800000,0.000000,0.000000,0.452637
17,0.850000,0.000000,0.000000,0.469393
18,0.900000,0.000000,0.000000,0.485289
19,0.950000,0.000000,0.000000,0.497320
20,1.000000,0.000000,0.000000,0.501919
21,1.050000,0.000000,0.000000,0.497317
22,1.100000,0.000000,0.000000,0.485282
23,1.150000,0.000000,0.000000,0.469388
24,1.200000,0.000000,0.000000,0.452636
25,1.250000,0.000000,0.000000,0.436770
26,1.300000,0.000000,0.000000,0.423017
27,1.350000,0.000000,0.000000,0.411974
28,1.400000,0.000000,0.000000,0.403933
29,1.450000,0.000000,0.000000,0.399006
30,1.500000,0.000000,0.000000,0.397296
31,1.550000,0.000000,0.000000,0.399006
32,1.600000,0.000000,0.000000,0.403933
33,1.650000,0.000000,0.000000,0.411974
34,1.700000,0.000000,0.000000,0.423017
35,1.750000,0.000000,0.000000,0.436771
36,1.800000,0.000000,0.000000,0.452637
37,1.850000,0.000000,0.000000,0.469393
38,1.900000,0.000000,0.000000,0.485289
39,1.950000,0.000000,0.000000,0.497320
40,2.000000,0.000000,0.000000,0.501919
41,0.000000,0.050000,0.000000,0.497316
42,0.050000,0.050000,0.000000,0.493781
43,0.100000,0.050000,0.000000,0.489122
44,0.150000,0.050000,0.000000,0.478469
45,0.200000,0.050000,0.000000,0.463341
46,0.250000,0.050000,0.000000,0.446758
47,0.300000,0.050000,0.000000,0.430676
48,0.350000,0.050000,0.000000,0.416173
49,0.400000,0.050000,0.000000,0.404103
50,0.450000,0.050000,0.000000,0.394849
51,0.500000,0.050000,0.000000,0.392466
52,0.550000,0.050000,0.000000,0.396589
53,0.600000,0.050000,0.000000,0.403941
54,0.650000,0.050000,0.000000,0.414239
55,0.700000,0.050000,0.000000,0.427220
56,0.750000,0.050000,0.000000,0.442386
57,0.800000,0.050000,0.000000,0.458913
58,0.850000,0.050000,0.000000,0.475323
59,0.900000,0.050000,0.000000,0.489332
60,0.950000,0.050000,0.000000,0.497656
61,1.000000,0.050000,0.000000,0.497316
62,1.050000,0.050000,0.000000,0.493781
63,1.100000,0.050000,0.000000,0.489122
64,1.150000,0.050000,0.000000,0.478469
65,1.200000,0.050000,0.000000,0.463341
66,1.250000,0.050000,0.000000,0.446758
67,1.300000,0.050000,0.000000,0.430676
68,1.350000,0.050000,0.000000,0.416173
69,1.400000,0.050000,0.000000,0.404103
70,1.450000,0.050000,0.000000,0.394849
71,1.500000,0.050000,0.000000,0.392466
72,1.550000,0.050000,0.000000,0.396589
73,1.600000,0.050000,0.000000,0.403941
74,1.650000,0.050000,0.000000,0.414239
75,1.700000,0.050000,0.000000,0.427220
76,1.750000,0.050000,0.000000,0.442386
77,1.800000,0.050000,0.000000,0.458913
78,1.850000,0.050000,0.000000,0.475323
79,1.900000,0.050000,0.000000,0.489332
80,1.950000,0.050000,0.000000,0.497656
81,2.000000,0.050000,0.000000,0.497316
82,0.000000,0.100000,0.000000,0.485285
83,0.050000,0.100000,0.000000,0.489122
84,0.100000,0.100000,0.000000,0.470570
85,0.150000,0.100000,0.000000,0.463433
86,0.200000,0.100000,0.000000,0.452855
87,0.250000,0.100000,0.000000,0.437650
88,0.300000,0.100000,0.000000,0.420575
89,0.350000,0.100000,0.000000,0.403663
90,0.400000,0.100000,0.000000,0.388184
91,0.450000,0.100000,0.000000,0.376814
92,0.500000,0.100000,0.000000,0.379190
93,0.550000,0.100000,0.000000,0.385204
94,0.600000,0.100000,0.000000,0.394591
95,0.650000,0.100000,0.000000,0.406956
96,0.700000,0.100000,0.000000,0.421832
97,0.750000,0.100000,0.000000,0.438481
98,0.800000,0.100000,0.000000,0.455791
99,0.850000,0.100000,0.000000,0.471902
100,0.900000,0.100000,0.000000,0.484193
101,0.950000,0.100000,0.000000,0.489332
102,1.000000,0.100000,0.000000,0.485285
103,1.050000,0.100000,0.000000,0.489122
104,1.100000,0.100000,0.000000,0.470570
105,1.150000,0.100000,0.000000,0.463433
106,1.200000,0.100000,0.000000,0.452855
107,1.250000,0.100000,0.000000,0.437650
108,1.300000,0.100000,0.000000,0.420575
109,1.350000,0.100000,0.000000,0.403663
110,1.400000,0.100000,0.000000,0.388184
111,1.450000,0.100000,0.000000,0.376814
112,1.500000,0.100000,0.000000,0.379190
113,1.550000,0.100000,0.000000,0.385204
114,1.600000,0.100000,0.000000,0.394591
115,1.650000,0.100000,0.000000,0.406956
116,1.700000,0.100000,0.000000,0.421832
117,1.750000,0.100000,0.000000,0.438481
118,1.800000,0.100000,0.000000,0.455791
119,1.850000,0.100000,0.000000,0.471902
120,1.900000,0.100000,0.000000,0.484193
121,1.950000,0.100000,0.000000,0.489332
122,2.000000,0.100000,0.000000,0.485285
123,0.000000,0.150000,0.000000,0.469389
124,0.050000,0.150000,0.000000,0.478469
125,0.100000,0.150000,0.000000,0.463433
126,0.150000,0.150000,0.000000,0.435107
127,0.200000,0.150000,0.000000,0.425762
128,0.250000,0.150000,0.000000,0.414105
129,0.300000,0.150000,0.000000,0.397611
130,0.350000,0.150000,0.000000,0.379144
131,0.400000,0.150000,0.000000,0.360957
132,0.450000,0.150000,0.000000,0.357483
133,0.500000,0.150000,0.000000,0.360722
134,0.550000,0.150000,0.000000,0.367742
135,0.600000,0.150000,0.000000,0.378401
136,0.650000,0.150000,0.000000,0.392169
137,0.700000,0.150000,0.000000,0.408468
138,0.750000,0.150000,0.000000,0.426337
139,0.800000,0.150000,0.000000,0.444448
140,0.850000,0.150000,0.000000,0.460573
141,0.900000,0.150000,0.000000,0.471902
142,0.950000,0.150000,0.000000,0.475323
143,1.000000,0.150000,0.000000,0.469389
